WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
South Brushy Creek,06/21/2013 10:31:00 AM,ISMP Brushy Creek 83,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,6010--Groundcover,6010,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047451,,,432619,false,
South Brushy Creek,06/21/2013 10:31:00 AM,ISMP Brushy Creek 83,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,6010--Groundcover,6010,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047452,,,432619,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Oak Grove Cemetary 18,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,10312--Groundcover,10312,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047453,,,432609,false,
Bull Creek,06/21/2013 11:26:00 AM,ISMP Upper Bull Creek 38,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8459--Canopy,8459,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047454,,,432617,false,
Bull Creek,06/21/2013 11:26:00 AM,ISMP Upper Bull Creek 38,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8459--Canopy,8459,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047455,,,432617,false,
Bull Creek,06/21/2013 11:26:00 AM,ISMP Upper Bull Creek 38,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8459--Canopy,8459,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047456,,,432617,false,
Bull Creek,06/21/2013 11:26:00 AM,ISMP Upper Bull Creek 38,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,8459--Canopy,8459,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047457,,,432617,false,
Bull Creek,06/21/2013 11:26:00 AM,ISMP Upper Bull Creek 38,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,100,(%) Percent,Total,8459--Canopy,8459,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047458,,,432617,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047459,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047460,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,1,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047461,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047462,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047463,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047464,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047465,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047466,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047467,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047468,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047469,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047470,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047471,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,29,(%) Percent,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047472,,,432610,false,
South Brushy Creek,06/21/2013 10:55:00 AM,ISMP Brushy Creek 52,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,10,Count,Total,5979--Groundcover,5979,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047473,,,432610,false,
South Brushy Creek,06/20/2013 08:38:00 AM,ISMP Brushy Creek 33,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,5960--Canopy,5960,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047474,,,432620,false,
South Brushy Creek,06/20/2013 08:38:00 AM,ISMP Brushy Creek 33,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,5960--Canopy,5960,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047475,,,432620,false,
South Brushy Creek,06/20/2013 08:38:00 AM,ISMP Brushy Creek 33,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,5960--Canopy,5960,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047476,,,432620,false,
South Brushy Creek,06/20/2013 08:38:00 AM,ISMP Brushy Creek 33,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,5960--Canopy,5960,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047477,,,432620,false,
South Brushy Creek,06/20/2013 08:38:00 AM,ISMP Brushy Creek 33,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,5960--Canopy,5960,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047478,,,432620,false,
South Brushy Creek,06/20/2013 08:38:00 AM,ISMP Brushy Creek 33,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,5960--Canopy,5960,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047479,,,432620,false,
South Brushy Creek,06/20/2013 11:00:00 AM,ISMP Brushy Creek 82,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,6009--Understory,6009,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047480,,,432534,false,
South Brushy Creek,06/20/2013 11:00:00 AM,ISMP Brushy Creek 82,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,6009--Understory,6009,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047481,,,432534,false,
Walnut Creek,06/30/2013 08:43:00 AM,ISMP Walnut Creek 67,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,8721--Understory,8721,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047482,,,433382,false,
Walnut Creek,06/30/2013 08:43:00 AM,ISMP Walnut Creek 67,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,8721--Understory,8721,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047483,,,433382,false,
Walnut Creek,06/30/2013 08:43:00 AM,ISMP Walnut Creek 67,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,8721--Understory,8721,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047484,,,433382,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047485,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047486,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047487,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047488,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047489,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,1,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047490,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047491,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047492,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047493,,,433375,false,
Walnut Creek,06/29/2013 09:38:00 AM,ISMP Walnut Creek Park 308,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,44,(%) Percent,Total,9061--Understory,9061,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047494,,,433372,false,
Walnut Creek,06/29/2013 09:38:00 AM,ISMP Walnut Creek Park 308,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,14,Count,Total,9061--Understory,9061,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047495,,,433372,false,
Barton Creek,01/15/2003 09:46:00 AM,Pink Apartment Drainage Ditch Head,Non-spatial or Protected Location,Sediment,Metals,ARSENIC,4.01,MG/KG,Total,1266B,1266,EPA 6020,U,Apartment Tributary Investigation,,1104976,,,214829,false,
Walnut Creek,06/29/2013 09:38:00 AM,ISMP Walnut Creek Park 308,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP HABITAT TYPE (1=Wooded;2=Open;3=Edge;4=Incompatible),3,None,Total,9061--Groundcover,9061,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047496,,,433446,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,54,(%) Percent,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047497,,,433375,false,
Walnut Creek,06/27/2013 10:23:00 AM,ISMP Walnut Creek Park 385,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,11,Count,Total,9138--Groundcover,9138,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047498,,,433375,false,
Walnut Creek,06/27/2013 10:42:00 AM,ISMP Walnut Creek Park 221,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,8974--Canopy,8974,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047499,,,433384,false,
Walnut Creek,06/27/2013 10:42:00 AM,ISMP Walnut Creek Park 221,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,26,(%) Percent,Total,8974--Canopy,8974,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047500,,,433384,false,
Walnut Creek,06/27/2013 10:42:00 AM,ISMP Walnut Creek Park 221,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,8974--Canopy,8974,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047501,,,433384,false,
Walnut Creek,06/27/2013 10:42:00 AM,ISMP Walnut Creek Park 221,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,8974--Canopy,8974,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047502,,,433384,false,
Walnut Creek,06/27/2013 10:42:00 AM,ISMP Walnut Creek Park 221,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,8974--Canopy,8974,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047503,,,433384,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047504,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047505,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047506,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047507,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047508,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047509,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047510,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047511,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047512,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047513,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047514,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047515,,,433444,false,
Walnut Creek,06/29/2013 09:12:00 AM,ISMP Walnut Creek Park 324,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,9077--Understory,9077,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2047516,,,433444,false,
