INTERSECTIONID,ONST,CRST,QUAD,INSPECTOR,DATE,EVNT_LAT,EVNT_LON,EVNT_MAP,EVNT_TYPE,PED_SIGNAL_PRES,CPL_SIZE,CPL_FORCE,CPL_OP,CPL_CTRST,CPL_VIS,CPL_AUD,CMNT_1,CPL_LDG,CPL_PROX,CPL_PLACE,CPL_SEP,CPL_HGT,CPL_CW_1,CPL_CW_2,CMNT_2,OA_CMNT,Mapped Location
4729,Old Hickory Boulevard,Lakeshore Drive,Northeast,Jeff Pedine,04/05/2019 12:00:00 AM,36.238922,-86.630112,5413,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.630112 36.238922)
2147,Grand ave,16th ave s,Southeast,Jacob Locey,04/25/2019 12:00:00 AM,36.146751,-86.792458,10501,PED_SIGNAL,true,false,true,false,false,false,false,"Gray button, with yellow housing. No audio or visual indicators.",false,false,true,true,48,17,6,No complaint landing near push button.,Pedestrian signal is operational. Push button has no audio or visual indicators.,POINT (-86.792458 36.146751)
4616,Natchez ct,Nolensville pk,Southeast,Jacob Locey,04/17/2019 12:00:00 AM,36.093365,-86.736053,13306,PED_SIGNAL,true,true,true,true,true,true,true,Chrome arrow and button with a black housing.,false,false,false,true,39,2,9,No sidewalk or landing present at corner. Push button is 2’ from edge of roadway.,Push button and pedestrian signal are operational. No sidewalk or landing present at corner.,POINT (-86.736053 36.093365)
3640,Neelys Bend Road,Gallatin Pike S,Northeast,Jeff Pedine,04/11/2019 12:00:00 AM,36.256245,-86.714195,5104,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,38,15,8,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.714195 36.256245)
2020,Wedgewood ave,12th ave s,Northwest,Jacob Locey,04/25/2019 12:00:00 AM,36.136337,-86.788803,10509,PED_SIGNAL,true,true,true,true,true,true,true,"Chrome arrow, chrome button, with black housing.",true,true,true,false,41,7,6,Two push buttons are located on one pole.,Push button and pedestrian signal are operational.,POINT (-86.788803 36.136337)
3835,Jonquil dr,Harding place,Northeast,Jacob Locey,04/16/2019 12:00:00 AM,36.080494,-86.717842,14704,PED_SIGNAL,true,true,true,true,true,true,true,"Chrome arrow, black button, with yellow housing.",true,false,true,true,43,9,6,Landing is 18” away from push button.,Push button and pedestrian signal are operational.,POINT (-86.717842 36.080494)
2790,Woodland,S 5th st,Southeast,Chase Clark,04/26/2019 12:00:00 AM,36.171803,-86.764587,82154,PED_SIGNAL,true,true,true,true,true,true,true,Chrome arrow black housing,true,true,true,true,42,11,14,,Push button and pedestrian signals working properly,POINT (-86.764587 36.171803)
4210,Fairfield ave,Lafayette st,Southeast,Jacob Locey,04/23/2019 12:00:00 AM,36.147217,-86.757874,10504,PED_SIGNAL,true,true,true,true,true,false,true,"Visual indicator is not operational (new push button).  Black arrow, chrome button, with yellow housing.",false,false,true,false,42,7.5,5,Complaint landing is 2.5’ away from push button. Two push buttons are located on one pole.,Pedestrian signal never changes from don’t walk. Either pedestrian signal or push buttons is not operational.,POINT (-86.757874 36.147217)
4530,Antioch pk,Nolensville pk,Southeast,Jacob Locey,04/17/2019 12:00:00 AM,36.101658,-86.740364,13302,PED_SIGNAL,true,true,true,true,true,true,true,"Chrome arrow, black button, with black housing. Push button not attached to pole, see photographs for further information. Crosswalk instruction sign is not present.",true,false,true,true,40,4,6,Landing is 2.5 away from push button.,Push button and pedestrian signal are operational.,POINT (-86.740364 36.101658)
4350,Mcgavock Pike,Music Valley Drive,Northwest,Jeff Pedine,04/26/2019 12:00:00 AM,36.217247,-86.696533,6214,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.696533 36.217247)
3313,Donaldson,Old elm pike,Northwest,Chase Clark,04/18/2019 12:00:00 AM,36.15081,-86.666733,96133,PED_SIGNAL,true,true,true,true,true,true,true,"1 of 2 button on pole, chrome button yellow housing",true,true,false,false,42,8,9,,Push button and pedestrian signals working properly,POINT (-86.666733 36.15081)
2855,Brandywood Dr,Abbott Martin Rd,Southwest,Greg Roddy,04/18/2019 12:00:00 AM,36.106098,-86.816063,11714,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,false,true,true,42,10,8,The push button is 16” from the landing.,The push button is 16” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.816063 36.106098)
4300,Lebanon Pike,Jacksonian Drive,Northwest,Jeff Pedine,04/18/2019 12:00:00 AM,36.193077,-86.623932,7513,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.623932 36.193077)
4533,Bradford Hills Dr,Nolensville Road,Northwest,Greg Roddy,04/12/2019 12:00:00 AM,36.025639,-86.713173,17212,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,false,false,true,true,32,7,12,There is no landing at this push button. The push button is only 32” high and 16” from the sidewalk.,There is no landing at this push button. The push button is only 32” high and 16” from the sidewalk. The Ped signal light is in good working condition.,POINT (-86.713173 36.025639)
3960,White Bridge Rd,Harding Pike,North,Greg Roddy,04/19/2019 12:00:00 AM,36.125114,-86.847565,11603,PED_SIGNAL,true,false,false,false,false,false,false,The 1/2” push button does not have a visual or audible indicator.,true,true,true,true,52,8,5,The push button is 52” high from the landing.,The 1/2” push button is 52” high from the landing and does not have a visual or audible indicator. The Ped signal light is in good working condition.,POINT (-86.847565 36.125114)
4345,Mcgavock Pike,Briley Parkway,Northeast,Jeff Pedine,04/26/2019 12:00:00 AM,36.216923,-86.692162,6214,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.692162 36.216923)
4477,Murfreesboro Pike,Rural Hill Road,Southwest,Greg Roddy,04/11/2019 12:00:00 AM,36.074249,-86.63858,14908,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The ped signal light is in good working condition.,POINT (-86.63858 36.074249)
4300,Jacksonian Drive,Lebanon Pike,Northwest,Jeff Pedine,04/18/2019 12:00:00 AM,36.193073,-86.623917,7513,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,51,14,4,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.623917 36.193073)
3471,Greenfield Avenue,Gallatin Pike,Southwest,Jeff Pedine,04/24/2019 12:00:00 AM,36.210884,-86.733231,7202,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,44,2.5,2,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.733231 36.210884)
4501,Murfreesboro pk,Wilhagen rd,Northwest,Jacob Locey,04/23/2019 12:00:00 AM,36.132702,-86.719307,10612,PED_SIGNAL,true,true,true,true,true,false,true,"Visual indicator is not operational (new push button). Black arrow, chrome button, with yellow housing.",true,true,true,false,42,10,12,Two push buttons are located on one pole.,Pedestrian signal is operational.,POINT (-86.719307 36.132702)
2007,12th Ave S,Kirkwood Ave,Southeast,Greg Roddy,04/25/2019 12:00:00 AM,36.120712,-86.790451,11801,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.790451 36.120712)
3660,E Old Hickory Boulevard,Gallatin Pike S,Northeast,Jeff Pedine,04/05/2019 12:00:00 AM,36.262375,-86.711937,4313,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,8,0,The push button is only separated from the adjacent button by 6”.,The push shows good condition in all aspects except for being separated from the adjacent button by only 6”.,POINT (-86.711937 36.262375)
1840,8th ave s,Wedgewood ave,Southeast,Jacob Locey,04/24/2019 12:00:00 AM,36.13401,-86.778946,10510,PED_SIGNAL,true,false,true,false,true,false,false,"Black button, with yellow housing.",true,true,true,false,48,3,14,Two push buttons are located on one pole.,Pedestrian signal is operational. Push button has no audio or visual indicators.,POINT (-86.778946 36.13401)
3000,Brewer dr,Edmondson pk,Southeast,Jacob Locey,04/16/2019 12:00:00 AM,36.065868,-86.738144,14710,PED_SIGNAL,true,true,true,true,true,true,true,"Chrome arrow, black button, with black housing. No crosswalk instruction sign present.",true,true,true,true,44,5,19,Landing being used is a portion of the sidewalk. Curb ramp landing is 14’ from push button.,Push button and pedestrian signal are operational. Using a portion of sidewalk for the landing opposed to curb ramp landing.,POINT (-86.738144 36.065868)
3806,Granny White Pk,Lone Oak Rd,Northwest,Greg Roddy,04/16/2019 12:00:00 AM,36.094788,-86.801369,13108,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,false,false,true,false,42,12,8,There is no landing. The push button is 20” from the sidewalk.,There is no landing and the push button is 20” from the sidewalk. The Ped signal light is in good working condition.,POINT (-86.801369 36.094788)
2938,Bell Road,Mt View Rd,Southeast,Greg Roddy,04/08/2019 12:00:00 AM,36.049805,-86.649406,16307,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,true,42,10,12,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.649406 36.049805)
2426,Children’s way,21st ave s,Northwest,Jacob Locey,04/25/2019 12:00:00 AM,36.138718,-86.800758,10408,PED_SIGNAL,true,true,true,true,true,true,true,"Chrome arrow,black button, with black housing.",true,true,true,true,42,10,4,No issues observed.,Push button and pedestrian signal are operational.,POINT (-86.800758 36.138718)
4871,E Thompson lane,Driveway to Kroger,Southeast,Jacob Locey,04/18/2019 12:00:00 AM,36.111282,-86.724297,11911,NA,false,,,,,,,No push button observed.,,,,,,,,,Pedestrian signal is operational.,POINT (-86.724297 36.111282)
4762,Richard Jones Rd,Hillmont Dr,Northeast,Greg Roddy,04/18/2019 12:00:00 AM,36.104443,-86.808792,11715,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a black housing and a chrome arrow.,true,true,false,true,36,5,2,The push button is only 36” high and only 24” from the curb.,The push button is only 36” high and only 24” from the curb. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.808792 36.104443)
4764,Martingale Drive,Robinson Road,Southeast,Jeff Pedine,04/10/2019 12:00:00 AM,36.257961,-86.65667,5302,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,45,7,3,The push button is separated from the adjacent button by only 6”.,The push button is separated from the adjacent button by only 6”.,POINT (-86.65667 36.257961)
3828,Harding Place,I-24 Ramp,Southwest,Greg Roddy,04/10/2019 12:00:00 AM,36.085381,-86.701416,13413,PED_SIGNAL,true,true,false,false,true,false,false,The push button is chrome with a yellow housing. The push button is hard to push and does not have a visual or audible indicator.,false,false,true,true,42,24,8,There is no landing for this push button.,There is no landing for this push button. The push button is hard to push and does not have a visual or audible indicator. The ped signal light is in good working condition.,POINT (-86.701416 36.085381)
4058,Hillsboro Cir,Warfield Dr,Southwest,Greg Roddy,04/17/2019 12:00:00 AM,36.103386,-86.819443,13102,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.819443 36.103386)
2007,12th Ave S,Kirkwood Ave,Southwest,Greg Roddy,04/25/2019 12:00:00 AM,36.120842,-86.790596,11801,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.790596 36.120842)
4875,Knob Rd,White Bridge Pk,Northwest,Greg Roddy,04/23/2019 12:00:00 AM,36.137928,-86.857849,10306,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,false,true,true,37,8,10,The push button is only 37” high from the landing and is 22” from the landing.,The push button is only 37” high from the landing and is 22” from the landing. The Ped signal light is in good working condition.,POINT (-86.857849 36.137928)
4430,Driveway to kebab gyros,Murfreesboro pk,Southeast,Jacob Locey,04/19/2019 12:00:00 AM,36.144577,-86.750023,10601,PED_SIGNAL,true,true,true,true,true,true,true,"Black arrow, chrome button, with yellow housing.",false,false,true,true,42,12,9,No complaint landing near push button.,Push button and pedestrian signal are operational.,POINT (-86.750023 36.144577)
2730,Spring st,N 1st st,Southeast,Chase Clark,04/26/2019 12:00:00 AM,36.17672,-86.774376,82104,PED_SIGNAL,true,false,true,false,true,false,false,Small black button yellow housing,true,true,true,false,42,13,16,,Push button and pedestrian signals working properly,POINT (-86.774376 36.17672)
4100,Hobbs Rd,Hillsboro Pk,Northwest,Greg Roddy,04/17/2019 12:00:00 AM,36.101093,-86.818794,13105,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a yellow housing.,true,false,false,true,43,1,5,The push button is 43” high from the sidewalk and only 12” from the curb.,The push button is 43” high from the sidewalk and only 12” from the curb. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.818794 36.101093)
3550,Gallatin Avenue,Douglas Avenue,Southwest,Jeff Pedine,04/25/2019 12:00:00 AM,36.192604,-86.744576,7213,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.744576 36.192604)
4979,Brookwood Terr,White Bridge Pk,Northeast,Greg Roddy,04/23/2019 12:00:00 AM,36.129677,-86.854591,10314,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,true,42,13,11,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.854591 36.129677)
2790,S 5th st,Woodland st,Northwest,Chase Clark,04/26/2019 12:00:00 AM,36.171875,-86.764885,82154,NA,false,,,,,,,,,,,,,,,,No push button,POINT (-86.764885 36.171875)
3147,Unnamed,Charlotte Pk,Northwest,Greg Roddy,04/22/2019 12:00:00 AM,36.13324,-86.892342,10211,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,false,true,true,42,14,12,The push button is 46” from the landing.,The push button is 46” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.892342 36.13324)
2650,Charlotte Ave,46th Ave N,Southeast,Greg Roddy,04/24/2019 12:00:00 AM,36.152168,-86.842201,9116,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.842201 36.152168)
2680,Charlotte Ave,49th Ave N,Northeast,Greg Roddy,04/24/2019 12:00:00 AM,36.152157,-86.845947,9115,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.845947 36.152157)
1840,8th ave s,Wedgewood ave,Northeast,Jacob Locey,04/24/2019 12:00:00 AM,36.134407,-86.778931,10510,PED_SIGNAL,true,false,false,false,true,false,false,"Black button, with yellow housing.",true,true,true,false,52,8,10,Two push buttons are located on one pole.,Pedestrian signal is operational. Push button has no audio or visual indicators.,POINT (-86.778931 36.134407)
