ADDRESS,PERMIT,Permit Status,Inspection Date,Inspection Type,Inspection Result,Latitude/Longitude
3644 S 5TH AVE,16041 90000 22888,Permit Finaled,07/19/2016,Service/Power Release,Approved,"(34.02153, -118.32226)"
19417 W WELLS DR,16043 10000 03185,Issued,07/20/2016,Overhead Hydro,Approved,"(34.16491, -118.55595)"
1333 S KENISTON AVE,15014 20000 01338,Issued,07/20/2016,Smoke Detectors,Approved,"(34.05028, -118.33909)"
10250 W SANTA MONICA BLVD,15016 10000 28260,Issued,07/21/2016,Drywall Nailing,Partial Approval,"(34.05949, -118.42045)"
9412 W KIRKSIDE ROAD,15014 20000 03832,Issued,07/22/2016,METHANE-Rough,Insp Scheduled,"(34.04851, -118.39378)"
1164 N AMALFI DR,15014 30000 03756,Issued,07/20/2016,HVAC-Final,Approved,"(34.05076, -118.50666)"
1817 S WOOSTER ST,14010 20000 03732,Issued,07/18/2016,Final,Conditional Approval,"(34.04564, -118.38436)"
7338 N IRONDALE AVE,15010 20000 03869,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.20394, -118.58503)"
7338 N IRONDALE AVE,15010 20000 03869,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.20394, -118.58503)"
11761 W CRESCENDA ST,15010 10000 04061,Issued,07/18/2016,Floor/Roof Diaphrgm/Shear Wall,Partial Approval,"(34.0673, -118.47382)"
1801 W OLYMPIC BLVD,15020 10000 03137,Issued,07/21/2016,Excavation/Setback/Form/Re-Bar,Not Ready for Inspection,"(34.05046, -118.27663)"
1837 S SAWTELLE BLVD,14010 10000 03535,Issued,07/22/2016,Deputy Wood Construction,Insp Scheduled,"(34.04291, -118.44567)"
6406 W 87TH PL,16044 90000 04421,Issued,07/21/2016,Final,Cancelled,"(33.95772, -118.39918)"
12360 W OSBORNE PL 21,13010 20000 04182,Issued,07/19/2016,ELECTRICAL-Rough,Approved,"(34.25922, -118.40237)"
6200 W HOLLYWOOD BLVD #1-#507,15010 20000 00974,Issued,07/21/2016,Deputy Reinf. Concrete,Conditional Approval,"(34.10147, -118.3246)"
6198 N CORAL PINK CIR BLDG #38,16016 20000 14349,Issued,07/22/2016,Smoke Detectors,Insp Scheduled,"(34.18192, -118.61288)"
7834-7834 1/2 S FLIGHT AVE,15010 70000 02108,CofO in Progress,07/18/2016,Service/Power Release,Approved,"(33.9674, -118.3837)"
1200 S FIGUEROA ST,13010 10000 04232,Issued,07/20/2016,Deputy Reinf. Concrete,Partial Approval,"(34.04165, -118.26674)"
1200 S FIGUEROA ST,13010 10000 04232,Issued,07/20/2016,Deputy Reinf. Concrete,Partial Approval,"(34.04165, -118.26674)"
1200 S FIGUEROA ST,13010 10000 04232,Issued,07/20/2016,Deputy Reinf. Concrete,Partial Approval,"(34.04165, -118.26674)"
1232 W 62ND ST,16014 70000 02560,Issued,07/18/2016,Footing/Foundation/Slab,Approved,"(33.98314, -118.29697)"
14851 W COMMUNITY ST,16041 90000 21588,Issued,07/21/2016,Final,Corrections Issued,"(34.22356, -118.45671)"
8323 S HOLY CROSS PL,14014 30000 02370,CofO in Progress,07/18/2016,Final,Not Ready for Inspection,"(33.96251, -118.41577)"
318 E GAGE AVE,16041 10001 21289,Issued,07/20/2016,Service/Power Release,Not Ready for Inspection,"(33.9823, -118.26885)"
11933 W ALLEGHENY ST,15010 10000 03635,Issued,07/22/2016,Deputy Reinf. Masonry,Insp Scheduled,"(34.23744, -118.39294)"
17320 W VANOWEN ST LOT 17,15010 20000 02687,Issued,07/19/2016,ELECTRICAL-Rough,Approved,"(34.19365, -118.5109)"
23142 W GONZALES DR,15010 20000 03315,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.16591, -118.6312)"
23142 W GONZALES DR,15010 20000 03315,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.16591, -118.6312)"
1615 S AMHERST AVE,14010 20000 00513,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(34.03764, -118.46174)"
1615 S AMHERST AVE,14010 20000 00513,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(34.03764, -118.46174)"
2709 E CAMULOS PL # 68,16042 10001 11346,Permit Finaled,07/19/2016,Gas Test,Partial Approval,"(34.02601, -118.21715)"
3255 S MILITARY AVE,15014 30000 01210,Issued,07/18/2016,Rough-Elec/Plmb/HVAC,Partial Approval,"(34.02456, -118.42237)"
20908 W ITASCA ST,16041 20000 04546,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.24466, -118.58906)"
1200 S GRAND AVE,13041 10000 34677,Issued,07/19/2016,Rough,Not Ready for Inspection,"(34.03989, -118.26331)"
8621 W AIRDROME ST,16014 30000 00391,CofO Issued,07/18/2016,CofO Issuance,CofO Issued,"(34.0479, -118.37997)"
3477 S LELAND ST,16042 40000 14514,Permit Finaled,07/19/2016,Final,Permit Finaled,"(33.71575, -118.30272)"
1151 S NEW HAMPSHIRE AVE,16042 20001 13087,Permit Finaled,07/19/2016,Inspection,Permit Finaled,"(34.04955, -118.29278)"
4943 N LEDGE AVE,16016 90000 15042,Issued,07/19/2016,PLUMBING-Rough,Not Ready for Inspection,"(34.16073, -118.35731)"
5837 W SUNSET BLVD 1-79,13010 10000 01500,Issued,07/19/2016,TCO Sprinkler Verification,Completed (special insp),"(34.09822, -118.31709)"
10239 N BARTEE AVE,15041 90000 34707,Permit Finaled,07/19/2016,Rough,Approved,"(34.25643, -118.43853)"
114 S CARONDELET ST,16042 90000 14565,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.06799, -118.27476)"
638 N SIENA WAY,13020 10000 03224,Issued,07/21/2016,Pre-Inspection,Conditional Approval,"(34.08263, -118.44568)"
211 W 1ST ST #B-13,15041 40000 36672,Permit Finaled,07/19/2016,Final,Permit Finaled,"(33.74309, -118.28181)"
1138 S CORNING ST,16042 90000 14362,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.05608, -118.37722)"
1200 N CAHUENGA BLVD,16042 30000 03257,Issued,07/18/2016,Rough,Partial Approval,"(34.09273, -118.32869)"
3946 N ENCINO HILLS PL,16016 20000 13185,Issued,07/20/2016,Interior/Exterior Lathing,Partial Inspection,"(34.14182, -118.49939)"
801 S OLIVE ST,15043 10000 02480,Issued,07/19/2016,Rough,Partial Approval,"(34.04514, -118.25715)"
1050 S GRAND AVE,14010 10000 02426,Issued,07/20/2016,Insulation,Partial Approval,"(34.04173, -118.26157)"
877 S FRANCISCO ST,16043 90000 03334,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.04799, -118.26363)"
8410 N STATLEY CT,16010 20000 01346,Issued,07/19/2016,Underground Mechanical,Insp Cancelled,"(34.22154, -118.64723)"
1921 N HOBART BLVD,15014 20000 05919,Issued,07/21/2016,Gas Test,Cancelled,"(34.10603, -118.30617)"
3601 S WASATCH AVE,14014 30000 02852,CofO in Progress,07/19/2016,Final,Not Ready for Inspection,"(34.00707, -118.43923)"
400 WORLD WAY,16041 90000 18027,Issued,07/19/2016,Service/Power Release,Not Ready for Inspection,"(33.94221, -118.40701)"
9243 N CATHWELL LANE,16047 20000 00217,CofO Issued,07/18/2016,CofO Issuance,CofO in Progress,"(34.23723, -118.27808)"
8162 W MANITOBA ST 216,16041 30000 24828,Permit Finaled,07/19/2016,Final,Permit Finaled,"(33.95533, -118.43712)"
15024 W HESBY ST,15014 20000 03781,Issued,07/20/2016,Green Building Final,Approved,"(34.16199, -118.46049)"
1385 E PALMS BLVD,16047 30000 00286,Issued,07/22/2016,Equipment Noise Level,Insp Scheduled,"(34.00337, -118.45151)"
4317 S CAMPBELL DR,16016 30000 09382,Issued,07/20/2016,BUILDING-Rough-Frame,Partial Approval,"(33.99476, -118.42419)"
726 W 22ND ST,14014 70000 03660,Issued,07/21/2016,Green Building Final,Insp Cancelled,"(33.72437, -118.29314)"
4930 N WIOTA ST,16041 90000 23968,Issued,07/21/2016,Service/Power Release,No Access for Inspection,"(34.13686, -118.19267)"
1029 S KENISTON AVE,16014 30000 01701,Issued,07/22/2016,Interior/Exterior Lathing,Insp Scheduled,"(34.05606, -118.33667)"
6235 E MOUNT ANGELUS DR,16016 10000 11407,Permit Finaled,07/19/2016,Footing/Foundation/Slab,Approved,"(34.11536, -118.1862)"
13333 W SYLVAN ST,16016 20000 12692,Issued,07/22/2016,Wood Frame,Corrections Issued,"(34.18497, -118.42383)"
22533 W CALVERT ST,16016 90000 11740,Permit Finaled,07/19/2016,Final,Insp Cancelled,"(34.18115, -118.61853)"
133 N GLENROY AVE,16014 10000 00171,Issued,07/21/2016,Interior/Exterior Lathing,Approved,"(34.07567, -118.45956)"
11655 N HUNNEWELL AVE,16014 10000 00028,Issued,07/20/2016,BUILDING-Rough-Frame,Not Ready for Inspection,"(34.2816, -118.39872)"
964 S BERENDO ST,12010 10000 02799,Issued,07/20/2016,Deputy Steel/Welding,Approved,"(34.05378, -118.29358)"
144 1/2 S HAYWORTH AVE,12010 20000 02815,Issued,07/19/2016,Elevator Verification,Not Applicable,"(34.07295, -118.36225)"
1888 S CENTURY PARK EAST,15016 10000 06690,Issued,07/20/2016,Deputy Steel/Welding,Approved,"(34.06104, -118.41402)"
3916 N VINELAND AVE,15014 10000 01689,CofO in Progress,07/18/2016,Inspection,OK for CofO,"(34.13901, -118.37005)"
3370 S PATRICIA AVE,15030 20000 00779,Permit Finaled,07/18/2016,Rough,Approved,"(34.03192, -118.40428)"
7537 N VINELAND AVE,16041 20000 25399,Issued,07/20/2016,Rough,Approved,"(34.20768, -118.37052)"
5014 N OAKBURY CT,15047 20000 01929,Issued,07/20/2016,Grounding or Bonding,Approved,"(34.16145, -118.40178)"
17512 W GLEDHILL ST,16041 90000 22965,Issued,07/21/2016,Final,Not Ready for Inspection,"(34.24195, -118.51648)"
6150 W 96TH ST,15010 10000 03070,Issued,07/20/2016,Green Building Rough,Approved,"(33.94871, -118.39284)"
1421 W 46TH ST,15010 70000 03959,Issued,07/21/2016,BUILDING-Rough-Frame,No Access for Inspection,"(34.00201, -118.30091)"
8550 N LAUREL CANYON BLVD,14014 10000 04762,CofO Issued,07/19/2016,CofO Issuance,CofO in Progress,"(34.22571, -118.39688)"
3282 S TILDEN AVE,16014 30000 01204,Issued,07/22/2016,Drywall Nailing,Insp Scheduled,"(34.02358, -118.42233)"
2215 N LYRIC AVE A,16016 90000 15988,Issued,07/19/2016,PLUMBING-Rough,Approved,"(34.10102, -118.27406)"
2214 1/2 N JOHNSTON ST,16044 10001 01163,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.07069, -118.21017)"
326 S BUNDY DR,14010 30000 03803,Issued,07/19/2016,Green Building Final,Approved,"(34.05698, -118.47614)"
420 N BENTON WAY,16014 10000 00169,Issued,07/22/2016,Green Building Rough,Approved,"(34.07465, -118.27444)"
14343 W PINNEY ST,16014 20000 02564,Issued,07/22/2016,METHANE-Barrier,Insp Scheduled,"(34.25099, -118.44606)"
149-151 W 99TH ST,15010 10000 03344,Issued,07/21/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(33.94658, -118.27571)"
5021 N BILOXI AVE,14014 20000 01551,CofO Issued,07/20/2016,Inspection,OK for CofO,"(34.16189, -118.3584)"
7741 N BAKMAN AVE,16041 10000 04802,Permit Finaled,07/22/2016,Service/Power Release,Approved,"(34.21146, -118.37806)"
11626 N WOODCOCK AVE,15041 90000 37065,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.28165, -118.4269)"
823 W EXPOSITION BLVD,16016 10000 09007,Issued,07/19/2016,Light Gage Steel Frame,Conditional Approval,"(34.01842, -118.28748)"
"550 S HILL ST FLR 10, 12",08016 10000 09349,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.04753, -118.25268)"
6421 W SELMA AVE,14014 10000 05475,Issued,07/19/2016,Reinforced Concrete Frame,Not Ready for Inspection,"(34.09988, -118.33029)"
11745 W ARCHWOOD ST,16014 20000 02482,Issued,07/19/2016,Footing/Foundation/Slab,Conditional Approval,"(34.19223, -118.38949)"
18606 W DAISY PL,16016 20000 07247,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.27804, -118.53879)"
12047 W EMELITA ST UNIT   G,16042 90000 14358,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.1764, -118.39595)"
6541 N GAVIOTA AVE,15010 20000 01445,CofO Issued,07/19/2016,Inspection,Permit Finaled,"(34.18989, -118.48168)"
6541 N GAVIOTA AVE,15010 20000 01445,CofO Issued,07/19/2016,Inspection,Permit Finaled,"(34.18989, -118.48168)"
700 W 7TH ST,15043 10000 04049,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.04797, -118.25815)"
4121 N EAGLE ROCK BLVD,14010 10000 02920,Issued,07/22/2016,Deputy Reinf. Concrete,Insp Scheduled,"(34.12142, -118.22666)"
10521 N AMESTOY AVE,16016 20000 06305,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.26186, -118.50684)"
7744 N HINDS AVE,15010 20000 04270,CofO Issued,07/20/2016,CofO Issuance,CofO in Progress,"(34.21145, -118.39093)"
14920 W PARTHENIA ST,11014 20000 02435,Issued,07/19/2016,Wood Frame,Partial Approval,"(34.228, -118.45803)"
8873 N ZEILER AVE,12014 20000 02291,Issued,07/21/2016,Final,Conditional Approval,"(34.231, -118.43336)"
515 N AVENUE 49,16016 10000 05541,Permit Finaled,07/21/2016,Smoke Detectors,Approved,"(34.10825, -118.20661)"
9240 W ROBIN DR,13016 10000 04809,Issued,07/21/2016,PLUMBING-Final,Not Ready for Inspection,"(34.10204, -118.39095)"
1615 S AMHERST AVE,14010 20000 00513,CofO Issued,07/18/2016,CofO Issuance,CofO Issued,"(34.03764, -118.46174)"
227 S WOODBURN DR,16014 30000 00273,Issued,07/19/2016,PLUMBING-Rough,Approved,"(34.0679, -118.46703)"
1047 N NEPTUNE AVE,16041 40000 07174,Issued,07/21/2016,Final,Corrections Issued,"(33.78386, -118.26927)"
3951 W INGRAHAM ST 1-13,15041 10001 00524,Issued,07/22/2016,Rough,Insp Scheduled,"(34.06079, -118.31303)"
18430 W STRATHERN ST #3,13010 20000 04120,Issued,07/19/2016,Drywall Nailing,Approved,"(34.21547, -118.53448)"
2800 E OLYMPIC BLVD,15016 10000 20299,Issued,07/22/2016,Smoke Detectors,Approved,"(34.02314, -118.21766)"
15133 W RUNNYMEDE ST,16014 20000 02115,CofO in Progress,07/21/2016,Inspection,OK for CofO,"(34.20583, -118.46295)"
5221 S WESTERN AVE #1 - #21,15010 20001 04253,Issued,07/21/2016,Deputy Reinf. Concrete,Approved,"(33.99449, -118.30909)"
11456 N EDENBERG AVE,15016 20000 19101,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.27961, -118.53959)"
11456 N EDENBERG AVE,15016 20000 19101,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.27961, -118.53959)"
4180 W WILSHIRE BLVD,15016 10000 28617,Issued,07/19/2016,Smoke Detectors,Approved,"(34.06148, -118.31872)"
11234 W SUNBURST ST,16042 20000 11043,Issued,07/21/2016,Final,Not Ready for Inspection,"(34.27991, -118.37617)"
1647 S SHERBOURNE DR,15014 30002 00654,Issued,07/20/2016,Drywall Nailing,Approved,"(34.04849, -118.38042)"
14440 W BURBANK BLVD,16044 20000 07972,Issued,07/22/2016,Rough-Ventilation,Insp Cancelled,"(34.17189, -118.44778)"
1418 N NORTH SPRING ST,16042 20000 14148,Issued,07/20/2016,Rough,Insp Cancelled,"(34.06685, -118.23206)"
1230 S OLIVE ST,16043 20000 00209,Issued,07/21/2016,Rough,Partial Approval,"(34.03857, -118.2628)"
1327 S SANTEE ST,15043 20000 05871,Issued,07/20/2016,Underground Flush,Approved,"(34.03454, -118.25903)"
1927 S COVINGTON LANE,15010 20000 03111,Issued,07/19/2016,Footing/Foundation/Slab,Approved,"(34.04071, -118.37189)"
20501 ESMERELDA LANE,15010 20000 01215,Issued,07/22/2016,Final,Partial Inspection,"(34.29091, -118.58028)"
9201 W VENICE BLVD,16042 20000 08755,Issued,07/19/2016,Rough,Partial Approval,"(34.02665, -118.39362)"
15360 W COVELLO ST,16041 90000 05114,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.20743, -118.4684)"
6308 W QUEBEC DR,13014 20000 02234,Issued,07/18/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(34.11317, -118.32596)"
1454 E 100TH ST,16042 10000 14413,Issued,07/21/2016,Final,Corrections Issued,"(33.94596, -118.24884)"
5429 W 76TH ST,16014 10000 02538,Issued,07/19/2016,Interior/Exterior Lathing,Corrections Issued,"(33.96844, -118.37493)"
5311 S VAN NESS AVE,16020 20000 01858,Issued,07/21/2016,Masonry Wall/Backfill,Approved,"(33.99382, -118.31726)"
4489 E BOWMAN BLVD,16016 10000 15797,Issued,07/20/2016,Final,Corrections Issued,"(34.08153, -118.18639)"
10000 W SANTA MONICA BLVD 1-283,14043 10000 01740,Issued,07/19/2016,Rough,Partial Inspection,"(34.06351, -118.41446)"
10078 W MCBROOM ST,14042 20000 22587,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.26349, -118.35066)"
4357 W WILSHIRE BLVD,14016 10000 13466,Issued,07/21/2016,Deputy Fireproofing,Conditional Approval,"(34.06198, -118.32315)"
3072 S GRAND VIEW BLVD,15010 10000 00649,Issued,07/18/2016,Deputy Wood Construction,Conditional Approval,"(34.01828, -118.44313)"
9434 N KESTER AVE,16041 30000 20836,Permit Finaled,07/19/2016,Service/Power Release,Approved,"(34.24197, -118.45566)"
1939 S COVINGTON LANE,15010 20000 03108,Issued,07/19/2016,Smoke Detectors,Approved,"(34.04049, -118.37196)"
701 W EXPOSITION BLVD,15041 10000 42820,Issued,07/22/2016,Rough,Insp Scheduled,"(34.01842, -118.2857)"
1200 S BROADWAY,14010 10000 01202,Issued,07/19/2016,Pre-Inspection,Partial Inspection,"(34.03792, -118.26026)"
938 S ORANGE GROVE AVE,16042 20000 08586,Permit Finaled,07/19/2016,Inspection,Permit Finaled,"(34.05864, -118.36241)"
1067 S RIMPAU BLVD,16014 10001 00123,Issued,07/18/2016,Footing/Foundation/Slab,Approved,"(34.05507, -118.33467)"
8935 N ORION AVE,13010 20000 04368,Issued,07/18/2016,Green Building Rough,Partial Inspection,"(34.23288, -118.4722)"
3416 S BEETHOVEN ST,14010 30000 02808,Issued,07/22/2016,Floor/Roof Diaphrgm/Shear Wall,Partial Approval,"(34.00816, -118.44737)"
16776 W HUERTA ROAD,13010 20000 00214,Issued,07/21/2016,BUILDING-Rough-Frame,Not Ready for Inspection,"(34.15043, -118.49895)"
6245 W WILSHIRE BLVD,15020 10001 02152,Issued,07/22/2016,Deputy Steel/Welding,Insp Scheduled,"(34.06357, -118.36486)"
16830 W VINCENNES ST,15047 20000 01053,Issued,07/18/2016,Enclosure/Fence,Approved,"(34.24104, -118.49913)"
6150 W 96TH ST,15010 10000 03058,Issued,07/20/2016,Green Code Verification,OK for CofO,"(33.94871, -118.39284)"
10601 W WASHINGTON BLVD,12010 30004 01165,Issued,07/22/2016,Footing/Foundation/Slab,Insp Scheduled,"(34.0175, -118.40491)"
9965 N ILEX AVE,16016 20000 15237,Permit Finaled,07/21/2016,Smoke Detectors,Approved,"(34.2516, -118.40875)"
2269 W COVE AVE,16041 10000 21627,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.09424, -118.25832)"
3615 S CARDIFF AVE,15020 20000 00377,Issued,07/19/2016,Excavation/Setback/Form/Re-Bar,Partial Approval,"(34.02828, -118.39855)"
1838 1/2 W 73RD ST,15041 10000 40698,Issued,07/18/2016,Final,Insp Cancelled,"(33.97346, -118.31038)"
8822 W CADILLAC AVE 1-15,16016 20000 00711,Issued,07/20/2016,Deputy Drilled-In Anchors,Partial Approval,"(34.03957, -118.38297)"
660 S FIGUEROA ST #1890,16043 90000 03327,Issued,07/21/2016,Rough,Corrections Issued,"(34.04953, -118.25947)"
326 S BUNDY DR,14030 30000 07519,Issued,07/19/2016,Bottom/Toe,Insp Scheduled,"(34.05698, -118.47614)"
11217 S HOOPER AVE,16041 20000 23539,Permit Finaled,07/20/2016,Final,Insp Cancelled,"(33.9326, -118.25233)"
11927 W FOXBORO DR,15014 30000 02924,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(34.06098, -118.47304)"
11927 W FOXBORO DR,15014 30000 02924,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(34.06098, -118.47304)"
927 W 51ST PL,16041 90000 23874,Issued,07/20/2016,Final,Not Ready for Inspection,"(33.99607, -118.29031)"
14645 W GAULT ST,14043 20000 04611,Issued,07/19/2016,Overhead Hydro,Approved,"(34.19948, -118.45246)"
10000 W SANTA MONICA BLVD 1-283,15042 10000 25123,Issued,07/18/2016,Gas Piping,Partial Inspection,"(34.06364, -118.41437)"
13149 W DESMOND ST,16014 20000 01817,Issued,07/18/2016,BUILDING-Rough-Frame,Corrections Issued,"(34.2828, -118.41938)"
19401 W PARTHENIA ST,14041 10000 16357,Issued,07/22/2016,Public Counter,Completed,"(34.22847, -118.55614)"
6027 N VENTURA CANYON AVE,15014 20000 04744,CofO Issued,07/20/2016,CofO Issuance,CofO Issued,"(34.18045, -118.42902)"
2612 S WESTWOOD BLVD,16044 20000 07653,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.0362, -118.42516)"
4908 N VARNA AVE,16030 20000 00402,Permit Finaled,07/19/2016,Rough,Approved,"(34.15981, -118.42455)"
12741 W VENTURA BLVD,16041 20000 20483,Issued,07/19/2016,Rough,Partial Inspection,"(34.14491, -118.41084)"
865 S FIGUEROA ST 29TH FLR,16043 10000 01195,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.04653, -118.26275)"
4317 S ALLA ROAD PED,16041 10000 14780,Issued,07/21/2016,Service/Power Release,Approved,"(33.98958, -118.43461)"
12360 W OSBORNE PL 2,13010 20000 04163,Issued,07/21/2016,Verify Sprinkler Sign Off,Approved,"(34.25922, -118.40237)"
1804 N RIAL LANE,10010 10000 02370,Issued,07/22/2016,Excavation/Setback/Form/Re-Bar,Insp Scheduled,"(34.10285, -118.44856)"
17320 W VANOWEN ST LOT 19,15010 20000 02689,Issued,07/18/2016,Shower Pan,Approved,"(34.19365, -118.5109)"
2215 E ALCAZAR ST,15041 20000 18948,Permit Finaled,07/19/2016,Final,Partial Approval,"(34.06357, -118.20153)"
877 S FRANCISCO ST PODIUM,15041 10000 41294,Issued,07/18/2016,Underground,Not Ready for Inspection,"(34.04799, -118.26363)"
8905 W 24TH ST,16016 20000 15250,Issued,07/21/2016,Rough-Elec/Plmb/HVAC,Approved,"(34.03926, -118.38526)"
9825 N TOPANGA CANYON BLVD,15016 10000 26357,Issued,07/21/2016,Deputy Wood Construction,Conditional Approval,"(34.24918, -118.60637)"
11661 W PICTURESQUE DR,16030 10000 04877,Issued,07/21/2016,Final,Not Ready for Inspection,"(34.13968, -118.38604)"
5616 W LEXINGTON AVE,15016 10000 12193,Issued,07/18/2016,Wood Frame,Partial Inspection,"(34.09267, -118.31152)"
1880 N ACADEMY DR,13041 10000 30631,Issued,07/22/2016,Underground,Insp Scheduled,"(34.08269, -118.24139)"
675 N HAMPDEN PL,15030 10000 08505,Issued,07/19/2016,Initial Grading,Insp Cancelled,"(34.04207, -118.52671)"
5665 N RHODES AVE,16043 20000 03358,Issued,07/22/2016,Rough,Insp Scheduled,"(34.17399, -118.40322)"
9720 N MERCEDES AVE,16016 20000 15523,Issued,07/21/2016,Wood Frame,Approved,"(34.24742, -118.43615)"
4343 S CORINTH AVE,15014 10001 00544,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.00087, -118.41115)"
321 S 6TH AVE,14010 30000 00467,Issued,07/19/2016,ELECTRICAL-Final,Approved,"(33.99841, -118.47148)"
516 N LA JOLLA AVE,16047 20000 00866,Issued,07/19/2016,Pre-Gunite,Approved,"(34.0807, -118.36785)"
727 S ARDMORE AVE,16046 10000 00255,Issued,07/21/2016,Final,Partial Approval,"(34.05928, -118.30212)"
727 S ARDMORE AVE,16046 10000 00255,Issued,07/21/2016,Final,Partial Approval,"(34.05928, -118.30212)"
900 W TEMPLE ST 1-239,14047 20000 01621,Issued,07/22/2016,Electrical Verification,OK for CofO,"(34.06063, -118.24976)"
710 N CHAPALA DR,16041 90000 07964,Issued,07/19/2016,Final,Corrections Issued,"(34.04055, -118.52151)"
5926 N YARMOUTH AVE,16014 20000 02745,Issued,07/21/2016,Floor/Roof Diaphrgm/Shear Wall,Partial Approval,"(34.17819, -118.51946)"
12732 W SEABEACH PL,15010 10000 01752,Issued,07/19/2016,Floor/Roof Diaphrgm/Shear Wall,Not Ready for Inspection,"(33.97494, -118.41562)"
