Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
4730 California Av Sw,Trans to AMR,07/20/2019 11:58:00 AM,47.560561,-122.386794,POINT (-122.386794 47.560561),F190076650
Vine St / Elliott Av,MVI - Motor Vehicle Incident,07/20/2019 11:58:00 AM,47.61392,-122.351402,POINT (-122.351402 47.61392),F190076649
N 46th St / Aurora Av N,Aid Response,07/20/2019 12:07:00 PM,47.662115,-122.347213,POINT (-122.347213 47.662115),F190076652
220 2nd Av S,Natural Gas Odor,07/20/2019 12:10:00 PM,47.600711,-122.331572,POINT (-122.331572 47.600711),F190076653
4814 S Director St,1RED 1 Unit,12/04/2019 05:22:00 PM,47.522342,-122.272746,POINT (-122.272746 47.522342),F190128270
11050 8th Av Ne,Auto Fire Alarm,12/04/2019 05:22:00 PM,47.708935,-122.320569,POINT (-122.320569 47.708935),F190128271
5300 24th Av Ne,Medic Response,12/04/2019 05:24:00 PM,47.66707,-122.301946,POINT (-122.301946 47.66707),F190128272
2119 2nd Av,Trans to AMR,06/20/2019 04:19:00 AM,47.612643,-122.343292,POINT (-122.343292 47.612643),F190064357
3013 S Mount Baker Blvd,Aid Response,05/02/2019 06:44:00 PM,47.575931,-122.293981,POINT (-122.293981 47.575931),F190044288
1531 7th Av,Trans to AMR,06/20/2019 04:30:00 AM,47.61191,-122.333632,POINT (-122.333632 47.61191),F190064358
1520 Summit Av,Aid Response,06/20/2019 04:38:00 AM,47.614308,-122.325517,POINT (-122.325517 47.614308),F190064359
2656 Ne University Village St,Aid Response,07/10/2019 12:15:00 PM,47.663322,-122.298474,POINT (-122.298474 47.663322),F190072602
820 Yesler Way,Auto Fire Alarm,07/10/2019 12:15:00 PM,47.601702,-122.322098,POINT (-122.322098 47.601702),F190072601
1812 25th Av,Activated CO Detector,07/10/2019 12:19:00 PM,47.61777,-122.299873,POINT (-122.299873 47.61777),F190072606
Fauntleroy Way Sw / Sw Othello St,MVI - Motor Vehicle Incident,07/10/2019 12:25:00 PM,47.53802,-122.391462,POINT (-122.391462 47.53802),F190072607
3426 Meridian Av N,1RED 1 Unit,07/10/2019 12:25:00 PM,47.648326,-122.33391,POINT (-122.33391 47.648326),F190072609
4867 24th Av S,Medic Response,07/10/2019 12:26:00 PM,47.558746,-122.302776,POINT (-122.302776 47.558746),F190072608
825 Eastlake Av E,Medic Response,10/01/2019 02:49:00 PM,47.626215,-122.329199,POINT (-122.329199 47.626215),F190104966
120 Republican St,Aid Response,08/19/2019 08:50:00 PM,47.62327,-122.354871,POINT (-122.354871 47.62327),F190088791
1630 43rd Av E,Aid Response,07/10/2019 12:39:00 PM,47.633523,-122.277157,POINT (-122.277157 47.633523),F190072611
1701 13th Av S,Medic Response,07/10/2019 12:40:00 PM,47.588422,-122.315981,POINT (-122.315981 47.588422),F190072612
1514 Sw Holden St,Aid Response,09/10/2019 01:47:00 PM,47.533685,-122.354063,POINT (-122.354063 47.533685),F190097156
823 Madison St,Aid Response Yellow,09/10/2019 01:48:00 PM,47.608054,-122.32821,POINT (-122.32821 47.608054),F190097157
303 S Jackson St,Aid Response,07/10/2019 12:41:00 PM,47.599199,-122.330251,POINT (-122.330251 47.599199),F190072613
2717 Dexter Av N,Medic Response,07/10/2019 12:42:00 PM,47.644374,-122.346913,POINT (-122.346913 47.644374),F190072614
5601 22nd Av Nw,Aid Response,07/10/2019 12:43:00 PM,47.669454,-122.384743,POINT (-122.384743 47.669454),F190072615
100 Ward St,Auto Fire Alarm,09/10/2019 01:53:00 PM,47.628065,-122.355375,POINT (-122.355375 47.628065),F190097158
500 5th Av,Medic Response,07/10/2019 12:47:00 PM,47.602985,-122.328535,POINT (-122.328535 47.602985),F190072616
204 3rd Av S,Aid Response,07/10/2019 12:53:00 PM,47.600843,-122.330271,POINT (-122.330271 47.600843),F190072618
3501 Rainier Av S,Aid Response,07/10/2019 12:59:00 PM,47.571853,-122.293193,POINT (-122.293193 47.571853),F190072619
2nd Av / Virginia St,Aid Response,06/06/2019 06:37:00 AM,47.611733,-122.341753,POINT (-122.341753 47.611733),F190058705
13280 Linden Av N,Aid Response,06/06/2019 06:57:00 AM,47.72526,-122.347901,POINT (-122.347901 47.72526),F190058709
22nd Av S / S Atlantic St,Illegal Burn,06/06/2019 07:00:00 AM,47.589577,-122.303881,POINT (-122.303881 47.589577),F190058711
W Mercer Pl / W Roy St,Aid Response,07/20/2019 12:11:00 PM,47.626585,-122.368357,POINT (-122.368357 47.626585),F190076654
715 9th Av,Trans to AMR,07/20/2019 12:20:00 PM,47.606371,-122.325496,POINT (-122.325496 47.606371),F190076657
3501 Rainier Av S,Aid Response,07/20/2019 12:22:00 PM,47.571853,-122.293193,POINT (-122.293193 47.571853),F190076658
1702 Nw 61st St,Medic Response,05/02/2019 05:17:00 PM,47.673092,-122.378893,POINT (-122.378893 47.673092),F190044244
Wallingford Av N / N 50th St,MVI - Motor Vehicle Incident,05/02/2019 05:20:00 PM,47.665035,-122.33641,POINT (-122.33641 47.665035),F190044245
5th Av / Stewart St,Aid Response,05/02/2019 09:38:00 PM,47.612958,-122.337873,POINT (-122.337873 47.612958),F190044354
2059 E Crescent Dr,Aid Response,06/20/2019 04:15:00 AM,47.633205,-122.304997,POINT (-122.304997 47.633205),F190064356
1414 3rd Av,Aid Response,03/28/2020 09:59:00 AM,47.608888,-122.337005,POINT (-122.337005 47.608888),F200031002
3906 31st Ave S,Referral To Agency,03/28/2020 10:00:00 AM,47.568841,-122.292456,POINT (-122.292456 47.568841),F200031003
935 33rd Av,Medic Response,05/30/2019 11:09:00 AM,47.610628,-122.290424,POINT (-122.290424 47.610628),F190056032
6531 Shaffer Ave S,Aid Response,03/28/2020 10:09:00 AM,47.543408,-122.294749,POINT (-122.294749 47.543408),F200031004
222 2nd Av Et  S,Medic Response- 7 per Rule,08/09/2019 04:03:00 PM,47.599371,-122.329824,POINT (-122.329824 47.599371),F190084757
1402 3rd Av,Rescue Elevator,05/30/2019 11:22:00 AM,47.608766,-122.336894,POINT (-122.336894 47.608766),F190056035
500 17th Av,Aid Response,05/30/2019 11:23:00 AM,47.606176,-122.310249,POINT (-122.310249 47.606176),F190056036
1250 1st Av S,Medic Response,05/30/2019 11:25:00 AM,47.592049,-122.334195,POINT (-122.334195 47.592049),F190056037
13422 25th Av Ne,Aid Response,08/19/2019 09:41:00 PM,47.726062,-122.301899,POINT (-122.301899 47.726062),F190088800
26th Av Sw / Sw Barton St,Aid Response,07/30/2019 03:18:00 PM,47.521022,-122.365894,POINT (-122.365894 47.521022),F190080707
507 26TH AV,Fire in Single Family Res,05/30/2019 11:54:00 AM,47.606229,-122.298896,POINT (-122.298896 47.606229),F190056051
1816 Bellevue Av,Aid Response,05/30/2019 11:54:00 AM,47.617855,-122.326761,POINT (-122.326761 47.617855),F190056052
1619 21st Ave E,Garage Fire,08/30/2020 05:00:00 PM,47.633468,-122.304508,POINT (-122.304508 47.633468),F200086358
9262 Rainier Av S,Aid Response,07/30/2019 04:02:00 PM,47.519853,-122.268364,POINT (-122.268364 47.519853),F190080727
12351 8th Av Ne,Auto Fire Alarm,08/09/2019 07:14:00 PM,47.718113,-122.320822,POINT (-122.320822 47.718113),F190084829
2619 5th Av,Medic Response,05/02/2019 05:55:00 PM,47.618004,-122.346424,POINT (-122.346424 47.618004),F190044272
Rainier Av S / S Henderson St,Aid Response,05/02/2019 06:45:00 PM,47.523307,-122.269986,POINT (-122.269986 47.523307),F190044289
1407 2nd Av W,Automatic Medical Alarm,04/25/2019 07:07:13 PM,47.631378,-122.359203,POINT (-122.359203 47.631378),F190041536
9811 California Av Sw,Aid Response Yellow,04/25/2019 06:59:11 PM,47.515535,-122.387512,POINT (-122.387512 47.515535),F190041535
6100 Gould Av S,Aid Response,04/25/2019 06:56:27 PM,47.547613,-122.303352,POINT (-122.303352 47.547613),F190041534
2021 7th Av,Rescue Elevator,04/25/2019 06:55:47 PM,47.615345,-122.337941,POINT (-122.337941 47.615345),F190041533
4831 35th Av Sw,Medic Response,04/25/2019 06:46:59 PM,47.558988,-122.376234,POINT (-122.376234 47.558988),F190041530
1303 Ne 45th St,Aid Response,04/25/2019 06:45:12 PM,47.661277,-122.314251,POINT (-122.314251 47.661277),F190041529
822 S Henderson St,Aid Response,04/25/2019 06:41:37 PM,47.523065,-122.321944,POINT (-122.321944 47.523065),F190041528
400 S Jackson St,Aid Response,04/25/2019 06:41:29 PM,47.599197,-122.328968,POINT (-122.328968 47.599197),F190041527
1512 5TH AV,Medic Response,04/25/2019 06:39:40 PM,47.61079,-122.335676,POINT (-122.335676 47.61079),F190041526
3501 Rainier Av S,Aid Response,04/25/2019 06:38:30 PM,47.571853,-122.293193,POINT (-122.293193 47.571853),F190041525
2338 28th Av S,Illegal Burn,04/25/2019 06:37:45 PM,47.582222,-122.296433,POINT (-122.296433 47.582222),F190041524
223 W Galer St,Aid Response,04/25/2019 06:35:09 PM,47.632321,-122.359809,POINT (-122.359809 47.632321),F190041523
2416 S Columbian Way,Aid Response,04/25/2019 06:31:09 PM,47.559982,-122.30251,POINT (-122.30251 47.559982),F190041522
11020 Greenwood Av N,Auto Fire Alarm,04/25/2019 06:28:19 PM,47.708888,-122.355482,POINT (-122.355482 47.708888),F190041521
4308 Sw Beveridge Pl,Aid Response,04/25/2019 06:25:35 PM,47.545282,-122.387462,POINT (-122.387462 47.545282),F190041520
600 5th Av S,Aid Response,04/25/2019 06:21:07 PM,47.597517,-122.327675,POINT (-122.327675 47.597517),F190041518
2671 Ne 46th St,Medic Response,04/25/2019 06:19:59 PM,47.661795,-122.298525,POINT (-122.298525 47.661795),F190041517
3rd Av / Union St,Aid Response,04/25/2019 06:12:39 PM,47.608756,-122.336885,POINT (-122.336885 47.608756),F190041514
9001 Lake City Way Ne,Trans to AMR,10/22/2019 09:44:00 AM,47.693931,-122.30552,POINT (-122.30552 47.693931),F190112741
3227 Ne 145th St,Aid Response,06/20/2019 04:44:00 AM,47.733762,-122.293621,POINT (-122.293621 47.733762),F190064360
3934 Interlake Av N,Aid Response,05/30/2019 11:09:00 AM,47.654632,-122.3412,POINT (-122.3412 47.654632),F190056033
4th Av S / S Lander St,Aid Response,05/30/2019 11:15:00 AM,47.579809,-122.329057,POINT (-122.329057 47.579809),F190056034
East Marginal Way S / S Idaho St,MVI - Motor Vehicle Incident,03/15/2020 09:26:00 AM,47.5645,-122.339439,POINT (-122.339439 47.5645),F200026559
520 S Cloverdale St,Auto Fire Alarm,08/30/2020 03:24:00 PM,47.52648,-122.327935,POINT (-122.327935 47.52648),F200086332
701 5th Av,Aid Response,01/07/2020 11:59:00 AM,47.604413,-122.329842,POINT (-122.329842 47.604413),F200002290
1401 E Howell St,Medic Response,02/09/2020 05:26:00 PM,47.61762,-122.314264,POINT (-122.314264 47.61762),F200014284
9456 Olson Pl Sw,MVI Medic,08/06/2020 07:52:00 AM,47.518485,-122.339479,POINT (-122.339479 47.518485),F200077334
1112 4th Av,Aid Response,09/21/2019 12:05:00 AM,47.606881,-122.333635,POINT (-122.333635 47.606881),F190101078
102 1st Av S,Aid Response,06/30/2019 02:07:00 PM,47.601705,-122.334179,POINT (-122.334179 47.601705),F190068560
2020 Yale Av E,Trans to AMR,06/30/2019 02:08:00 PM,47.636908,-122.327117,POINT (-122.327117 47.636908),F190068562
3512 S Juneau St,Aid Response,06/30/2019 02:11:00 PM,47.549772,-122.288795,POINT (-122.288795 47.549772),F190068564
3rd Av / Bell St,Medic Response,06/30/2019 02:25:00 PM,47.614705,-122.344794,POINT (-122.344794 47.614705),F190068569
700 Fairview Av N,Auto Fire Alarm,05/23/2019 11:46:00 AM,47.625121,-122.334336,POINT (-122.334336 47.625121),F190052307
8621 DELRIDGE WAY SW,Aid Response,05/23/2019 11:46:00 AM,47.526298,-122.360471,POINT (-122.360471 47.526298),F190052308
2100 4th Av,Aid Response,06/30/2019 02:32:00 PM,47.613831,-122.341333,POINT (-122.341333 47.613831),F190068571
214 Nw 44th St,Aid Response,07/20/2019 12:23:00 PM,47.660215,-122.358705,POINT (-122.358705 47.660215),F190076659
936 N 85TH ST,Aid Response,07/20/2019 12:23:00 PM,47.69057,-122.346719,POINT (-122.346719 47.69057),F190076660
4th Av S / S Royal Brougham Way,Aid Response,07/20/2019 12:28:00 PM,47.592394,-122.329049,POINT (-122.329049 47.592394),F190076661
SB I5 AT MICHIGAN,Brush Fire Freeway,07/20/2019 01:19:00 PM,47.559045,-122.321742,POINT (-122.321742 47.559045),F190076680
2001 15th Av W,Aid Response,05/23/2019 12:23:00 PM,47.636719,-122.376141,POINT (-122.376141 47.636719),F190052324
13000 Lake City Way Ne,Aid Response,05/23/2019 12:30:00 PM,47.722899,-122.293194,POINT (-122.293194 47.722899),F190052328
1006 Spring St,TEST - MIS TEST,05/23/2019 12:30:00 PM,47.609615,-122.326834,POINT (-122.326834 47.609615),F190052329
2307 1st Av,Aid Response,05/23/2019 12:33:00 PM,47.613422,-122.346593,POINT (-122.346593 47.613422),F190052330
Ne 45th St / Memorial Way Ne,Rubbish Fire,05/23/2019 12:34:00 PM,47.661259,-122.309512,POINT (-122.309512 47.661259),F190052331
420 4th Av,Aid Response,05/23/2019 12:37:00 PM,47.601986,-122.32914,POINT (-122.32914 47.601986),F190052333
3rd Av / Virginia St,Aid Response,05/23/2019 01:11:00 PM,47.612398,-122.340892,POINT (-122.340892 47.612398),F190052343
3204 Sw Morgan St,Aid Response,05/23/2019 01:13:00 PM,47.544669,-122.373777,POINT (-122.373777 47.544669),F190052344
2nd Av Nw / Nw 65th St,MVI - Motor Vehicle Incident,06/30/2019 05:12:00 PM,47.675997,-122.359469,POINT (-122.359469 47.675997),F190068626
13201 Greenwood Av N,Investigate Out Of Service,06/30/2019 05:12:00 PM,47.72505,-122.355551,POINT (-122.355551 47.72505),F190068628
2nd Av Nw / Nw 65th St,MVI - Motor Vehicle Incident,06/30/2019 05:12:00 PM,47.675997,-122.359469,POINT (-122.359469 47.675997),F190068627
NB I5 CD AT MADISON,Aid Response Freeway,06/30/2019 05:14:00 PM,,,POINT (-122.326315 47.603525),F190068629
222 5th Av N,Aid Response,06/30/2019 05:18:00 PM,47.619989,-122.347609,POINT (-122.347609 47.619989),F190068631
525 RAINIER AVE S,Aid Response,02/09/2020 02:24:00 PM,47.598117,-122.313242,POINT (-122.313242 47.598117),F200014238
3037 Nw Market St,Aid Response Yellow,03/28/2020 09:54:00 AM,47.668646,-122.394926,POINT (-122.394926 47.668646),F200030999
7184 Sylvan Way Sw,Trans to AMR,03/28/2020 09:57:00 AM,47.537379,-122.362667,POINT (-122.362667 47.537379),F200031001
2139 Ferry Av Sw,Triaged Incident,10/01/2019 02:01:00 PM,47.58474,-122.387914,POINT (-122.387914 47.58474),F190104954
N 36th St / Woodland Park Av N,Unk Odor,10/01/2019 02:04:00 PM,47.650545,-122.344022,POINT (-122.344022 47.650545),F190104955
4108 W Bertona St,1RED 1 Unit,05/23/2019 11:41:00 AM,47.650449,-122.409642,POINT (-122.409642 47.650449),F190052304
2012 Thorndyke Av W,Trans to AMR,05/23/2019 11:42:00 AM,47.63707,-122.38896,POINT (-122.38896 47.63707),F190052305
605 5th Av S,Aid Response,06/20/2019 05:05:00 AM,47.597473,-122.327675,POINT (-122.327675 47.597473),F190064361
1828 Yale Av,Aid Response,10/01/2019 02:13:00 PM,47.617717,-122.330057,POINT (-122.330057 47.617717),F190104956
1809 Minor Av,Aid Response,08/31/2019 02:31:00 AM,47.616903,-122.330665,POINT (-122.330665 47.616903),F190093187
516 3rd Av,Medic Response,09/10/2019 01:55:00 PM,47.602165,-122.330856,POINT (-122.330856 47.602165),F190097163
14100 Linden Av N,Aid Response Yellow,05/21/2020 07:13:00 PM,47.73104,-122.347764,POINT (-122.347764 47.73104),F200048407
1300 E Pine St,Aid Response,08/31/2019 02:43:00 AM,47.615273,-122.315549,POINT (-122.315549 47.615273),F190093189
10049 College Way N,Aid Response,08/31/2019 02:50:00 AM,47.701742,-122.335029,POINT (-122.335029 47.701742),F190093192
1050 Ne 50th St,Aid Response,06/30/2019 02:02:00 PM,47.664932,-122.316859,POINT (-122.316859 47.664932),F190068557
1523 E Madison St,Rescue Elevator,06/30/2019 02:06:00 PM,47.614627,-122.312463,POINT (-122.312463 47.614627),F190068558
4719 12th Av Ne,Aid Response,06/30/2019 02:06:00 PM,47.663215,-122.315262,POINT (-122.315262 47.663215),F190068559
3870 Montlake Blvd Ne,EVENT - Special Event,06/30/2019 02:06:00 PM,47.651956,-122.30341,POINT (-122.30341 47.651956),F190068561
4000 University Way Ne,Aid Response,08/31/2019 02:54:00 AM,47.655354,-122.313285,POINT (-122.313285 47.655354),F190093193
913 N 84th St,Medic Response,08/30/2020 04:55:00 PM,47.689836,-122.347039,POINT (-122.347039 47.689836),F200086357
3212 Claremont Av S,Hang-Up- Aid,05/23/2019 12:00:00 PM,47.574211,-122.296529,POINT (-122.296529 47.574211),F190052320
8022 15th Av Nw,Auto Fire Alarm,08/31/2019 03:21:00 AM,47.687008,-122.376793,POINT (-122.376793 47.687008),F190093196
12736 Lake City Way Ne,Auto Fire Alarm,08/31/2019 03:25:00 AM,47.721301,-122.294037,POINT (-122.294037 47.721301),F190093197
3028 1st Av,1RED 1 Unit,09/10/2019 05:06:00 PM,47.618007,-122.354354,POINT (-122.354354 47.618007),F190097211
505 Ne 70th St,Trans to AMR,08/31/2019 04:06:00 AM,47.679478,-122.322726,POINT (-122.322726 47.679478),F190093204
750 Republican St,Aid Response,05/23/2019 12:13:00 PM,47.623224,-122.342361,POINT (-122.342361 47.623224),F190052322
Olive Way / 4th Av,Aid Response,05/23/2019 12:18:00 PM,47.612182,-122.338543,POINT (-122.338543 47.612182),F190052323
603 Eastlake Av E,Aid Response,08/09/2019 04:42:00 PM,47.624296,-122.329164,POINT (-122.329164 47.624296),F190084781
2119 3rd Av,Automatic Medical Alarm,08/09/2019 04:55:00 PM,47.613308,-122.342432,POINT (-122.342432 47.613308),F190084784
3814 4th Av Ne,Aid Response,05/30/2019 12:22:00 PM,47.654253,-122.324582,POINT (-122.324582 47.654253),F190056060
1803 S Lane St,Aid Response,05/30/2019 12:28:00 PM,47.596646,-122.308936,POINT (-122.308936 47.596646),F190056064
2720 Ne 144th St,4RED - 2 + 1 + 1,05/30/2019 12:28:00 PM,47.733066,-122.299052,POINT (-122.299052 47.733066),F190056063
1000 Queen Anne Av N,Aid Response,07/20/2019 01:46:00 PM,47.628333,-122.356681,POINT (-122.356681 47.628333),F190076687
303 S King St,Aid Response,07/20/2019 01:58:00 PM,47.59829,-122.330371,POINT (-122.330371 47.59829),F190076689
7535 24th Av Sw,Aid Response,05/30/2019 01:35:00 PM,47.535196,-122.363168,POINT (-122.363168 47.535196),F190056081
9333 8th Av Sw,Aid Response,07/10/2019 04:09:00 PM,47.519737,-122.345436,POINT (-122.345436 47.519737),F190072683
730 10th Av E,Aid Response,12/04/2019 05:30:00 PM,47.625661,-122.320225,POINT (-122.320225 47.625661),F190128273
5209 56th Av S,4RED - 2 + 1 + 1,06/20/2019 05:15:00 AM,47.554589,-122.262983,POINT (-122.262983 47.554589),F190064362
5601 California Av Sw,Trans to AMR,06/20/2019 05:20:00 AM,47.552104,-122.387038,POINT (-122.387038 47.552104),F190064363
401 Ne Northgate Way,Aid Response,06/20/2019 05:22:00 AM,47.708602,-122.324588,POINT (-122.324588 47.708602),F190064364
5114 29th Av Ne,Automatic Fire Alarm Resd,06/20/2019 05:23:00 AM,47.665979,-122.296758,POINT (-122.296758 47.665979),F190064365
1430 2nd Av,Medic Response,06/20/2019 05:27:00 AM,47.608586,-122.338264,POINT (-122.338264 47.608586),F190064366
1600 2nd Av,Aid Response,05/15/2019 09:14:00 PM,47.610278,-122.339812,POINT (-122.339812 47.610278),F190049577
204 3rd Av S,Aid Response Yellow,05/15/2019 09:14:00 PM,47.600843,-122.330271,POINT (-122.330271 47.600843),F190049578
204 3rd Av S,Trans to AMR,08/09/2019 04:03:00 PM,47.600843,-122.330271,POINT (-122.330271 47.600843),F190084756
8612 Seward Park Av S,Medic Response,07/30/2019 05:40:00 PM,47.526605,-122.26486,POINT (-122.26486 47.526605),F190080775
105 5th Av S,TEST - MIS TEST,10/12/2019 08:11:00 AM,47.601643,-122.327656,POINT (-122.327656 47.601643),F190108994
9258 Rainier Av S,Aid Response,04/25/2019 07:11:33 PM,47.519854,-122.268475,POINT (-122.268475 47.519854),F190041537
1102 E Spruce St,Aid Response,08/31/2019 03:33:00 AM,47.603517,-122.318076,POINT (-122.318076 47.603517),F190093199
2141 34th Ave W,Medic Response,05/21/2020 06:52:00 PM,47.638877,-122.400394,POINT (-122.400394 47.638877),F200048398
1220 S Trenton St,Aid Response,08/31/2019 03:45:00 AM,47.524747,-122.31658,POINT (-122.31658 47.524747),F190093202
6310 Meridian Ave N,Food On The Stove Out,05/21/2020 07:09:00 PM,47.674532,-122.333539,POINT (-122.333539 47.674532),F200048404
7401 Rainier Av S,4RED - 2 + 1 + 1,08/31/2019 03:54:00 AM,47.5359,-122.270028,POINT (-122.270028 47.5359),F190093203
2418 Nw 56th St,Aid Response Yellow,05/21/2020 07:11:00 PM,47.669458,-122.387807,POINT (-122.387807 47.669458),F200048406
1533 Western Av,Aid Response,08/31/2019 04:26:00 AM,47.608682,-122.341421,POINT (-122.341421 47.608682),F190093210
100 Crockett St,Aid Response,11/02/2019 01:35:00 AM,47.637416,-122.355598,POINT (-122.355598 47.637416),F190116728
116 Fairview Av N,Aid Response,06/06/2019 07:38:00 AM,47.618693,-122.334256,POINT (-122.334256 47.618693),F190058727
4th Av Nw / Nw 55th St,Aid Response,06/06/2019 07:39:00 AM,47.668648,-122.361859,POINT (-122.361859 47.668648),F190058728
1651 Bellevue Av,Rescue Lock In/Out,07/20/2019 01:20:00 PM,47.616392,-122.32679,POINT (-122.32679 47.616392),F190076678
1463 E Republican St,Aid Response,07/20/2019 01:22:00 PM,47.623103,-122.31336,POINT (-122.31336 47.623103),F190076679
