Incident #,Alarm Time,Call Type,Incident Type,Response Time (Median),Incident Duration,Stations,Units,Unit Count,GeoJSON,geo_point_2d
20-0900224,2020-09-11,False Fire Call,Other False Fire Call,6.92,19.38,"BREWERS MILLS RD,JOYCEVILLE RD","P211,P221,T211,T221",4,"{""type"": ""Point"", ""coordinates"": [-76.25906340700234, 44.45484373576931]}","44.4548437358,-76.259063407"
20-0900232,2020-09-12,Other,Assistance to Other Agencies (exc 921 and 922),5.37,41.35,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.53099857320176, 44.21713552053818]}","44.2171355205,-76.5309985732"
20-0900233,2020-09-12,Medical,Medical Aid Not Required on Arrival,,15.97,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.41952553614102, 44.30939025228578]}","44.3093902523,-76.4195255361"
20-0900244,2020-09-12,Other,Gas Leak - Natural Gas,3.14,13.62,"BROCK ST,PALACE RD","P241,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.51319965440864, 44.23384046564428]}","44.2338404656,-76.5131996544"
20-0900251,2020-09-13,Medical,Alcohol or drug related,3.1,15.3,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.4933430954266, 44.24702734193086]}","44.2470273419,-76.4933430954"
20-0900256,2020-09-13,False Fire Call,Alarm System Equipment - Malfunction,7.87,18.4,"BROCK ST,GORE RD,PALACE RD","A231,L261,P231,P241",4,"{""type"": ""Point"", ""coordinates"": [-76.44017428302331, 44.2346795319359]}","44.2346795319,-76.440174283"
20-0900261,2020-09-13,False Fire Call,Other False Fire Call,7.75,20.88,"BROCK ST,PALACE RD,RAILWAY ST","L261,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.52586519905587, 44.26296684662303]}","44.2629668466,-76.5258651991"
20-0900265,2020-09-13,False Fire Call,Human - Accidental (alarm accidentally activated b,10.23,25.33,"DAYS RD,PALACE RD,WOODBINE RD","L261,P201,P272",3,"{""type"": ""Point"", ""coordinates"": [-76.55586048480241, 44.26867298110575]}","44.2686729811,-76.5558604848"
20-0900268,2020-09-13,CO Alarm,CO false alarm - equipment malfunction (no CO pres,3.53,19.27,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.55738705018226, 44.228376037240146]}","44.2283760372,-76.5573870502"
20-0900274,2020-09-13,Fire,Authorized controlled burning - complaint,3.15,11.85,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48969289879588, 44.24398396291732]}","44.2439839629,-76.4896928988"
20-0900275,2020-09-13,False Fire Call,Other False Fire Call,4.27,9.88,"BROCK ST,PALACE RD","P241,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.52149626850543, 44.23568343091952]}","44.2356834309,-76.5214962685"
20-0900276,2020-09-13,Fire,Open air burning/unauthorized controlled burning (,3.62,13.33,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.50463608904582, 44.240642621808604]}","44.2406426218,-76.504636089"
20-0900288,2020-09-14,False Fire Call,Alarm System Equipment - Malfunction,6.58,25.13,"BROCK ST,PALACE RD","L261,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.53408992854744, 44.2542029442182]}","44.2542029442,-76.5340899285"
20-0900289,2020-09-14,Motor Vehicle Accident,Vehicle Collision,14.22,34.12,"38 HY,BROCK ST,DAYS RD,WOODBINE RD","B241,P201,P271,P291",4,"{""type"": ""Point"", ""coordinates"": [-76.59970306133334, 44.28376894939159]}","44.2837689494,-76.5997030613"
20-0900295,2020-09-14,Other,Other Public Service,6.42,28.55,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.53099857320176, 44.21713552053818]}","44.2171355205,-76.5309985732"
20-0900296,2020-09-15,Medical,Seizure,3.6,29.43,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.56776186512961, 44.21677211928071]}","44.2167721193,-76.5677618651"
20-0900299,2020-09-15,False Fire Call,Alarm System Equipment - Malfunction,7.81,26.13,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.60425577891309, 44.27524496387514]}","44.2752449639,-76.6042557789"
20-0900300,2020-09-15,False Fire Call,Alarm System Equipment - Malfunction,5.14,11.52,"DAYS RD,PALACE RD,WOODBINE RD","L261,P201,P271",3,"{""type"": ""Point"", ""coordinates"": [-76.58400315584652, 44.25026029016967]}","44.2502602902,-76.5840031558"
20-0900303,2020-09-15,False Fire Call,Other False Fire Call,1.35,2.7,"BROCK ST,PALACE RD,RAILWAY ST","P241,P251,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.5335882680928, 44.24593514131491]}","44.2459351413,-76.5335882681"
20-0900306,2020-09-15,Other,Incident not found,5.17,10.38,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48130303383081, 44.2327975914527]}","44.2327975915,-76.4813030338"
20-0900309,2020-09-15,Medical,Other Medical/Resuscitator Call,4.33,15.2,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.4885195177094, 44.23108887309408]}","44.2310888731,-76.4885195177"
20-0900317,2020-09-16,Medical,"Vital signs absent, DOA",4.3,47.82,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.50570279730498, 44.24527782748486]}","44.2452778275,-76.5057027973"
20-0900320,2020-09-16,False Fire Call,Alarm System Equipment - Malfunction,6.27,14.52,"PALACE RD,RAILWAY ST","L261,P251,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.50039854888178, 44.25479612302121]}","44.254796123,-76.5003985489"
20-0900321,2020-09-16,False Fire Call,Alarm System Equipment - Malfunction,7.22,26.95,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.58675494187692, 44.263730937543215]}","44.2637309375,-76.5867549419"
20-0900329,2020-09-16,False Fire Call,Human - Accidental (alarm accidentally activated b,3.21,13.0,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.48806362669652, 44.23290384925047]}","44.2329038493,-76.4880636267"
20-0900342,2020-09-16,Medical,Medical Aid Not Required on Arrival,3.37,8.93,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48203749236336, 44.256283139836825]}","44.2562831398,-76.4820374924"
20-0900348,2020-09-16,False Fire Call,Alarm System Equipment - Malfunction,6.3,21.5,"BROCK ST,PALACE RD,RAILWAY ST","L261,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.50553261998584, 44.268836394310775]}","44.2688363943,-76.50553262"
20-0900351,2020-09-17,False Fire Call,Human - Accidental (alarm accidentally activated b,4.4,13.95,"DAYS RD,PALACE RD","L261,P201,P261,P262",4,"{""type"": ""Point"", ""coordinates"": [-76.53099857320176, 44.21713552053818]}","44.2171355205,-76.5309985732"
20-0900352,2020-09-17,Motor Vehicle Accident,Vehicle Collision,5.98,17.48,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.53653034881921, 44.2489141121923]}","44.2489141122,-76.5365303488"
20-0900353,2020-09-17,False Fire Call,Alarm System Equipment - Accidental activation (ex,5.27,16.98,"BROCK ST,PALACE RD,WOODBINE RD","L261,P241,P262,P271",4,"{""type"": ""Point"", ""coordinates"": [-76.5224335335911, 44.24616153424802]}","44.2461615342,-76.5224335336"
20-0900363,2020-09-18,Fire,"Overheat (no fire, e.g. engines, mechanical device",14.82,27.62,"BREWERS MILLS RD,GORE RD,JOYCEVILLE RD,RAILWAY ST,UNITY RD","A231,C281,P211,P221,P251,P282,R271,T211,T221,T231,T281",11,"{""type"": ""Point"", ""coordinates"": [-76.42820397027947, 44.30237901804025]}","44.302379018,-76.4282039703"
20-0900364,2020-09-18,False Fire Call,Alarm System Equipment - Accidental activation (ex,5.8,22.35,"BROCK ST,PALACE RD","L261,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.51635315763542, 44.23541073535665]}","44.2354107354,-76.5163531576"
20-0900374,2020-09-18,Motor Vehicle Accident,Vehicle Collision,7.27,34.82,"BROCK ST,DAYS RD,RAILWAY ST","P201,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.57894411354486, 44.236513420162474]}","44.2365134202,-76.5789441135"
20-0900375,2020-09-18,Motor Vehicle Accident,Vehicle Collision,0.15,30.73,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.57263690699978, 44.23748363717963]}","44.2374836372,-76.572636907"
20-0900376,2020-09-18,Fire,NO LOSS OUTDOOR fire (see exclusions),4.92,18.87,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.51697412264959, 44.24258801550926]}","44.2425880155,-76.5169741226"
20-0900381,2020-09-18,Fire,Authorized controlled burning - complaint,5.2,18.58,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.5963782632547, 44.23447286375113]}","44.2344728638,-76.5963782633"
20-0900382,2020-09-18,Motor Vehicle Accident,Vehicle Collision,3.63,15.67,"BROCK ST,PALACE RD","P241,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.52672115281999, 44.23819485440534]}","44.2381948544,-76.5267211528"
20-0900383,2020-09-18,CO Alarm,CO false alarm - equipment malfunction (no CO pres,10.12,40.88,"38 HY,UNITY RD","P281,P291",2,"{""type"": ""Point"", ""coordinates"": [-76.5309627426999, 44.30976973781415]}","44.3097697378,-76.5309627427"
20-0900385,2020-09-18,Other,Assistance to Other Agencies (exc 921 and 922),7.13,53.78,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.53099857320176, 44.21713552053818]}","44.2171355205,-76.5309985732"
20-0900391,2020-09-19,Other,Assistance not required by other agency,,3.1,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48320511059644, 44.23415997636289]}","44.2341599764,-76.4832051106"
20-0900395,2020-09-19,Fire,Other pre fire conditions (no fire),4.67,32.55,"BROCK ST,PALACE RD,RAILWAY ST","C241,L261,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.50039854888178, 44.25479612302121]}","44.254796123,-76.5003985489"
20-0900408,2020-09-20,Fire,Open air burning/unauthorized controlled burning (,4.83,11.23,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.51938898234921, 44.22615117634215]}","44.2261511763,-76.5193889823"
20-0900419,2020-09-20,CO Alarm,CO false alarm - perceived emergency (no CO presen,4.12,17.68,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.49885713577694, 44.24894837567958]}","44.2489483757,-76.4988571358"
20-0900421,2020-09-21,False Fire Call,Other False Fire Call,4.57,17.17,"BROCK ST,PALACE RD","L261,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.4976086702093, 44.22439704544648]}","44.2243970454,-76.4976086702"
20-0900444,2020-09-21,Other,Other Public Service,4.15,32.03,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.50043967457535, 44.24649619905872]}","44.2464961991,-76.5004396746"
20-0900447,2020-09-21,Fire,Fire,6.8,39.77,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.607762419291, 44.24992385571558]}","44.2499238557,-76.6077624193"
20-0900448,2020-09-21,Fire,Open air burning/unauthorized controlled burning (,3.4,15.27,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.47953650965435, 44.2493214244975]}","44.2493214245,-76.4795365097"
20-0900449,2020-09-21,False Fire Call,Human - Accidental (alarm accidentally activated b,4.05,23.33,"BROCK ST,PALACE RD","L261,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.4976086702093, 44.22439704544648]}","44.2243970454,-76.4976086702"
20-0900453,2020-09-22,Other,Other Public Service,4.7,12.57,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.55738705018226, 44.228376037240146]}","44.2283760372,-76.5573870502"
20-0900455,2020-09-22,Medical,Alcohol or drug related,3.07,15.07,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49477621863522, 44.23375245795316]}","44.233752458,-76.4947762186"
20-0900457,2020-09-22,Motor Vehicle Accident,Vehicle Collision,8.11,40.1,"GORE RD,UNITY RD","A231,P282",2,"{""type"": ""Point"", ""coordinates"": [-76.44484613939373, 44.273180719682365]}","44.2731807197,-76.4448461394"
20-0900464,2020-09-22,Fire,Open air burning/unauthorized controlled burning (,3.33,23.85,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48216325749365, 44.24522727030493]}","44.2452272703,-76.4821632575"
20-0900482,2020-09-23,Fire,Other Cooking/toasting/smoke/steam (no fire),4.28,13.18,"BROCK ST,PALACE RD","L261,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.48221004820907, 44.23018101884887]}","44.2301810188,-76.4822100482"
20-0900484,2020-09-23,Fire,Open air burning/unauthorized controlled burning (,4.87,18.9,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48216325749365, 44.24522727030493]}","44.2452272703,-76.4821632575"
20-0900490,2020-09-23,Medical,"Vital signs absent, DOA",7.27,12.1,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.53425362378377, 44.2426113530917]}","44.2426113531,-76.5342536238"
20-0900494,2020-09-23,Fire,Other pre fire conditions (no fire),4.37,45.62,"BROCK ST,PALACE RD,RAILWAY ST","L261,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.48320511059644, 44.23415997636289]}","44.2341599764,-76.4832051106"
20-0900497,2020-09-23,Other,Assistance to Police (exc 921 and 922),5.55,56.25,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48423132362159, 44.26170124482477]}","44.2617012448,-76.4842313236"
20-0900499,2020-09-23,Medical,Alcohol or drug related,3.18,19.08,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48320511059644, 44.23415997636289]}","44.2341599764,-76.4832051106"
20-0900511,2020-09-24,Medical,Medical Aid Not Required on Arrival,4.57,8.82,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52736820759655, 44.217376097469646]}","44.2173760975,-76.5273682076"
20-0900519,2020-09-24,CO Alarm,CO false alarm - equipment malfunction (no CO pres,6.3,23.58,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48215423062096, 44.27077492953324]}","44.2707749295,-76.4821542306"
20-0900522,2020-09-24,Medical,Medical/resuscitator call no action required,3.57,4.0,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49999568993977, 44.23741801524276]}","44.2374180152,-76.4999956899"
20-0900524,2020-09-24,False Fire Call,Alarm System Equipment - Malfunction,5.32,17.45,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.55633238386064, 44.21410037608304]}","44.2141003761,-76.5563323839"
20-0900533,2020-09-25,Other,Other Response,,3.65,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.4933430954266, 44.24702734193086]}","44.2470273419,-76.4933430954"
20-0900535,2020-09-25,Fire,Fire,3.03,14.62,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49392089825665, 44.226860987891556]}","44.2268609879,-76.4939208983"
20-0900536,2020-09-25,False Fire Call,Alarm System Equipment - Malfunction,3.37,16.55,"BROCK ST,PALACE RD","L261,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49341646208595, 44.22367897651186]}","44.2236789765,-76.4934164621"
20-0900537,2020-09-25,Medical,Medical/resuscitator call no action required,4.15,19.72,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.50570279730498, 44.24527782748486]}","44.2452778275,-76.5057027973"
20-0900539,2020-09-25,Fire,Open air burning/unauthorized controlled burning (,3.4,19.3,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.57426716874207, 44.21510143924354]}","44.2151014392,-76.5742671687"
20-0900558,2020-09-26,Fire,Open air burning/unauthorized controlled burning (,2.98,17.28,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.47953650965435, 44.2493214244975]}","44.2493214245,-76.4795365097"
20-0900560,2020-09-26,False Fire Call,Alarm System Equipment - Malfunction,5.12,24.1,"BROCK ST,PALACE RD,RAILWAY ST","L261,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.48495321347335, 44.256240967745356]}","44.2562409677,-76.4849532135"
20-0900562,2020-09-26,Medical,"Vital signs absent, DOA",4.27,32.2,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.57232578498841, 44.23198881349033]}","44.2319888135,-76.572325785"
20-0900564,2020-09-26,Medical,Other Medical/Resuscitator Call,7.1,17.83,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.4468118482407, 44.27410782504715]}","44.274107825,-76.4468118482"
20-0900567,2020-09-26,Medical,"Vital signs absent, DOA",6.13,14.6,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.5468706532738, 44.24432646285034]}","44.2443264629,-76.5468706533"
20-0900568,2020-09-27,Medical,Alcohol or drug related,3.98,16.77,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.56116713941175, 44.25283998778919]}","44.2528399878,-76.5611671394"
20-0900570,2020-09-27,Medical,Medical/resuscitator call no action required,5.23,7.43,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52003676158984, 44.247058931689914]}","44.2470589317,-76.5200367616"
20-0900575,2020-09-27,Fire,Fire,3.75,48.88,"BROCK ST,PALACE RD,RAILWAY ST","C241,L261,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.49205826957538, 44.23005454010048]}","44.2300545401,-76.4920582696"
20-0900580,2020-09-27,Motor Vehicle Accident,Vehicle Collision,4.38,20.13,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.607762419291, 44.24992385571558]}","44.2499238557,-76.6077624193"
20-0900583,2020-09-27,Medical,Medical Aid Not Required on Arrival,4.53,12.37,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.57586393110527, 44.27186438882142]}","44.2718643888,-76.5758639311"
20-0900585,2020-09-27,Medical,Medical/resuscitator call no action required,3.23,9.73,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48789753248181, 44.22333060967245]}","44.2233306097,-76.4878975325"
20-0900590,2020-09-27,Fire,Fire,6.07,54.65,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.55864001116481, 44.245512213601444]}","44.2455122136,-76.5586400112"
20-0900601,2020-09-28,Medical,Medical/resuscitator call no action required,10.48,11.42,"GORE RD,JOYCEVILLE RD,UNITY RD","P211,P231,P282",3,"{""type"": ""Point"", ""coordinates"": [-76.44029156917095, 44.2386601869589]}","44.238660187,-76.4402915692"
20-0900602,2020-09-28,False Fire Call,Human - Accidental (alarm accidentally activated b,6.1,21.85,"DAYS RD,PALACE RD,RAILWAY ST","L261,P201,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.52736820759655, 44.217376097469646]}","44.2173760975,-76.5273682076"
20-0900609,2020-09-29,CO Alarm,CO false alarm - equipment malfunction (no CO pres,6.47,24.58,GORE RD,"P231,S231",2,"{""type"": ""Point"", ""coordinates"": [-76.43573486712997, 44.275601580804405]}","44.2756015808,-76.4357348671"
20-0900611,2020-09-29,False Fire Call,Alarm System Equipment - Malfunction,4.37,17.02,"BROCK ST,PALACE RD,RAILWAY ST","L261,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.48237759997983, 44.23959846021711]}","44.2395984602,-76.4823776"
20-0900618,2020-09-29,False Fire Call,Other False Fire Call,3.37,9.13,"BROCK ST,PALACE RD,RAILWAY ST","L261,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.49185229796399, 44.23351162240174]}","44.2335116224,-76.491852298"
20-0900628,2020-09-29,Motor Vehicle Accident,Vehicle Collision,8.84,58.03,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.60425577891309, 44.27524496387514]}","44.2752449639,-76.6042557789"
20-0900632,2020-09-30,False Fire Call,Alarm System Equipment - Malfunction,3.98,13.03,"BROCK ST,PALACE RD","L261,P241,P261",3,,
20-0900647,2020-09-30,Medical,CPR administered,7.22,37.38,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.44998245580086, 44.2744449527716]}","44.2744449528,-76.4499824558"
20-0900655,2020-09-30,False Fire Call,Human - Perceived Emergency,3.43,17.77,UNITY RD,P282,1,"{""type"": ""Point"", ""coordinates"": [-76.50039854888178, 44.25479612302121]}","44.254796123,-76.5003985489"
20-1000007,2020-10-01,Medical,Chest pains or suspected heart attack,4.97,27.08,PALACE RD,P261,1,,
