"YEAR";"MONTH_NUMBER";"MONTH";"REPORT_PERIOD";"NEIGHBOURHOOD";"NEIGHBOURHOOD_ID";"COMPLAINT";"INITIATED_BY";"STATUS";"COUNT";"LATITUDE";"LONGITUDE";"LOCATION"
"2020";"11";"NOVEMBER";"NOVEMBER-2020";"Tamarack";"6443";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.46471";"-113.3591832101987";"(53.46471142005772, -113.3591832101987)"
"2020";"9";"SEPTEMBER";"SEPTEMBER-2020";"Stone Industrial";"4510";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.54498";"-113.62113795546365";"(53.54498493771637, -113.62113795546365)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Suder Greens";"4730";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.52458";"-113.67727644729212";"(53.52458442915894, -113.67727644729212)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"Beverly Heights";"2100";"Nuisance Property";"Citizen";"Under Investigation";"2";"53.56651";"-113.40606788022531";"(53.566514917420214, -113.40606788022531)"
"2020";"11";"NOVEMBER";"NOVEMBER-2020";"Downtown";"1090";"Unlicensed Business";"Citizen";"Under Investigation";"24";"53.54088";"-113.49924372443917";"(53.54087526522481, -113.49924372443917)"
"2020";"9";"SEPTEMBER";"SEPTEMBER-2020";"Queen Alexandra";"5330";"Graffiti";"By-law Officer";"Resolved Complaint";"4";"53.51233";"-113.50484705945985";"(53.51233223489751, -113.50484705945985)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Breckenridge Greens";"4700";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.51639";"-113.68320690662081";"(53.51639452592724, -113.68320690662081)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"North Glenora";"3310";"Nuisance Property";"By-law Officer";"Under Investigation";"1";"53.55495";"-113.55826488479815";"(53.554947960393555, -113.55826488479815)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"Parsons Industrial";"6570";"Unlicensed Business";"Citizen";"Under Investigation";"1";"53.45980";"-113.47938048791612";"(53.45979673470348, -113.47938048791612)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"Westmount";"3440";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.55167";"-113.54112241012326";"(53.551671762229795, -113.54112241012326)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"Beverly Heights";"2100";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.56651";"-113.40606788022531";"(53.566514917420214, -113.40606788022531)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"Ambleside";"5505";"Unlicensed Business";"Citizen";"Under Investigation";"3";"53.43062";"-113.60067218926011";"(53.430620001457726, -113.60067218926011)"
"2017";"9";"SEPTEMBER";"SEPTEMBER-2017";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2020";"11";"NOVEMBER";"NOVEMBER-2020";"Tamarack";"6443";"Unlicensed Business";"Citizen";"Under Investigation";"3";"53.46471";"-113.3591832101987";"(53.46471142005772, -113.3591832101987)"
"2013";"7";"JULY";"JULY-2013";"";"";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2020";"12";"DECEMBER";"DECEMBER-2020";"Lago Lindo";"2450";"Unlicensed Business";"Citizen";"Under Investigation";"1";"53.63604";"-113.48467358315705";"(53.63603972106517, -113.48467358315705)"
"2014";"10";"OCTOBER";"OCTOBER-2014";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2020";"12";"DECEMBER";"DECEMBER-2020";"Glenwood";"4180";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.53645";"-113.60277044031012";"(53.53645466158683, -113.60277044031012)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Belgravia";"5040";"Nuisance Property";"By-law Officer";"Under Investigation";"1";"53.51223";"-113.53276435676034";"(53.51223371649437, -113.53276435676034)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Mayfield";"4290";"Unlicensed Business";"Citizen";"Resolved Complaint";"6";"53.55504";"-113.59815015621896";"(53.55504184595047, -113.59815015621896)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"Prince Charles";"3350";"Unlicensed Business";"Citizen";"Under Investigation";"1";"53.57547";"-113.53598781792246";"(53.57546939176514, -113.53598781792246)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Belgravia";"5040";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.51223";"-113.53276435676034";"(53.51223371649437, -113.53276435676034)"
"2013";"10";"OCTOBER";"OCTOBER-2013";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"7";"JULY";"JULY-2014";"Overlanders, Canon Ridge";"2590, 2120";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2012";"6";"JUNE";"JUNE-2012";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2013";"8";"AUGUST";"AUGUST-2013";"";"";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"10";"OCTOBER";"OCTOBER-2012";"Davies Industrial West, Davies Industrial East, Lambton Industrial, Gainer Industrial, Coronet Industrial, Eastgate Business Park";"6170, 6160, 6380, 6250, 6100, 6180";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"Anthony Henday Terwillegar, Windermere";"4013, 5570";"Weeds";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2013";"7";"JULY";"JULY-2013";"";"";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"8";"AUGUST";"AUGUST-2012";"";"";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2011";"7";"JULY";"JULY-2011";"Edmonton Northlands, Parkdale, McCauley";"1120, 1160, 1140";"Graffiti";"By-law Officer";"Resolved Complaint";"2";"";"";""
"2017";"6";"JUNE";"JUNE-2017";"Overlanders, Canon Ridge";"2590, 2120";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"12";"DECEMBER";"DECEMBER-2014";"";"";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"";"";""
"2011";"3";"MARCH";"MARCH-2011";"";"";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2015";"3";"MARCH";"MARCH-2015";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Graffiti";"Citizen";"Resolved Complaint";"1";"";"";""
"2016";"7";"JULY";"JULY-2016";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2015";"5";"MAY";"MAY-2015";"Anthony Henday Terwillegar, Windermere";"4013, 5570";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2016";"8";"AUGUST";"AUGUST-2016";"Stewart Greens, Anthony Henday";"4486, 4011";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2013";"5";"MAY";"MAY-2013";"Overlanders, Canon Ridge";"2590, 2120";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Weeds";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2016";"1";"JANUARY";"JANUARY-2016";"";"";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"";"";""
"2020";"12";"DECEMBER";"DECEMBER-2020";"Pollard Meadows";"6580";"Nuisance Property";"Citizen";"Under Investigation";"2";"53.44982";"-113.4110364921575";"(53.44981637796563, -113.4110364921575)"
"2016";"8";"AUGUST";"AUGUST-2016";"Roper Industrial, Mill Woods Golf Course";"6640, 6500";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"10";"OCTOBER";"OCTOBER-2014";"Ebbers, Clareview Town Centre, Industrial Heights, Kennedale Industrial";"2251, 2145, 2360, 2380";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2016";"3";"MARCH";"MARCH-2016";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"7";"JULY";"JULY-2014";"Papaschase Industrial, Parsons Industrial, Strathcona Industrial Park, Coronet Industrial, CPR Irvine";"6560, 6570, 6700, 6100, 6110";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"8";"AUGUST";"AUGUST-2012";"";"";"Graffiti";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"1";"JANUARY";"JANUARY-2014";"Sweet Grass, Steinhauer";"5490, 5470";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"";"";""
"2013";"8";"AUGUST";"AUGUST-2013";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2020";"12";"DECEMBER";"DECEMBER-2020";"Summerside";"6213";"Unlicensed Business";"Citizen";"Under Investigation";"3";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2013";"7";"JULY";"JULY-2013";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"1";"JANUARY";"JANUARY-2014";"";"";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"1";"JANUARY";"JANUARY-2012";"";"";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"1";"JANUARY";"JANUARY-2012";"";"";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2020";"11";"NOVEMBER";"NOVEMBER-2020";"Downtown";"1090";"Unlicensed Business";"Citizen";"Resolved Complaint";"20";"53.54088";"-113.49924372443917";"(53.54087526522481, -113.49924372443917)"
"2013";"8";"AUGUST";"AUGUST-2013";"Anthony Henday Terwillegar, Windermere";"4013, 5570";"Weeds";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2014";"8";"AUGUST";"AUGUST-2014";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"3";"MARCH";"MARCH-2014";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2011";"8";"AUGUST";"AUGUST-2011";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2015";"9";"SEPTEMBER";"SEPTEMBER-2015";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2011";"8";"AUGUST";"AUGUST-2011";"Roper Industrial, Mill Woods Golf Course";"6640, 6500";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"";"";""
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Under Investigation";"2";"";"";""
"2014";"8";"AUGUST";"AUGUST-2014";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2013";"8";"AUGUST";"AUGUST-2013";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2017";"5";"MAY";"MAY-2017";"Crystallina Nera West, Crystallina Nera East";"2463, 2462";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2013";"6";"JUNE";"JUNE-2013";"Clover Bar Area, River Valley Hermitage, Canon Ridge";"2160, 2630, 2120";"Graffiti";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"3";"MARCH";"MARCH-2012";"Gold Bar, River Valley Gold Bar";"6270, 6620";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"1";"JANUARY";"JANUARY-2012";"Gold Bar, River Valley Gold Bar";"6270, 6620";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"";"";""
"2011";"6";"JUNE";"JUNE-2011";"Overlanders, Canon Ridge";"2590, 2120";"Weeds";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2016";"5";"MAY";"MAY-2016";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2016";"3";"MARCH";"MARCH-2016";"Davies Industrial West, Davies Industrial East, Lambton Industrial, Gainer Industrial, Coronet Industrial, Eastgate Business Park";"6170, 6160, 6380, 6250, 6100, 6180";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"1";"JANUARY";"JANUARY-2014";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"";"";""
"2011";"7";"JULY";"JULY-2011";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2015";"1";"JANUARY";"JANUARY-2015";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2017";"1";"JANUARY";"JANUARY-2017";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Graffiti";"Citizen";"Resolved Complaint";"1";"";"";""
"2011";"8";"AUGUST";"AUGUST-2011";"Ebbers, Clareview Town Centre, Industrial Heights, Kennedale Industrial";"2251, 2145, 2360, 2380";"Nuisance Property";"Citizen";"Under Investigation";"1";"";"";""
"2012";"8";"AUGUST";"AUGUST-2012";"Sweet Grass, Steinhauer";"5490, 5470";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"Clover Bar Area, River Valley Hermitage, Canon Ridge";"2160, 2630, 2120";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2013";"9";"SEPTEMBER";"SEPTEMBER-2013";"Clover Bar Area, River Valley Hermitage, Canon Ridge";"2160, 2630, 2120";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2012";"1";"JANUARY";"JANUARY-2012";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"";"";""
"2013";"9";"SEPTEMBER";"SEPTEMBER-2013";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2013";"1";"JANUARY";"JANUARY-2013";"";"";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"7";"JULY";"JULY-2014";"";"";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"6";"JUNE";"JUNE-2014";"";"";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2017";"8";"AUGUST";"AUGUST-2017";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2017";"7";"JULY";"JULY-2017";"Roper Industrial, Mill Woods Golf Course";"6640, 6500";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2013";"5";"MAY";"MAY-2013";"Clover Bar Area, River Valley Hermitage, Canon Ridge";"2160, 2630, 2120";"Graffiti";"Citizen";"Resolved Complaint";"1";"";"";""
"2015";"2";"FEBRUARY";"FEBRUARY-2015";"";"";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"5";"MAY";"MAY-2014";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Graffiti";"By-law Officer";"Under Investigation";"1";"";"";""
"2013";"1";"JANUARY";"JANUARY-2013";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2017";"7";"JULY";"JULY-2017";"";"";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2011";"7";"JULY";"JULY-2011";"Ebbers, Clareview Town Centre, Industrial Heights, Kennedale Industrial";"2251, 2145, 2360, 2380";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2013";"5";"MAY";"MAY-2013";"";"";"Weeds";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2012";"6";"JUNE";"JUNE-2012";"Gorman, Ebbers, Belmont";"2311, 2251, 2070";"Weeds";"Citizen";"Resolved Complaint";"2";"";"";""
"2013";"6";"JUNE";"JUNE-2013";"Overlanders, Canon Ridge";"2590, 2120";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2012";"9";"SEPTEMBER";"SEPTEMBER-2012";"Anthony Henday Terwillegar, Windermere";"4013, 5570";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2020";"12";"DECEMBER";"DECEMBER-2020";"Kenilworth";"6350";"Nuisance Property";"Citizen";"Under Investigation";"2";"53.52159";"-113.430948477946";"(53.52158941202619, -113.430948477946)"
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"";"";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2012";"1";"JANUARY";"JANUARY-2012";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2015";"5";"MAY";"MAY-2015";"Kinokamau Plains Area, White Industrial, Winterburn Industrial Area East, Edmiston Industrial, Anthony Henday";"4475, 4630, 4650, 4130, 4011";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2013";"8";"AUGUST";"AUGUST-2013";"The Uplands, Ogilvie Ridge, Henderson Estates, River Valley Terwillegar, Carter Crest";"4464, 5300, 5230, 5380, 5130";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"8";"AUGUST";"AUGUST-2012";"Gold Bar, River Valley Gold Bar";"6270, 6620";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"8";"AUGUST";"AUGUST-2014";"University of Alberta, River Valley Walterdale";"5520, 5390";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"6";"JUNE";"JUNE-2012";"";"";"Weeds";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2013";"5";"MAY";"MAY-2013";"Clover Bar Area, River Valley Hermitage, Canon Ridge";"2160, 2630, 2120";"Graffiti";"By-law Officer";"Resolved Complaint";"2";"";"";""
"2015";"5";"MAY";"MAY-2015";"Papaschase Industrial, Parsons Industrial, Strathcona Industrial Park, Coronet Industrial, CPR Irvine";"6560, 6570, 6700, 6100, 6110";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
"2017";"6";"JUNE";"JUNE-2017";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2015";"6";"JUNE";"JUNE-2015";"River Valley Capitol Hill, Glenora";"3380, 3200";"Weeds";"Citizen";"Resolved Complaint";"1";"";"";""
"2017";"7";"JULY";"JULY-2017";"";"";"Weeds";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2012";"11";"NOVEMBER";"NOVEMBER-2012";"Gold Bar, River Valley Gold Bar";"6270, 6620";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2017";"4";"APRIL";"APRIL-2017";"Davies Industrial West, Davies Industrial East, Lambton Industrial, Gainer Industrial, Coronet Industrial, Eastgate Business Park";"6170, 6160, 6380, 6250, 6100, 6180";"Graffiti";"Citizen";"Resolved Complaint";"1";"";"";""
"2015";"3";"MARCH";"MARCH-2015";"Gold Bar, River Valley Gold Bar";"6270, 6620";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2014";"8";"AUGUST";"AUGUST-2014";"Ebbers, Clareview Town Centre, Industrial Heights, Kennedale Industrial";"2251, 2145, 2360, 2380";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2011";"11";"NOVEMBER";"NOVEMBER-2011";"Gold Bar, River Valley Gold Bar";"6270, 6620";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2015";"9";"SEPTEMBER";"SEPTEMBER-2015";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2011";"9";"SEPTEMBER";"SEPTEMBER-2011";"University of Alberta, River Valley Walterdale";"5520, 5390";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2012";"12";"DECEMBER";"DECEMBER-2012";"";"";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"";"";""
"2017";"6";"JUNE";"JUNE-2017";"Kinokamau Plains Area, Brown Industrial, White Industrial, Winterburn Industrial Area East, Anthony Henday";"4475, 3050, 4630, 4650, 4011";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2016";"9";"SEPTEMBER";"SEPTEMBER-2016";"Davies Industrial West, Davies Industrial East, Lambton Industrial, Gainer Industrial, Coronet Industrial, Eastgate Business Park";"6170, 6160, 6380, 6250, 6100, 6180";"Weeds";"Citizen";"Under Investigation";"1";"";"";""
"2011";"6";"JUNE";"JUNE-2011";"Ebbers, Clareview Town Centre, Industrial Heights, Kennedale Industrial";"2251, 2145, 2360, 2380";"Weeds";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2020";"12";"DECEMBER";"DECEMBER-2020";"Kildare";"2400";"Unlicensed Business";"Citizen";"Under Investigation";"2";"53.60326";"-113.4551504751856";"(53.60325645574856, -113.4551504751856)"
"2016";"9";"SEPTEMBER";"SEPTEMBER-2016";"Ebbers, Clareview Town Centre, Industrial Heights, Kennedale Industrial";"2251, 2145, 2360, 2380";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"";"";""
"2012";"11";"NOVEMBER";"NOVEMBER-2012";"University of Alberta, River Valley Walterdale";"5520, 5390";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"";"";""
"2017";"7";"JULY";"JULY-2017";"Riverview Area, River's Edge";"4463, 4469";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"";"";""
