occupant_code,debtor_number,category_code,category_description,bill_code,utility_type,start_date,end_date,current_read_date,last_read_date,usage_hcf,usage_gallons,net,bill_date,batch_number,street_name,block_address,street_side,zip_code,census_block_id,street_centroid_lat,street_centroid_lon,street_centroid_wkt,street_centroid,street_segment_wkt,id
3,60239,FI,FIRE,WAFI6,W,1996/08/19,,2017/09/01,2017/07/01,0,0,189.99,2017/09/13,13634,3RD ST,1400BLK 3RD ST,,90401,,,,,,,55101931363412017-09-01
1,48404,CO,COMMERCIAL,HYMTR,W,2017/07/01,2018/01/18,2017/09/29,2017/08/30,6,4488,25.62,2018/03/05,14528,STEWART ST,0BLK STEWART ST,,90405,,,,,,,99000111452812017-09-29
5,83260,SF,SINGLE FAMILY,WASF3,W,2015/04/28,,2017/10/09,2017/08/08,11,8228,33.11,2017/10/24,13827,PALISADES BEACH RD,1300BLK PALISADES BEACH RD,,90401,060377019023036,,,,,,1155151382712017-10-09
1,10281,MU,MUNICIPAL,WANR1,W,1994/01/11,,2014/12/03,2014/10/06,0,0,0.00,2014/12/11,9200,MARINE ST,1400BLK MARINE ST,,90405,,,,,,,4368001920012014-12-03
1,52444,CO,COMMERCIAL,WANR4,W,1988/12/06,2017/10/03,2017/10/03,2017/10/03,,,0.00,2017/12/06,13991,DONALD DOUGLAS LP N,2800BLK DONALD DOUGLAS LP N,,90405,,,,,,,44544411399112017-10-03
2,45300,SF,SINGLE FAMILY,WASF2,W,2004/05/19,,2008/07/10,2008/05/12,18,13464,43.84,2008/07/25,1476,PALISADES BEACH RD,1400BLK PALISADES BEACH RD,,90401,060377019023036,,,,,,117012147612008-07-10
4,76734,SF,SINGLE FAMILY,WASF2,W,2011/07/05,,2017/10/05,2017/08/07,75,56100,395.74,2017/10/11,13807,16TH ST,500BLK 16TH ST,,90402,060377012015010,,,,,,23384341380712017-10-05
6,81996,MX,MULTI UNIT DWELLING,WAMF1,W,2015/07/23,,2017/10/09,2017/08/08,4,2992,12.04,2017/10/24,13827,PALISADES BEACH RD,1400BLK PALISADES BEACH RD,,90401,060377019023036,,,,,,1164161382712017-10-09
2,10281,FI,FIRE,WAFI8,W,2009/05/07,,2017/10/09,2017/08/08,0,0,580.99,2017/10/24,13827,PALISADES BEACH RD,400BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,100013321382712017-10-09
1,43281,CO,COMMERCIAL,HYMTR,W,2017/07/01,2019/03/28,2017/09/29,2017/08/30,0,0,0.00,2018/03/05,14528,LINCOLN BLVD,0BLK LINCOLN BLVD,,,,,,,,,99001511452812017-09-29
7,41273,FI,FIRE,WAFI6,W,2005/03/07,,2017/09/01,2017/07/01,6,4488,379.98,2017/09/13,13634,3RD ST,1300BLK 3RD ST,,90401,060377019022003,,,,,,55010571363412017-09-01
3,124139,FI,FIRE,WAFI6,W,2015/10/30,,2017/09/01,2017/07/01,0,0,189.99,2017/09/13,13634,3RD ST,1400BLK 3RD ST,,90401,,,,,,,55956031363412017-09-01
12,66177,SF,SINGLE FAMILY,WASF3,W,2005/12/16,2009/05/07,2008/07/10,2008/05/12,-78,-58344,-195.20,2008/09/10,1665,PACIFIC COAST HWY,700BLK PACIFIC COAST HWY,,90402,,,,,,,1056112166502008-07-10
5,23904,SF,SINGLE FAMILY,WASF3,W,1979/02/13,,2017/10/09,2017/08/08,74,55352,388.98,2017/10/24,13827,PALISADES BEACH RD,600BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,1046151382712017-10-09
1,10281,MU,MUNICIPAL,WANR1,W,1999/11/12,,2017/10/09,2017/08/08,48,35904,204.96,2017/10/24,13827,OCEAN AVE,600BLK OCEAN AVE,,90403,,,,,,,60184011382712017-10-09
3,11133,FI,FIRE,WAFI7,W,1998/12/28,,2017/09/01,2017/07/01,0,0,367.71,2017/09/13,13634,3RD ST,1200BLK 3RD ST,,90401,,,,,,,55022531363412017-09-01
1,10281,MU,MUNICIPAL,WANR1,W,1999/06/02,,2008/07/14,2008/05/14,0,0,12.33,2008/07/31,1522,OCEAN AVE,400BLK OCEAN AVE,,90403,,,,,,,6018351152212008-07-14
1,10281,CL,CITY LANDSCAPE,WANR1,W,1978/07/13,,2017/09/05,2017/07/05,0,0,0.00,2017/09/13,13639,CALIFORNIA AVE,600BLK CALIFORNIA AVE,,90403,,,,,,,4341411363912017-09-05
1,10281,RW,RECLAIMED WATER,WARW4,W,2015/11/23,,2017/09/14,2017/07/17,0,0,0.00,2017/09/26,13711,OLYMPIC BLVD,1000BLK OLYMPIC BLVD,,90401,,,,,,,100057811371112017-09-14
1,45441,CO,COMMERCIAL,HYMTR,W,2017/07/01,,2017/09/29,2017/08/30,4,2992,17.08,2018/03/05,14528,WILSHIRE BLVD,0BLK WILSHIRE BLVD,,90401,,,,,,,99002611452812017-09-29
4,33362,FI,FIRE,WAFI7,W,2003/03/04,,2017/09/01,2017/07/01,0,0,367.71,2017/09/13,13634,3RD ST,1400BLK 3RD ST,,90401,,,,,,,55821041363412017-09-01
3,50305,CO,COMMERCIAL,WANR2,W,1973/02/28,,2017/10/09,2017/08/08,10,7480,42.70,2017/10/20,13824,PIER ST,100BLK PIER ST,,90405,,,,,,,48102831382412017-10-09
2,22611,LC,LANDSCAPE COMMERCIAL,WANR3,W,2003/03/10,,2017/09/25,2017/07/25,0,0,0.00,2017/12/12,14014,MONTANA AVE,1500BLK MONTANA AVE,,90402,,,,,,,9275921401412017-09-25
5,82603,FI,FIRE,WAFI6,W,2014/10/16,,2017/09/01,2017/07/01,1,748,189.99,2017/09/13,13634,3RD ST,1400BLK 3RD ST,,90401,,,,,,,55204951363412017-09-01
1,14371,FY,STATE FREEWAY,WANR5,W,1993/07/19,,2017/09/06,2017/07/05,333,249084,1421.91,2017/09/19,13646,SANTA MONICA FWY,1100BLK SANTA MONICA FWY,,90401,,,,,,,60897011364612017-09-06
3,10281,MU,MUNICIPAL,WANR4,W,1978/12/04,,2017/10/09,2017/08/08,73,54604,311.71,2017/10/24,13827,OCEAN AVE,1100BLK OCEAN AVE,,90403,,,,,,,60199931382712017-10-09
4,43891,FI,FIRE,WAFI6,W,1996/05/03,,2017/09/01,2017/07/01,0,0,189.99,2017/09/13,13634,3RD ST,1200BLK 3RD ST,,90401,,,,,,,55100741363412017-09-01
1,10281,MU,MUNICIPAL,WANR1,W,1999/06/02,,2017/10/09,2017/08/08,1,748,4.27,2017/11/15,13952,OCEAN AVE,100BLK OCEAN AVE,,90403,,,,,,,60182111395212017-10-09
10,124090,CO,COMMERCIAL,WANR1,W,2012/01/27,2018/03/14,2017/09/01,2017/07/01,2,1496,8.54,2017/09/13,13634,3RD ST,1400BLK 3RD ST,,90401,,,,,,,22662101363412017-09-01
1,51851,FI,FIRE,WAFI6,W,2002/10/08,,2017/09/01,2017/07/01,0,0,189.99,2017/09/13,13634,3RD ST,1200BLK 3RD ST,,90401,,,,,,,55030311363412017-09-01
1,10281,CL,CITY LANDSCAPE,WANR1,W,2015/05/20,,2017/08/14,2017/06/15,2,1496,8.54,2017/08/23,13561,9TH ST,1700BLK 9TH ST,,90404,,,,,,,100053511356112017-08-14
8,73601,CO,COMMERCIAL,WANR2,W,2016/11/14,2017/07/01,2017/09/01,2017/07/01,0,0,0.00,2017/09/13,14467,3RD ST,1200BLK 3RD ST,,90401,,,,,,,2181281446702017-09-01
1,11803,PS,PUBLIC SCHOOL,WANR3,W,1985/10/18,,2017/08/17,2017/06/19,21,15708,89.67,2017/08/25,13583,16TH ST,2200BLK 16TH ST,,90405,,,,,,,60850011358312017-08-17
1,10281,CL,CITY LANDSCAPE,WANR2,W,1991/08/13,,2008/06/11,2008/04/14,19,14212,39.45,2008/06/20,1382,3RD ST,1300BLK 3RD ST,,90401,,,,,,,218691138212008-06-11
5,52405,CO,COMMERCIAL,WANR4,W,1994/08/11,2009/01/30,2008/06/11,2008/04/14,95,71060,144.80,2008/06/20,1382,3RD ST,1400BLK 3RD ST,,90401,,,,,,,243025138212008-06-11
6,82262,MX,MULTI UNIT DWELLING,WAMF3,W,2014/06/09,,2017/08/08,2017/06/08,13,9724,39.13,2017/08/16,13528,PALISADES BEACH RD,1400BLK PALISADES BEACH RD,,90401,060377019023036,,,,,,1162161352812017-08-08
5,57789,OC,OUTSIDE CITY,WASF1,W,2006/12/21,2009/04/22,2008/06/23,2008/04/25,84,62832,183.55,2008/07/03,1433,MONTANA AVE,12600BLK MONTANA AVE,,90049,,,,,,,1817385143312008-06-23
1,10281,CL,CITY LANDSCAPE,WANR1,W,1978/07/13,,2008/06/12,2008/04/15,0,0,12.33,2008/06/20,1383,CALIFORNIA AVE,600BLK CALIFORNIA AVE,,90403,,,,,,,434141138312008-06-12
3,50305,CO,COMMERCIAL,WANR2,W,1973/02/28,,2017/08/08,2017/06/08,8,5984,34.16,2017/08/15,13523,PIER ST,100BLK PIER ST,,90405,,,,,,,48102831352312017-08-08
6,63106,CO,COMMERCIAL,WANR2,W,2003/03/01,2013/03/05,2008/06/11,2008/04/14,66,49368,143.01,2008/06/20,1382,3RD ST,1200BLK 3RD ST,,90401,,,,,,,220426138212008-06-11
3,35781,CO,COMMERCIAL,WANR3,W,1986/08/26,2018/05/02,2008/06/11,2008/04/14,9,6732,45.91,2008/06/20,1382,3RD ST,1300BLK 3RD ST,,90401,,,,,,,247223138212008-06-11
1,10281,CL,CITY LANDSCAPE,WANR1,W,1985/08/15,,2008/06/11,2008/04/14,0,0,12.33,2008/06/20,1382,CALIFORNIA AVE,200BLK CALIFORNIA AVE,,90403,,,,,,,200921138212008-06-11
3,69144,MX,MULTI UNIT DWELLING,WAMF4,W,1979/10/17,,2017/08/08,2017/06/08,214,160072,814.00,2017/08/16,13528,PALISADES BEACH RD,700BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,1066131352812017-08-08
1,10281,CL,CITY LANDSCAPE,WANR3,W,2003/03/06,,2008/06/02,2008/04/02,34,25432,69.16,2008/06/19,1354,PICO BLVD,2100BLK PICO BLVD,,90405,,,,,,,3719201135412008-06-02
1,18095,PS,PUBLIC SCHOOL,WANR5,W,2006/07/01,,2017/08/14,2017/06/15,4,2992,17.08,2017/08/23,13561,MICHIGAN AVE,400BLK MICHIGAN AVE,,90401,,,,,,,60246911356112017-08-14
2,21491,SF,SINGLE FAMILY,WASF1,W,2002/02/24,2019/10/01,2008/06/27,2008/04/30,14,10472,25.35,2008/07/10,1448,MICHIGAN AVE,2400BLK MICHIGAN AVE,,90404,,,,,,,3219912144812008-06-27
7,16511,OC,OUTSIDE CITY,WASF1,W,2005/12/19,2011/05/20,2008/06/23,2008/04/25,45,33660,95.41,2008/07/03,1433,MONTANA AVE,12600BLK MONTANA AVE,,90049,,,,,,,1816987143312008-06-23
1,37127,MX,MULTI UNIT DWELLING,WAMF3,W,2006/07/01,,2017/08/16,2017/06/16,34,25432,102.34,2017/08/23,13559,CENTINELA AVE,2600BLK CENTINELA AVE,,90405,060377023001007,,,,,,33045311355912017-08-16
1,10281,CL,CITY LANDSCAPE,WANR1,W,1985/08/15,,2017/09/01,2017/07/01,0,0,0.00,2017/09/13,13634,CALIFORNIA AVE,200BLK CALIFORNIA AVE,,90403,,,,,,,2009211363412017-09-01
2,27383,MX,MULTI UNIT DWELLING,WAMF4,W,1972/11/01,,2017/08/08,2017/06/08,64,47872,222.44,2017/08/16,13528,SEAVIEW TERR,0BLK SEAVIEW TERR,,90401,,,,,,,1298121352812017-08-08
6,26181,CO,COMMERCIAL,WANR1,W,1997/05/27,,2008/06/11,2008/04/14,0,0,12.33,2008/06/20,1382,3RD ST,1400BLK 3RD ST,,90401,,,,,,,240826138212008-06-11
6,80547,SF,SINGLE FAMILY,WASF2,W,2013/01/03,,2017/08/07,2017/06/07,56,41888,267.30,2017/08/15,13524,16TH ST,400BLK 16TH ST,,90402,060377012015003,,,,,,23336361352412017-08-07
4,68798,SF,SINGLE FAMILY,WASF2,W,1980/02/06,,2014/12/15,2014/10/17,65,48620,273.00,2014/12/24,9262,PALISADES BEACH RD,400BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,102414926212014-12-15
3,124755,SF,SINGLE FAMILY,WASF2,W,2016/06/13,,2017/08/08,2017/06/08,12,8976,36.12,2017/08/16,13528,PALISADES BEACH RD,1300BLK PALISADES BEACH RD,,90401,060377019023036,,,,,,1147731352812017-08-08
1,10281,CL,CITY LANDSCAPE,WANR2,W,2006/07/01,,2017/08/17,2017/06/19,0,0,0.00,2017/08/25,13583,17TH ST,2500BLK 17TH ST,,90405,,,,,,,60302911358312017-08-17
1,10281,CL,CITY LANDSCAPE,WANR1,W,2006/07/25,,2008/07/07,2008/05/07,13,9724,24.42,2008/07/25,1472,17TH ST,3300BLK 17TH ST,,90405,,,,,,,4436471147212008-07-07
7,26586,CO,COMMERCIAL,WANR3,W,2016/04/07,,2017/09/01,2017/07/01,4,2992,17.08,2017/09/13,13634,3RD ST,1400BLK 3RD ST,,90401,,,,,,,2294271363412017-09-01
6,78468,CO,COMMERCIAL,WANR1,W,2012/02/29,,2017/09/01,2017/07/01,4,2992,17.08,2017/09/13,13634,3RD ST,1200BLK 3RD ST,,90401,,,,,,,2516261363412017-09-01
1,10281,CL,CITY LANDSCAPE,WANR1,W,2000/08/16,,2017/08/16,2017/06/16,0,0,0.00,2017/08/23,13559,CENTINELA AVE,2500BLK CENTINELA AVE,,90405,,,,,,,33025011355912017-08-16
4,76734,SF,SINGLE FAMILY,WASF2,W,2011/07/05,,2017/08/07,2017/06/07,77,57596,409.26,2017/08/15,13524,16TH ST,500BLK 16TH ST,,90402,060377012015010,,,,,,23384341352412017-08-07
3,10281,MU,MUNICIPAL,WANR4,W,2011/07/28,,2017/09/01,2017/07/03,435,325380,1857.45,2017/09/13,13636,BARNARD WAY,2800BLK BARNARD WAY,,90405,,,,,,,49163931363612017-09-01
7,25806,SF,SINGLE FAMILY,WASF1,W,1997/11/21,,2017/08/02,2017/06/05,14,10472,42.14,2017/08/08,13467,MARGARET LN,3000BLK MARGARET LN,,90405,060377022024010,,,,,,43771371346712017-08-02
1,21980,CO,COMMERCIAL,WANR3,W,2006/07/01,,2017/09/01,2017/07/01,378,282744,1614.06,2017/09/13,13634,3RD ST,1300BLK 3RD ST,,90401,,,,,,,2466211363412017-09-01
2,57394,FY,STATE FREEWAY,WANR5,W,1993/07/19,,2017/08/15,2017/06/15,87,65076,371.49,2017/08/23,13563,SANTA MONICA FWY,400BLK SANTA MONICA FWY,,90401,,,,,,,60244921356312017-08-15
2,10281,CL,CITY LANDSCAPE,WANR5,W,1980/01/03,,2017/08/02,2017/06/05,2064,1543872,11091.92,2017/08/08,13470,OCEAN PARK BLVD,2600BLK OCEAN PARK BLVD,,90405,,,,,,,60800921347012017-08-02
4,27286,SF,SINGLE FAMILY,WASF3,W,1998/07/15,,2017/08/10,2017/06/13,138,103224,821.62,2017/08/15,13527,GEORGINA AVE,800BLK GEORGINA AVE,odd,90402,060377013041040,34.0326543677636,-118.505840703867,POINT (-118.505840703867 34.0326543677636),"(34.0326543677636, -118.505840703867)","LINESTRING (-118.506140603959 34.0321173809638, -118.50607951702 34.0322226526674, -118.506075029458 34.0322301362108, -118.506070837144 34.032237379609, -118.506065196894 34.0322438798983, -118.506060709324 34.0322513625397, -118.506056220676 34.0322588460869, -118.50605173311 34.0322663296294, -118.506047245543 34.0322738131718, -118.506042756892 34.0322812967186, -118.50603741297 34.0322875568571, -118.506032924318 34.0322950404034, -118.506028436747 34.0323025239451, -118.506023949171 34.0323100065851, -118.506019461599 34.0323174901265, -118.506015268194 34.0323247335272, -118.50601078062 34.0323322170683, -118.506006293046 34.0323397006092, -118.506001805471 34.0323471841499, -118.505997612063 34.03235442755, -118.505993124486 34.0323619110904, -118.505987484222 34.0323684113762, -118.505983291894 34.0323756547714, -118.505978804315 34.0323831383112, -118.505974315652 34.0323906218554, -118.505970123322 34.0323978652501, -118.50596563574 34.0324053487895, -118.505961148153 34.0324128314272, -118.505956955826 34.032420075723, -118.505952467154 34.0324275583649, -118.505948274825 34.0324348026604, -118.505944938845 34.0324432694584, -118.505940746509 34.032450512852, -118.505936258922 34.0324579963904, -118.505931771335 34.0324654799285, -118.505927578997 34.0324727233217, -118.505923090325 34.0324802068641, -118.505918897986 34.032487450257, -118.505914410395 34.0324949337946, -118.505910218054 34.0325021771872, -118.50590602463 34.0325094205843, -118.505901537037 34.0325169041213, -118.505897344694 34.0325241475135, -118.505894008705 34.0325326143102, -118.505889816366 34.0325398586036, -118.505885328764 34.0325473412385, -118.505881136424 34.0325545855317, -118.505876944077 34.0325618289232, -118.505872455396 34.0325693124638, -118.505869415736 34.0325775391106, -118.505865223387 34.0325847825017, -118.505860734704 34.0325922660418, -118.505856542353 34.0325995094326, -118.505852350008 34.0326067537248, -118.505849014011 34.0326152205202, -118.505844821658 34.0326224639107, -118.505840629305 34.0326297073009, -118.505836436951 34.0326369506911, -118.505833100951 34.0326454174861, -118.505828908601 34.0326526617775, -118.505824716245 34.0326599051672, -118.505821675495 34.0326681318174, -118.505817483137 34.0326753752069, -118.505812995528 34.0326828587407, -118.505808803169 34.0326901021299, -118.505805762421 34.0326983296812, -118.50580157006 34.0327055730702, -118.505797377699 34.032712816459, -118.50579433695 34.03272104401, -118.505790144587 34.0327282873986, -118.505785952224 34.032735530787, -118.505782911472 34.0327437583378, -118.505778719108 34.0327510017259, -118.50577567835 34.032759228375, -118.505771485983 34.032766471763, -118.505767293622 34.0327737160522, -118.505764252862 34.032781942701, -118.505760060494 34.0327891860886, -118.505757020821 34.0327974136342, -118.505752828451 34.0328046570215, -118.505749787688 34.0328128836699, -118.505745595323 34.0328201279585, -118.505741402951 34.0328273713454, -118.505738362186 34.0328355979936, -118.505734169813 34.0328428413802, -118.505731129053 34.0328510689298, -118.50572723193 34.0328580721719, -118.505724192252 34.0328662997167, -118.505719999876 34.0328735431029, -118.505716959113 34.032881770652, -118.505712766735 34.032889014038, -118.505710021224 34.0328970014427, -118.505705828845 34.0329042448284, -118.505702789157 34.0329124714712, -118.505699748391 34.0329206990199, -118.505695851263 34.0329277022611, -118.505692810495 34.0329359298097, -118.505688618113 34.0329431731948, -118.50568587368 34.0329511605945, -118.505681681297 34.0329584039794, -118.505678640522 34.0329666306261, -118.505675896087 34.0329746180256, -118.505671702618 34.0329818614146, -118.505668958183 34.032989848814, -118.50566591741 34.0329980763619, -118.505662020276 34.033005079602, -118.505658980585 34.0330133071452, -118.505654788196 34.0330205505292, -118.505652042675 34.0330285379327, -118.50564929823 34.0330365244301, -118.505645104762 34.0330437687198, -118.505642360316 34.033051755217, -118.505639319539 34.0330599827643, -118.505636575097 34.0330679701629, -118.505632382704 34.0330752135462, -118.505626359959 34.0330877818645, -118.505572423187 34.0332026004023)",25802541352712017-08-10
1,10281,CL,CITY LANDSCAPE,WANR3,W,2003/03/06,,2010/05/17,2010/03/22,7,5236,18.20,2010/05/27,3885,PICO BLVD,800BLK PICO BLVD,,90405,,,,,,,3833811388512010-05-17
1,10281,CL,CITY LANDSCAPE,WANR4,W,2006/07/01,,2008/07/08,2008/05/08,181,135388,305.91,2008/07/25,1472,AIRPORT AVE,3600BLK AIRPORT AVE,,90405,,,,,,,4428441147212008-07-08
1,10281,CL,CITY LANDSCAPE,WANR3,W,2003/03/06,,2017/08/15,2017/06/16,71,53108,303.17,2017/08/23,13559,PICO BLVD,3100BLK PICO BLVD,,90405,,,,,,,33539911355912017-08-15
8,16287,CO,COMMERCIAL,WANR3,W,1991/01/03,,2017/08/17,2017/06/19,14,10472,59.78,2017/08/25,13583,PICO BLVD,1900BLK PICO BLVD,,90405,,,,,,,37477781358312017-08-17
2,69623,CO,COMMERCIAL,WANR3,W,1996/08/14,,2008/06/11,2008/04/14,8,5984,44.98,2008/06/20,1382,3RD ST,1400BLK 3RD ST,,90401,,,,,,,224822138212008-06-11
4,125472,CO,COMMERCIAL,WANR1,W,2017/03/06,2017/12/02,2017/09/01,2017/07/01,1,748,4.27,2017/09/13,13634,3RD ST,1300BLK 3RD ST,,90401,,,,,,,2464141363412017-09-01
9,25002,CO,COMMERCIAL,WANR1,W,2001/11/28,2012/01/27,2008/06/11,2008/04/14,17,12716,30.80,2008/06/20,1382,3RD ST,1400BLK 3RD ST,,90401,,,,,,,226629138212008-06-11
7,62904,SF,SINGLE FAMILY,WASF2,W,1990/08/17,,2017/08/10,2017/06/13,21,15708,73.64,2017/08/15,13527,GEORGINA AVE,700BLK GEORGINA AVE,odd,90402,060377013041039,34.031640840928,-118.506514655312,POINT (-118.506514655312 34.031640840928),"(34.031640840928, -118.506514655312)","LINESTRING (-118.506908525829 34.031175103913, -118.506822478239 34.0312718593883, -118.506817990794 34.0312793429588, -118.506812350667 34.0312858432828, -118.506806415289 34.0312925828518, -118.506800479911 34.0312993224206, -118.506794839781 34.0313058227438, -118.5067889044 34.0313125623119, -118.506782969019 34.0313193018798, -118.506775880955 34.0313250582006, -118.506770240821 34.0313315585226, -118.506764305437 34.0313382980895, -118.506758370052 34.0313450376562, -118.506752729916 34.0313515379774, -118.506746794529 34.0313582775436, -118.506740859141 34.0313650171094, -118.506735219002 34.0313715174298, -118.506729283612 34.0313782569951, -118.506723348221 34.0313849965601, -118.506717708079 34.0313914968796, -118.506711772687 34.031398236444, -118.506705837293 34.0314049760082, -118.506700197148 34.0314114763269, -118.506694261753 34.0314182158905, -118.506688326362 34.0314249563553, -118.506682687292 34.0314314557672, -118.506676751894 34.0314381953299, -118.5066708165 34.0314449357939, -118.506665176345 34.0314514352095, -118.506659240944 34.0314581747713, -118.506653305547 34.0314649152344, -118.506647665389 34.0314714146492, -118.506641729991 34.0314781551117, -118.506636089831 34.031484654526, -118.506630154425 34.0314913940865, -118.506625370623 34.031499117801, -118.506619731544 34.03150561721, -118.50661379614 34.0315123576711, -118.506607860731 34.0315190972305, -118.506602220566 34.0315255966432, -118.50659628516 34.0315323371035, -118.506590644992 34.0315388365157, -118.506584709585 34.0315455769754, -118.506579069416 34.0315520763871, -118.506573134001 34.0315588159447, -118.50656835019 34.031566539657, -118.506562711101 34.0315730390633, -118.506556775689 34.0315797795217, -118.506551135515 34.031586278932, -118.506545200101 34.0315930193899, -118.506539559926 34.0315995187997, -118.506533624504 34.0316062583554, -118.506529135933 34.03161374192, -118.506523200509 34.0316204814752, -118.50651726509 34.0316272219317, -118.506511625993 34.0316337213357, -118.506505690573 34.0316404617916, -118.506501201992 34.0316479444536, -118.506495266569 34.031654684909, -118.506489626386 34.0316611843165, -118.506483690955 34.0316679238698, -118.506478050776 34.0316744241782, -118.506473268033 34.0316821478823, -118.506467627846 34.0316886472888, -118.506461692412 34.031695386841, -118.506456052229 34.0317018871484, -118.506451269482 34.0317096108516, -118.506445629292 34.031716110257, -118.506439693854 34.0317228498082, -118.506434053668 34.0317293501146, -118.506429566164 34.031736833671, -118.506423630724 34.0317435732214, -118.506417990534 34.0317500735271, -118.506412055092 34.0317568130769, -118.506407567585 34.0317642966324, -118.506401632141 34.0317710361818, -118.506395991948 34.0317775364864, -118.506391208103 34.0317852592903, -118.506385567908 34.0317917595945, -118.50637992879 34.0317982589923, -118.506375144948 34.0318059826971, -118.506369504745 34.031812482099, -118.5063635693 34.031819222548, -118.50635908178 34.0318267052003, -118.50635344158 34.031833205503, -118.506347506127 34.0318399450497, -118.506343018609 34.0318474286029, -118.506337083154 34.031854168149, -118.50633144295 34.0318606684507, -118.50632695543 34.0318681520033, -118.506321019972 34.0318748915487, -118.506316531368 34.0318823751054, -118.506310891155 34.0318888745046, -118.5063049557 34.0318956149508, -118.506300468176 34.0319030985024, -118.506294827961 34.0319095979008, -118.506290045187 34.0319173215978, -118.50628440497 34.0319238209958, -118.506278764758 34.031930321295, -118.506273981977 34.0319380440897, -118.506268341762 34.0319445443885, -118.506263854232 34.0319520279388, -118.506258214011 34.0319585273355, -118.506253430148 34.0319662510355, -118.506247789925 34.0319727504318, -118.506242149707 34.0319792507294, -118.506237366925 34.0319869744242, -118.506231726699 34.0319934738198, -118.506227239163 34.0320009573687, -118.506221598941 34.0320074576653, -118.506213833175 34.0320195221495, -118.506140603959 34.0321173809638)",25848571352712017-08-10
7,32772,SF,SINGLE FAMILY,WASF1,W,2006/01/20,,2017/08/02,2017/06/05,23,17204,82.64,2017/08/08,13467,LINDA LN,3000BLK LINDA LN,,90405,060377022024012,,,,,,43768371346712017-08-02
3,82969,FI,FIRE,WAFI6,W,2017/03/01,2019/11/06,2017/09/01,2017/07/01,0,0,189.99,2018/11/02,15670,3RD ST,1200BLK 3RD ST,,90401,,,,,,,55005431567012017-09-01
1,10281,RW,RECLAIMED WATER,WARW4,W,2006/07/01,,2017/08/14,2017/06/15,5,3740,19.20,2017/08/23,13561,OLYMPIC BLVD,1100BLK OLYMPIC BLVD,,90404,,,,,,,27463711356112017-08-14
3,35781,CO,COMMERCIAL,WANR3,W,1986/08/26,2018/05/02,2017/09/01,2017/07/01,1,748,4.27,2017/09/13,13634,3RD ST,1300BLK 3RD ST,,90401,,,,,,,2472231363412017-09-01
6,31649,SF,SINGLE FAMILY,WASF2,W,1989/08/30,,2017/08/02,2017/06/05,43,32164,179.42,2017/08/08,13467,LINDA LN,3000BLK LINDA LN,,90405,060377022024010,,,,,,43734361346712017-08-02
1,10281,CL,CITY LANDSCAPE,WANR3,W,2002/04/22,,2008/06/09,2008/04/09,26,19448,61.72,2008/06/20,1378,NEILSON WAY,3000BLK NEILSON WAY,even,90405,,33.9978278089722,-118.480395228934,POINT (-118.480395228934 33.9978278089722),,"LINESTRING (-118.480637850507 33.9980682882029, -118.480152608408 33.9975873289112)",4744401137812008-06-09
10,33947,SF,SINGLE FAMILY,WASF3,W,2007/09/17,,2017/08/08,2017/06/08,117,87516,679.66,2017/09/05,13620,PALISADES BEACH RD,600BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,10501101362012017-08-08
1,10281,CL,CITY LANDSCAPE,WANR1,W,2011/06/09,,2011/09/12,2011/06/09,15,11220,46.53,2011/09/29,5328,WILSON PL,800BLK WILSON PL,,90405,,,,,,,10002751532812011-09-12
1,59416,FI,FIRE,WAFI6,W,1990/12/13,,2017/08/15,2017/06/15,0,0,189.99,2017/08/23,13560,FRANK ST,1900BLK FRANK ST,even,90404,,34.0258683574344,-118.46659663047,POINT (-118.46659663047 34.0258683574344),"(34.0258683574344, -118.46659663047)","LINESTRING (-118.46691682358 34.0261418759921, -118.466276439453 34.0255948380314)",55922011356012017-08-15
1,43281,CO,COMMERCIAL,HYMTR,W,2017/07/01,2019/03/28,2017/08/30,2017/07/30,1,748,4.27,2018/03/05,14527,LINCOLN BLVD,0BLK LINCOLN BLVD,,,,,,,,,99001511452712017-08-30
7,41273,FI,FIRE,WAFI6,W,2005/03/07,,2017/09/01,2017/07/01,0,0,189.99,2018/01/12,14313,3RD ST,1300BLK 3RD ST,,90401,060377019022003,,,,,,55010571431312017-09-01
9,16565,SF,SINGLE FAMILY,WASF1,W,2004/09/29,,2017/08/02,2017/06/05,21,15708,73.64,2017/08/08,13467,LINDA LN,3000BLK LINDA LN,,90405,060377022024010,,,,,,43740391346712017-08-02
1,18095,LP,LANDSCAPE PUB SCHOOL,WANR6,W,1993/06/08,,2017/08/14,2017/06/15,0,0,0.00,2017/08/23,13561,MICHIGAN AVE,400BLK MICHIGAN AVE,,90401,,,,,,,60247011356112017-08-14
6,82803,SF,SINGLE FAMILY,WASF3,W,2014/10/02,,2017/08/08,2017/06/08,111,83028,639.10,2017/09/05,13620,PALISADES BEACH RD,600BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,1045161362012017-08-08
5,53874,CO,COMMERCIAL,WANR3,W,1984/07/20,,2008/06/11,2008/04/14,19,14212,55.21,2008/06/20,1382,3RD ST,1400BLK 3RD ST,,90401,,,,,,,242425138212008-06-11
