Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count
General Contractor,WEED PATROL LAWNS,9304 - 31 AVENUE NW,361257091-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,6570,Parsons Industrial,Ward 11,53.463010,-113.476619,"(53.463010071582694, -113.4766191974017)",1
General Business,SILVERCLAY STUDIO,,179501314-002,RENEWAL NOTICE,12/06/2019 12:00:00 AM,12/06/2020 12:00:00 AM,,5642,South Terwillegar,Ward 9,,,,1
General Contractor,T5M CONNECT,,368333034-002,ISSUED,08/17/2020 12:00:00 AM,08/16/2021 12:00:00 AM,,3310,North Glenora,Ward 6,,,,1
Alcohol Sales (Consumption On Premises/Minors Allowed),WOODSHED BURGERS,2307 - ELLWOOD DRIVE SW,363694636-003,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.430420,-113.470864,"(53.43042000629111, -113.47086385688847)",1
General Contractor,XPEDITION CONTRACTING INC,,7466807-001,ISSUED,01/03/2020 12:00:00 AM,01/03/2021 12:00:00 AM,,2530,McLeod,Ward 4,,,,1
General Business,INTERACTIVE DIGITAL SOLUTIONS INC.,,358679248-002,ISSUED,03/31/2020 12:00:00 AM,03/30/2021 12:00:00 AM,,3111,Griesbach,Ward 2,,,,1
General Contractor,TOP TRADE CONTRACTING INC.,,354058603-002,ISSUED,02/04/2020 12:00:00 AM,02/03/2021 12:00:00 AM,,4220,Jamieson Place,Ward 5,,,,1
General Contractor,JT'S SERVICES,,77385973-002,ISSUED,05/13/2020 12:00:00 AM,06/18/2021 12:00:00 AM,,3260,Lauderdale,Ward 2,,,,1
Restaurant or Food Service,CHOP STEAKHOUSE BAR,10111 - ELLERSLIE ROAD SW,108157431-001,ISSUED,04/27/2020 12:00:00 AM,04/27/2021 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.423891,-113.490522,"(53.42389144752269, -113.49052247625866)",1
General Business,JING GUO,,220254664-002,ISSUED,06/26/2020 12:00:00 AM,07/26/2021 12:00:00 AM,,5570,Windermere,Ward 9,,,,1
General Contractor,STAM INVESTMENTS,,220473538-002,ISSUED,07/08/2020 12:00:00 AM,07/08/2021 12:00:00 AM,,2521,McConachie Area,Ward 4,,,,1
Minor Retail Store,DIVINE FLOORING,"101, 1703 - 91 STREET SW",279787463-002,ISSUED,07/28/2020 12:00:00 AM,08/21/2021 12:00:00 AM,,6213,Summerside,Ward 12,53.417270,-113.478502,"(53.417270298906686, -113.47850152427725)",1
Public Market Vendor,WHEEL AND DEAL COLLECTABLES,12011 - 111 AVENUE NW,116527381-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,Kingsway,1180,Queen Mary Park,Ward 6,53.558002,-113.529861,"(53.55800223935403, -113.52986130235065)",1
General Business,BRUNO DRIVING ACADEMY,,69154946-002,ISSUED,06/26/2020 12:00:00 AM,08/01/2021 12:00:00 AM,,5330,Queen Alexandra,Ward 8,,,,1
General Business,INDEPENDENT ADVOCACY (2010) INC,"1, 7340 - 82 AVENUE NW",275355433-002,ISSUED,05/02/2020 12:00:00 AM,05/02/2021 12:00:00 AM,,6350,Kenilworth,Ward 8,53.518356,-113.441270,"(53.51835630973523, -113.44126971590856)",1
Tobacco Sales,THE CANADIAN BREWHOUSE,12711 - 97 STREET NW,65234681-001,ISSUED,06/26/2020 12:00:00 AM,06/30/2021 12:00:00 AM,,2420,Killarney,Ward 7,53.585392,-113.491148,"(53.58539209576247, -113.49114833169396)",1
Vehicle Repair,FOUR STAR MOTORS,7355 - 104 STREET NW,262845552-002,ISSUED,10/31/2020 12:00:00 AM,10/31/2021 12:00:00 AM,,5151,Strathcona Junction,Ward 8,53.510894,-113.497151,"(53.51089392997348, -113.49715081912282)",1
General Business,FREEDOM RESPIRATORY & SLEEP CENTRE,1532 - 91 STREET SW,364304061-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.419029,-113.479472,"(53.419028780156104, -113.47947156128106)",1
Restaurant or Food Service,WOODSHED BURGERS,2307 - ELLWOOD DRIVE SW,363694636-003,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.430420,-113.470864,"(53.43042000629111, -113.47086385688847)",1
General Industrial,ALBERTA FOOD EQUIPMENT 2015,10411 - ALLENDALE ROAD NW,183997270-002,RENEWAL NOTICE,12/11/2019 12:00:00 AM,12/15/2020 12:00:00 AM,,5010,Allendale,Ward 10,53.499432,-113.498826,"(53.499431517018266, -113.49882558764823)",1
General Business,DIAL TONE,15911 - 116 AVENUE NW,166058707-002,ISSUED,05/02/2020 12:00:00 AM,05/02/2021 12:00:00 AM,,4010,Alberta Park Industrial,Ward 1,53.565546,-113.596227,"(53.56554634020257, -113.59622683746001)",1
General Business,DARLENE SAMORIDNY REGISTRATIONS,"2040, 10123 - 99 STREET NW",67763718-001,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.542116,-113.488356,"(53.54211604438879, -113.48835578331843)",1
General Business,A+ IT SOLUTIONS,"2020, 10060 - JASPER AVENUE NW",158296164-001,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.541366,-113.492603,"(53.54136603879489, -113.4926031821947)",1
General Business,HOPEWELL PSYCHOLOGICAL,16880 - 111 AVENUE NW,354115812-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,4600,West Sheffield Industrial,Ward 1,53.560060,-113.614075,"(53.560060007445486, -113.61407453433111)",1
General Industrial,MIDGARRD SPRAY FOAM SYSTEMS,3847 - ROPER ROAD NW,308897997-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,6590,Pylypow Industrial,Ward 11,53.494699,-113.402858,"(53.49469901845174, -113.4028576525019)",1
Construction Vehicle and Equipment Sales/Rentals,LOW COST EQUIPMENT RENTALS,,238927451-002,ISSUED,10/31/2020 12:00:00 AM,10/31/2021 12:00:00 AM,,4461,The Hamptons,Ward 5,,,,1
Alcohol Sales (Consumption On Premises/Minors Prohibited),THE CANADIAN BREWHOUSE,12711 - 97 STREET NW,65234681-001,ISSUED,06/26/2020 12:00:00 AM,06/30/2021 12:00:00 AM,,2420,Killarney,Ward 7,53.585392,-113.491148,"(53.58539209576247, -113.49114833169396)",1
General Business,ALBERTA FENCING ASSOCIATION,11759 - GROAT ROAD NW,236464815-002,RENEWAL NOTICE,11/15/2019 12:00:00 AM,12/15/2020 12:00:00 AM,The Crossroads,3240,Inglewood,Ward 2,53.569539,-113.548044,"(53.569539407857164, -113.54804403369528)",1
Restaurant or Food Service,THE CANADIAN BREWHOUSE,12711 - 97 STREET NW,65234681-001,ISSUED,06/26/2020 12:00:00 AM,06/30/2021 12:00:00 AM,,2420,Killarney,Ward 7,53.585392,-113.491148,"(53.58539209576247, -113.49114833169396)",1
General Contractor,DANUK CONSTRUCTION LTD,9944 - 78 AVENUE NW,33691654-002,ISSUED,06/26/2020 12:00:00 AM,07/15/2021 12:00:00 AM,,6610,Ritchie,Ward 11,53.514486,-113.488431,"(53.51448585340234, -113.48843105563434)",1
Vehicle Repair,G19 GRAPHICS,3810 - 97 STREET NW,305434627-002,ISSUED,05/02/2020 12:00:00 AM,05/13/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.473544,-113.480476,"(53.473543510901614, -113.48047593851282)",1
Restaurant or Food Service,SHAWARMA SHACK & DONAIR,12432 - 167 AVENUE NW,353503434-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,3370,Rapperswill,Ward 3,53.629464,-113.536648,"(53.62946418656326, -113.53664840487623)",1
General Business,DISCOUNT TRACKS,16734 - 110 AVENUE NW,233055897-003,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,4600,West Sheffield Industrial,Ward 1,53.558275,-113.610866,"(53.5582749570949, -113.6108661148259)",1
Short-Term Residential Rental Accommodation,JESSICA DE LANGE,,352548591-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,2100,Beverly Heights,Ward 7,,,,1
General Business,INNERTUITION EDUCATIONAL SERVICES,,273047860-002,ISSUED,05/02/2020 12:00:00 AM,05/02/2021 12:00:00 AM,,5270,Lendrum Place,Ward 10,,,,1
General Business,JJ WOOL COMPANY,,299635675-002,ISSUED,02/11/2020 12:00:00 AM,02/11/2021 12:00:00 AM,,6040,Bonnie Doon,Ward 8,,,,1
General Contractor,K & RT JANITORIAL SERVICES,,348581250-002,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/28/2020 12:00:00 AM,,2511,Mayliewan,Ward 3,,,,1
General Contractor,YEG WELDING SERVICES,,282302140-002,ISSUED,05/13/2020 12:00:00 AM,06/21/2021 12:00:00 AM,,6680,Satoo,Ward 11,,,,1
Personal Service Shop,AND HAIR WE ARE,8411 - 109 STREET NW,7250814-001,ISSUED,05/13/2020 12:00:00 AM,05/13/2021 12:00:00 AM,,5200,Garneau,Ward 8,53.520315,-113.511716,"(53.52031529920845, -113.51171622584252)",1
General Contractor,KRAWFORD CONSTRUCTION (2011) INC,8055 - ARGYLL ROAD NW,139953596-001,ISSUED,08/07/2020 12:00:00 AM,08/08/2021 12:00:00 AM,,6090,Coronet Addition Industrial,Ward 11,53.503825,-113.450799,"(53.50382508571467, -113.45079862276093)",1
General Contractor,GARAGE LIVING,5228 - 75 STREET NW,366547106-002,ISSUED,08/07/2020 12:00:00 AM,08/06/2021 12:00:00 AM,,6430,McIntyre Industrial,Ward 11,53.489862,-113.445061,"(53.489861840753804, -113.44506059774872)",1
Major Retail Store,GIANT TIGER #406,14097 - VICTORIA TRAIL NW,362190505-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,2030,Bannerman,Ward 4,53.603814,-113.384398,"(53.60381434938855, -113.3843981234249)",1
General Contractor,A CUT ABOVE LIVING,,99067080-004,ISSUED,09/07/2020 12:00:00 AM,09/24/2021 12:00:00 AM,,5570,Windermere,Ward 9,,,,1
Second Hand Store,BIBLES FOR MISSIONS THRIFT STORE,15222 - STONY PLAIN ROAD NW,7419837-001,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,Stony Plain Road and Area,4090,Canora,Ward 1,53.541583,-113.584508,"(53.54158263851452, -113.58450788998998)",1
General Business,KING SCAFFOLDING,,148634492-002,ISSUED,06/26/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,5462,Chappelle Area,Ward 9,,,,1
Alcohol Sales (Consumption Off Premises),LIQUOR FORT,12251 - FORT ROAD NW,252093109-002,ISSUED,06/26/2020 12:00:00 AM,06/27/2021 12:00:00 AM,,1270,Yellowhead Corridor East,Ward 7,53.578215,-113.456543,"(53.57821479390648, -113.4565428865526)",1
Alcohol Sales (Consumption On Premises/Minors Prohibited),BIG FOOT PUB,12430 - 118 AVENUE NW,362241848-002,ISSUED,08/07/2020 12:00:00 AM,08/06/2021 12:00:00 AM,,3350,Prince Charles,Ward 2,53.570938,-113.537220,"(53.570938036503065, -113.53721996783251)",1
General Business,RETIREMENT/LIFE CHALLENGE,,279677472-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,4474,Starling,Ward 1,,,,1
Restaurant or Food Service,TASTE OF SHANGRI-LA,9563 - 118 AVENUE NW,363457601-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,Alberta Avenue,1010,Alberta Avenue,Ward 7,53.570143,-113.489892,"(53.570143283400014, -113.48989151923658)",1
General Business,CH GOALTENDING,,287694599-002,ISSUED,08/07/2020 12:00:00 AM,08/07/2021 12:00:00 AM,,2070,Belmont,Ward 4,,,,1
Alcohol Sales (Consumption On Premises/Minors Allowed),FLEISCH DELIKATESSEN,8210 - 106 AVENUE NW,364681037-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,6230,Forest Heights,Ward 8,53.549609,-113.454475,"(53.549608718679515, -113.45447472166222)",1
Alcohol Sales (Consumption On Premises/Minors Prohibited),RICHARD'S PUB,12150 - 161 AVENUE NW,360925704-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,3180,Dunluce,Ward 3,53.622396,-113.534173,"(53.622395591377, -113.53417258227591)",1
General Business,SPIRIT STAFFING & CONSULTING EDMONTON INC,"160, 6325 - GATEWAY BOULEVARD NW",32892207-001,ISSUED,08/07/2020 12:00:00 AM,08/16/2021 12:00:00 AM,,5151,Strathcona Junction,Ward 8,53.500802,-113.493176,"(53.50080176575823, -113.49317646507544)",1
General Business,PAWS FOR LIFE FOUNDATION,12215 - WILLIAM SHORT ROAD NW,363630210-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,1270,Yellowhead Corridor East,Ward 7,53.576866,-113.456796,"(53.57686637345715, -113.45679608882817)",1
General Business,AGAT LABORATORIES,6310 - ROPER ROAD NW,108663014-001,ISSUED,07/17/2020 12:00:00 AM,07/26/2021 12:00:00 AM,,6640,Roper Industrial,Ward 11,53.496360,-113.428681,"(53.496359715407166, -113.42868139256508)",1
Restaurant or Food Service,FLEISCH DELIKATESSEN,8210 - 106 AVENUE NW,364681037-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,6230,Forest Heights,Ward 8,53.549609,-113.454475,"(53.549608718679515, -113.45447472166222)",1
Restaurant or Food Service,JOEY BELL TOWER,10310 - 101 STREET NW,186557143-002,ISSUED,08/07/2020 12:00:00 AM,08/09/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.545045,-113.494634,"(53.54504513020498, -113.49463361782718)",1
Commercial Schools,THE ROYAL ALBERTA COLLEGE,10045 - 156 STREET NW,316234500-003,ISSUED,08/07/2020 12:00:00 AM,08/07/2021 12:00:00 AM,Stony Plain Road and Area,4580,West Jasper Place,Ward 1,53.540052,-113.589408,"(53.540051906130714, -113.5894078680902)",1
General Business,SATOO DESIGN & GRAPHICS INC,,7263968-001,ISSUED,02/11/2020 12:00:00 AM,02/11/2021 12:00:00 AM,,6680,Satoo,Ward 11,,,,1
General Business,ANOVA DRIVING SCHOOL INC,,138021184-002,ISSUED,06/26/2020 12:00:00 AM,07/15/2021 12:00:00 AM,,5430,Royal Gardens,Ward 10,,,,1
General Business,KIKS CLOSET,,346495924-002,RENEWAL NOTICE,11/12/2019 12:00:00 AM,11/11/2020 12:00:00 AM,,4487,Secord,Ward 1,,,,1
Second Hand Store,CONSIGN DESIGN,11474 - 149 STREET NW,359984393-002,ISSUED,07/28/2020 12:00:00 AM,07/27/2021 12:00:00 AM,,4170,Garside Industrial,Ward 2,53.565103,-113.579594,"(53.56510276549838, -113.57959387301884)",1
Personal Service Shop,GOLD OCEAN STUDIO,"301, 7505 - 104 STREET NW",252514670-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,Old Strathcona,5151,Strathcona Junction,Ward 8,53.511844,-113.497058,"(53.51184443865387, -113.49705820296737)",1
General Business,101251080 SASKATCHEWAN LTD.,,362914672-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,6213,Summerside,Ward 12,,,,1
General Business,BELLE RIVE LIQUOR STORE,8312 - 160 AVENUE NW,41395101-001,ISSUED,07/17/2020 12:00:00 AM,08/03/2021 12:00:00 AM,,2050,Belle Rive,Ward 3,53.621116,-113.469393,"(53.621116055560414, -113.46939341365459)",1
General Contractor,1909091 ALBERTA INC.,,365165988-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,2340,Hollick-Kenyon,Ward 4,,,,1
General Business,CIRCLE K CONVENIENCE STORE #22713,2304 - 23 AVENUE NW,166629496-002,ISSUED,05/02/2020 12:00:00 AM,05/16/2021 12:00:00 AM,,6442,Silver Berry,Ward 12,53.454785,-113.375940,"(53.454785145181525, -113.37593995909599)",1
General Contractor,SUNSTAR CONCRETE,,186698777-003,ISSUED,05/02/2020 12:00:00 AM,05/02/2021 12:00:00 AM,,5469,Paisley,Ward 9,,,,1
Tobacco Sales,RICHARD'S PUB,12150 - 161 AVENUE NW,360925704-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,3180,Dunluce,Ward 3,53.622396,-113.534173,"(53.622395591377, -113.53417258227591)",1
Rental Accommodation,1881907 ALBERTA LTD,11925 - 102 STREET NW,185436584-003,ISSUED,08/07/2020 12:00:00 AM,08/07/2021 12:00:00 AM,,1250,Westwood,Ward 2,53.572818,-113.495023,"(53.572818188421365, -113.49502348037394)",1
Restaurant or Food Service,BEST KABAB HOUSE,12503 - 127 STREET NW,223655193-002,ISSUED,06/26/2020 12:00:00 AM,07/18/2021 12:00:00 AM,,3220,Hagmann Estate Industrial,Ward 2,53.581126,-113.540684,"(53.58112555069882, -113.54068417072206)",1
General Contractor,PROMAXX CONSTRUCTION LTD,,109795819-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,6213,Summerside,Ward 12,,,,1
General Business,INLAND PROPERTY MANAGEMENT,6718 - 75 STREET NW,111223462-001,ISSUED,06/26/2020 12:00:00 AM,07/10/2021 12:00:00 AM,,6170,Davies Industrial West,Ward 11,53.503066,-113.443667,"(53.50306563391605, -113.44366688749616)",1
Travelling or Temporary Sales,DECO,4410 - 17 STREET NW,123507834-001,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,6390,Larkspur,Ward 12,53.480508,-113.373862,"(53.48050777939072, -113.37386163740956)",1
General Business,GOLD CLEANING,,119254824-002,ISSUED,01/15/2020 12:00:00 AM,01/15/2021 12:00:00 AM,,6370,Kiniski Gardens,Ward 11,,,,1
General Business,CLOUDTREND,,117650396-002,ISSUED,01/03/2020 12:00:00 AM,01/03/2021 12:00:00 AM,,5476,Magrath Heights,Ward 9,,,,1
General Business,R & J ENTERPRISES,,64087144-002,ISSUED,01/08/2020 12:00:00 AM,01/09/2021 12:00:00 AM,,3150,Cumberland,Ward 2,,,,1
Restaurant or Food Service,DAIRY QUEEN,10839 - 101 STREET NW,262340711-002,ISSUED,09/07/2020 12:00:00 AM,09/18/2021 12:00:00 AM,Chinatown and Area,1140,McCauley,Ward 6,53.554136,-113.493310,"(53.55413644906164, -113.49331031748659)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),TASTE OF SHANGRI-LA,9563 - 118 AVENUE NW,363457601-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,Alberta Avenue,1010,Alberta Avenue,Ward 7,53.570143,-113.489892,"(53.570143283400014, -113.48989151923658)",1
General Business,HOUSE OF KOOPSLIE,,365199522-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,2110,Brintnell,Ward 4,,,,1
Independent Laboratory,QUEST RESEARCH AND ANALYTICS INC,4282 - 91A STREET NW,240142064-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.479780,-113.469353,"(53.47978001987466, -113.46935347851317)",1
General Business,CRAIGER VEHICLE INSPECTIONS,,58407068-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,4270,Lymburn,Ward 5,,,,1
General Business,SHADES OF GREY STORE,10116 - 124 STREET NW,97894324-001,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,124 Street and Area,3440,Westmount,Ward 6,53.542060,-113.536171,"(53.542060273800075, -113.53617074117204)",1
General Business,GREWAL IMMIGRATION SERVICES,4931 - 55 AVENUE NW,322759969-002,ISSUED,09/07/2020 12:00:00 AM,10/02/2021 12:00:00 AM,,6590,Pylypow Industrial,Ward 11,53.491435,-113.417050,"(53.49143500857235, -113.41704994894195)",1
General Contractor,ALCAM PROJECT DEVELOPMENT,,158922055-002,ISSUED,08/07/2020 12:00:00 AM,08/17/2021 12:00:00 AM,,5453,Blackmud Creek,Ward 10,,,,1
General Contractor,TWO BROTHERS SIDING LTD,,289346767-002,ISSUED,09/07/2020 12:00:00 AM,10/09/2021 12:00:00 AM,,2450,Lago Lindo,Ward 3,,,,1
Personal Service Shop,THE MEN'S ROOM,336 - MAYFIELD COMMON NW,139979943-001,ISSUED,07/28/2020 12:00:00 AM,08/28/2021 12:00:00 AM,Stony Plain Road and Area,4060,Britannia Youngstown,Ward 1,53.543815,-113.611700,"(53.543814513290265, -113.61169981592423)",1
General Contractor,1344952 ALBERTA,,80857723-002,ISSUED,08/27/2020 12:00:00 AM,10/04/2021 12:00:00 AM,,2541,Miller,Ward 4,,,,1
General Contractor,INGENIOUS HOME AUTOMATION AND SECURITY LTD.,10519 - 170 STREET NW,154799796-001,ISSUED,06/26/2020 12:00:00 AM,07/15/2021 12:00:00 AM,,4660,Youngstown Industrial,Ward 1,53.550791,-113.613938,"(53.55079090513448, -113.6139381994927)",1
General Business,LG COURIER & HOTSHOT,,291017892-002,ISSUED,08/07/2020 12:00:00 AM,08/28/2021 12:00:00 AM,,6030,Bisset,Ward 12,,,,1
Personal Service Shop,BELLA TONIC SPA,3914 - 17 STREET NW,283125447-002,ISSUED,06/16/2020 12:00:00 AM,06/30/2021 12:00:00 AM,,6390,Larkspur,Ward 12,53.478327,-113.370638,"(53.4783268932521, -113.37063787219377)",1
General Business,CASH MONEY,13040 - 50 STREET NW,110920435-006,ISSUED,06/26/2020 12:00:00 AM,07/23/2021 12:00:00 AM,,2380,Kennedale Industrial,Ward 4,53.591988,-113.417447,"(53.591987992956625, -113.41744697934696)",1
General Business,APEX R & S,,280587744-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,6330,Jackson Heights,Ward 11,,,,1
Personal Service Shop,THE ISLAMIC HEALING,,270169059-002,ISSUED,08/07/2020 12:00:00 AM,08/07/2021 12:00:00 AM,,3150,Cumberland,Ward 2,,,,1
General Industrial,OODLE NOODLE,12517 - 72 STREET NW,86028302-001,ISSUED,05/02/2020 12:00:00 AM,06/05/2021 12:00:00 AM,,1270,Yellowhead Corridor East,Ward 7,53.581821,-113.451796,"(53.58182074079453, -113.45179634917956)",1
Public Market Vendor,LUL HASSAN,12011 - 111 AVENUE NW,366006694-001,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,Kingsway,1180,Queen Mary Park,Ward 6,53.558002,-113.529861,"(53.55800223935403, -113.52986130235065)",1
Rental Accommodation,WINNIFRED STEWART ASSOCIATION,8723 - 185 STREET NW,223446326-002,ISSUED,08/07/2020 12:00:00 AM,08/24/2021 12:00:00 AM,,4040,Belmead,Ward 1,53.522485,-113.642562,"(53.52248526898115, -113.64256243039257)",1
General Business,M'AGINE NUTRITION,,326300230-002,ISSUED,06/26/2020 12:00:00 AM,07/24/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,,,,1
Restaurant or Food Service,BOOSTER JUICE,"40, 10025 - JASPER AVENUE NW",224165463-002,ISSUED,08/07/2020 12:00:00 AM,08/08/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.540714,-113.490948,"(53.54071414906602, -113.49094792741306)",1
Tobacco Sales,GIANT TIGER #406,14097 - VICTORIA TRAIL NW,362190505-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,2030,Bannerman,Ward 4,53.603814,-113.384398,"(53.60381434938855, -113.3843981234249)",1
Restaurant or Food Service,BEST KABAB HOUSE,12503 - 127 STREET NW,223655193-002,ISSUED,06/26/2020 12:00:00 AM,07/18/2021 12:00:00 AM,,3220,Hagmann Estate Industrial,Ward 2,53.581380,-113.540683,"(53.581380008948514, -113.54068311853969)",1
General Contractor,TITAN EXCAVATING & DEMOLITION LTD.,,322777965-002,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,6444,Laurel,Ward 12,,,,1
Rental Accommodation,WINNIFRED STEWART ASSOCAITION,11115 - 132 STREET NW,223521453-002,ISSUED,08/07/2020 12:00:00 AM,08/24/2021 12:00:00 AM,,3240,Inglewood,Ward 2,53.559420,-113.549120,"(53.55941950850797, -113.54912042883898)",1
General Business,GOOD SAMARITAN SOCIETY,9649 - 71 AVENUE NW,86330244-001,ISSUED,06/26/2020 12:00:00 AM,06/30/2021 12:00:00 AM,,6290,Hazeldean,Ward 11,53.507064,-113.478121,"(53.50706415246668, -113.47812060946995)",1
General Industrial,CRUSADER INDUSTRIES ELECTRICAL PRODUCTS,9332 - 31 AVENUE NW,223291192-002,ISSUED,06/26/2020 12:00:00 AM,07/02/2021 12:00:00 AM,,6570,Parsons Industrial,Ward 11,53.463010,-113.476619,"(53.463010071582694, -113.4766191974017)",1
General Business,PURE SOUND HEARING,4002 - 118 AVENUE NW,326375650-006,ISSUED,09/07/2020 12:00:00 AM,09/08/2021 12:00:00 AM,Beverly,2040,Beacon Heights,Ward 7,53.570632,-113.403359,"(53.57063217174344, -113.40335852869234)",1
Amusement Establishment,RICHARD'S PUB,12150 - 161 AVENUE NW,360925704-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,3180,Dunluce,Ward 3,53.622396,-113.534173,"(53.622395591377, -113.53417258227591)",1
General Contractor,BORIS THE PLUMBER,,358801857-002,ISSUED,06/02/2020 12:00:00 AM,12/30/2021 12:00:00 AM,,1140,McCauley,Ward 6,,,,1
General Business,CASH MONEY CHEQUE CASHING INC,13552 - 97 STREET NW,113310380-001,ISSUED,06/26/2020 12:00:00 AM,07/24/2021 12:00:00 AM,,3390,Rosslyn,Ward 2,53.597895,-113.493233,"(53.59789460182659, -113.49323303557468)",1
Travelling or Temporary Sales,DECO,9909 - 178 STREET NW,152970891-001,ISSUED,06/26/2020 12:00:00 AM,06/26/2021 12:00:00 AM,,4540,Terra Losa,Ward 1,53.535882,-113.625938,"(53.535881518062915, -113.62593826594112)",1
Minor Retail Store,GO KRAZY WIRELESS,8322 - 144 AVENUE NW,254398991-002,ISSUED,06/26/2020 12:00:00 AM,07/23/2021 12:00:00 AM,,2260,Evansdale,Ward 3,53.607231,-113.468943,"(53.60723107377535, -113.46894273907708)",1
General Contractor,INTEGRA LANDSCAPING,,365075391-002,ISSUED,06/26/2020 12:00:00 AM,06/25/2021 12:00:00 AM,,2700,Schonsee,Ward 3,,,,1
Rental Accommodation,WINNFRED STEWART ASSOCIATION,11107 - 132 STREET NW,223444336-002,ISSUED,08/07/2020 12:00:00 AM,08/24/2021 12:00:00 AM,,3240,Inglewood,Ward 2,53.559158,-113.549121,"(53.559158125665206, -113.5491207317393)",1
