APCASEINSPKEY,INSPTYPE,CASENO,SCHEDDTTM,COMPDTTM,RESULTDTTM,RESULT,INSPBY,COMMENTS,ADDRESS NUMBER,STREET NAME,ADDRESS,CITY,STATE,ZIP,SBL,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD
10217452,PROGRESS,GEN19-9470567,08/18/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,07/14/2020 12:00:00 AM +0000,NOPROGRESS,RICHARD BALESTERI,,108,JEWETT AVE,108 JEWETT AVE,BUFFALO,NY,14214,0894400009020000,42.93406848561287,-78.84019702856482,POINT (-78.840197028565 42.934068485613),MASTEN,District E,40.01,4,4004,Fillmore-Leroy
10217478,INITIAL,GEN20-9482192,07/14/2020 12:00:00 AM +0000,07/14/2020 12:00:00 AM +0000,07/14/2020 12:00:00 AM +0000,VIOLATION,Gerald Williams,l.o.v. from a 311 call.,140,PARKDALE,140 PARKDALE,BUFFALO,NY,14213,0992700003014000,42.9192095329448,-78.88810954641605,POINT (-78.888109546416 42.919209532945),NIAGARA,District D,61,2,2002,Upper West Side
10217493,INITIAL,GEN20-9482202,07/10/2020 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,VIOLATION,Gerald Williams,311call to a l.o.v.,492,FARGO,492 FARGO,BUFFALO,NY,14213,0995000008034000,42.90914891433599,-78.89613026018104,POINT (-78.896130260181 42.909148914336),NIAGARA,District B,70,1,1005,West Side
10217500,INITIAL,GEN20-9482209,07/15/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,VIOLATION,Andrew Blersch,,161,TACOMA,161 TACOMA,BUFFALO,NY,14216,0785500004003000,42.951482910868584,-78.866617492046,POINT (-78.866617492046 42.951482910869),DELAWARE,District D,51,4,4002,North Park
10201806,PROGRESS,233974,01/13/2020 12:00:00 AM +0000,,12/24/2019 12:00:00 AM +0000,PROGRESS,FRANK DIJAMES,,681,BEST,681 BEST,BUFFALO,NY,14211,1007500005005000,42.90365886680975,-78.84302987326555,POINT (-78.843029873266 42.90365886681),FILLMORE,District C,166,3,3000,Broadway Fillmore
10201809,INITIAL,GEN19-9474984,12/27/2019 12:00:00 AM +0000,12/27/2019 12:00:00 AM +0000,12/31/2019 12:00:00 AM +0000,VIOLATION,ANGELA   WHITE,LOV 15 at top porch,205,POTOMAC,205 POTOMAC,BUFFALO,NY,14213,0887500007004000,42.92394464900863,-78.89179744587469,POINT (-78.891797445875 42.923944649009),NIAGARA,District D,171,4,4003,Upper West Side
10201827,INITIAL,GEN19-9474986,,,12/24/2019 12:00:00 AM +0000,VIOLATION,FRANK DIJAMES,,54,STRAUSS,54 STRAUSS,BUFFALO,NY,14212,1113600001017000,42.89412628857067,-78.84128461962638,POINT (-78.841284619626 42.894126288571),FILLMORE,District C,166,1,1002,Broadway Fillmore
10201831,INITIAL,GEN19-9474987,,,12/19/2019 12:00:00 AM +0000,VIOLATION,Thomas Carter,,433,KOONS,433 KOONS,BUFFALO,NY,14211,1015500006025000,42.90798665264974,-78.82104187190353,POINT (-78.821041871904 42.90798665265),FILLMORE,District C,29,3,3000,Genesee-Moselle
10201837,INITIAL,GEN19-9474989,,,01/17/2020 12:00:00 AM +0000,VIOLATION,Michael J Kelly,,37,BURGARD,37 BURGARD,BUFFALO,NY,14211,1016400005010000,42.90580336486651,-78.81488343416974,POINT (-78.81488343417 42.905803364867),LOVEJOY,District C,29,1,1003,Genesee-Moselle
10201838,PROGRESS,GEN19-9474989,02/17/2020 12:00:00 AM +0000,,01/17/2020 12:00:00 AM +0000,FAILED,Michael J Kelly,,37,BURGARD,37 BURGARD,BUFFALO,NY,14211,1016400005010000,42.90580336486651,-78.81488343416974,POINT (-78.81488343417 42.905803364867),LOVEJOY,District C,29,1,1003,Genesee-Moselle
10201841,INITIAL,GEN19-9474991,,,12/30/2019 12:00:00 AM +0000,WAIVED,Michael J Kelly,,136,BURGARD,136 BURGARD,BUFFALO,NY,14211,1015600003018000,42.90847013526091,-78.81486103545774,POINT (-78.814861035458 42.908470135261),FILLMORE,District C,29,2,2000,Genesee-Moselle
10201842,PROGRESS,GEN19-9474991,01/29/2020 12:00:00 AM +0000,,12/30/2019 12:00:00 AM +0000,WAIVED,Michael J Kelly,,136,BURGARD,136 BURGARD,BUFFALO,NY,14211,1015600003018000,42.90847013526091,-78.81486103545774,POINT (-78.814861035458 42.908470135261),FILLMORE,District C,29,2,2000,Genesee-Moselle
10201843,PROGRESS,GEN19-9474991,01/14/2020 12:00:00 AM +0000,,12/31/2019 12:00:00 AM +0000,WAIVED,Michael J Kelly,,136,BURGARD,136 BURGARD,BUFFALO,NY,14211,1015600003018000,42.90847013526091,-78.81486103545774,POINT (-78.814861035458 42.908470135261),FILLMORE,District C,29,2,2000,Genesee-Moselle
10201847,PROGRESS,GEN19-9474991,,,12/31/2019 12:00:00 AM +0000,WAIVED,Michael J Kelly,,136,BURGARD,136 BURGARD,BUFFALO,NY,14211,1015600003018000,42.90847013526091,-78.81486103545774,POINT (-78.814861035458 42.908470135261),FILLMORE,District C,29,2,2000,Genesee-Moselle
10217230,PROGRESS,GEN20-9482102,08/10/2020 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,PASSED,Gerald Williams,wrote l.o.v. for wrong address closing case.,429,FARGO,429 FARGO,BUFFALO,NY,14213,0995800003037000,42.90781944587554,-78.89469844622553,POINT (-78.894698446226 42.907819445876),NIAGARA,District B,69.01,4,4002,West Side
10230070,INITIAL,GEN20-9487621,11/20/2020 12:00:00 AM +0000,11/20/2020 12:00:00 AM +0000,11/20/2020 12:00:00 AM +0000,VIOLATION,Thomas Carter,LOV,30,CUSHING,30 CUSHING,BUFFALO,NY,14220,1336600005026000,42.83744025135928,-78.80615644493766,POINT (-78.806156444938 42.837440251359),SOUTH,District A,7,2,2002,South Park
10230072,INITIAL,GEN20-9487622,11/20/2020 12:00:00 AM +0000,11/20/2020 12:00:00 AM +0000,11/20/2020 12:00:00 AM +0000,VIOLATION,Thomas Carter,LOV,83,LAKEWOOD,83 LAKEWOOD,BUFFALO,NY,14220,1332300005005000,42.85296607421432,-78.82111331423806,POINT (-78.821113314238 42.852966074214),SOUTH,District A,8,2,2003,South Park
10230075,INITIAL,GEN20-9487623,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,WINDOWS NOT BOARDED,1362,JEFFERSON,1362 JEFFERSON,BUFFALO,NY,14208,1004900002015000,42.91226645144491,-78.85405788411481,POINT (-78.854057884115 42.912266451445),ELLICOTT,District E,168,4,4014,Masten Park
10230078,INITIAL,GEN20-9487624,11/19/2020 12:00:00 AM +0000,11/19/2020 12:00:00 AM +0000,11/19/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,FRONT DOOR SHATTERED 311 CITIZEN COMPLAINT,1219,MAIN,1219 MAIN,BUFFALO,NY,14209,1005500003001100,42.90676212397647,-78.86737990248633,POINT (-78.867379902486 42.906762123976),ELLICOTT,District B,168,2,2009,Elmwood Bryant
10230068,INITIAL,GEN20-9487620,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,311 TICKET NEXT INSPECTION.,160,DUPONT,160 DUPONT,BUFFALO,NY,14208,1003400001026000,42.9150727802184,-78.85291929084504,POINT (-78.852919290845 42.915072780218),MASTEN,District E,33.01,4,4004,Hamlin Park
10217400,INITIAL,GEN20-9482163,07/13/2020 12:00:00 AM +0000,07/13/2020 12:00:00 AM +0000,07/14/2020 12:00:00 AM +0000,VIOLATION,Thomas Carter,WAITING FOR ACCURANT / SENDING TO COURT A CALL BACK,383,HOPKINS,383 HOPKINS,BUFFALO,NY,14220,1333800005052000,42.84803242215733,-78.83222345800462,POINT (-78.832223458005 42.848032422157),SOUTH,District A,2,3,3003,Hopkins-Tifft
10217403,INITIAL,GEN20-9482164,08/13/2020 12:00:00 AM +0000,07/14/2020 12:00:00 AM +0000,07/14/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,2009,GENESEE,2009 GENESEE,BUFFALO,NY,14211,1014200001002000,42.9148362807131,-78.80807380263845,POINT (-78.808073802638 42.914836280713),LOVEJOY,District C,37,2,2002,Schiller Park
10217405,INITIAL,GEN20-9482165,07/13/2020 12:00:00 AM +0000,07/13/2020 12:00:00 AM +0000,07/14/2020 12:00:00 AM +0000,VIOLATION,Thomas Carter,CUT AND CLEAN REQUESTED # 15418 / PROPERTY HAS BEEN SENT TO HOUSING COURT,389,HOPKINS,389 HOPKINS,BUFFALO,NY,14220,1333800005054000,42.84817883938391,-78.83222256860445,POINT (-78.832222568604 42.848178839384),SOUTH,District A,2,3,3003,Hopkins-Tifft
10229692,INITIAL,GEN20-9487510,,11/17/2020 12:00:00 AM +0000,11/17/2020 12:00:00 AM +0000,VIOLATION,DAVID GILSON,,341,DARTMOUTH,341 DARTMOUTH,BUFFALO,NY,14215,0798100008010000,42.94338352835846,-78.81193957222321,POINT (-78.811939572223 42.943383528358),UNIVERSITY,District E,43,2,2002,Kensington-Bailey
10229695,INITIAL,GEN20-9487511,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,Michael J Kelly,311/Excessive Rubbish,31,URBAN,31 URBAN,BUFFALO,NY,14211,1006000002004000,42.90932889816335,-78.83782810061695,POINT (-78.837828100617 42.909328898163),MASTEN,District C,35,4,4004,MLK Park
10229700,INITIAL,GEN20-9487513,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,lov,266,GUILFORD,266 GUILFORD,BUFFALO,NY,14211,1008300004007000,42.8995075755135,-78.84352161989756,POINT (-78.843521619898 42.899507575514),FILLMORE,District C,166,3,3002,Broadway Fillmore
10229705,INITIAL,GEN20-9487517,11/17/2020 12:00:00 AM +0000,11/17/2020 12:00:00 AM +0000,11/17/2020 12:00:00 AM +0000,VIOLATION,Michael J Kelly,311/TRASH,63,URBAN,63 URBAN,BUFFALO,NY,14211,1015300001007000,42.90931444159664,-78.83667157626012,POINT (-78.83667157626 42.909314441597),MASTEN,District C,35,4,4004,MLK Park
10229706,INITIAL,GEN20-9487518,,08/31/2020 12:00:00 AM +0000,08/31/2020 12:00:00 AM +0000,VIOLATION,PAUL BANYI,complaint about objects falling from roof. Walked perimeter of building and could not see where any thing might have come off parapet. Will contact owner to do rooftop inspection,1290,DELAWARE,1290 DELAWARE,BUFFALO,NY,14209,1002300001012000,,,,,,,,,
10201850,INITIAL,GEN20-9474995,,01/02/2020 12:00:00 AM +0000,01/02/2020 12:00:00 AM +0000,VIOLATION,RICHARD BALESTERI,,128,CARL,128 CARL,BUFFALO,NY,14215,1012200001019000,42.91812871981097,-78.82788628223365,POINT (-78.827886282234 42.918128719811),MASTEN,District E,34,2,2002,Delavan Grider
10201852,INITIAL,GEN20-9474996,,01/02/2020 12:00:00 AM +0000,01/02/2020 12:00:00 AM +0000,VIOLATION,RICHARD BALESTERI,,137,CARL,137 CARL,BUFFALO,NY,14215,1012200002054000,42.91840832568031,-78.82774048075008,POINT (-78.82774048075 42.91840832568),MASTEN,District E,34,2,2003,Delavan Grider
10201858,INITIAL,GEN20-9474999,,01/02/2020 12:00:00 AM +0000,01/02/2020 12:00:00 AM +0000,VIOLATION,RICHARD BALESTERI,,486,MOSELLE,486 MOSELLE,BUFFALO,NY,14215,1012200004027000,42.9168787951109,-78.82447929562296,POINT (-78.824479295623 42.916878795111),MASTEN,District E,34,1,1003,Delavan Grider
10201860,INITIAL,GEN20-9475000,,01/02/2020 12:00:00 AM +0000,01/02/2020 12:00:00 AM +0000,VIOLATION,RICHARD BALESTERI,,506,MOSELLE,506 MOSELLE,BUFFALO,NY,14215,1012200004021000,42.91741413791421,-78.82448155222997,POINT (-78.82448155223 42.917414137914),MASTEN,District E,34,1,1003,Delavan Grider
10201867,INITIAL,GEN20-9475003,,01/02/2020 12:00:00 AM +0000,01/02/2020 12:00:00 AM +0000,VIOLATION,RICHARD BALESTERI,,174,JEWETT AVE,174 JEWETT AVE,BUFFALO,NY,14214,0894400005021000,42.93375899364216,-78.83770259266552,POINT (-78.837702592666 42.933758993642),MASTEN,District E,40.01,3,3009,Fillmore-Leroy
10201875,INITIAL,GEN20-9475007,,01/02/2020 12:00:00 AM +0000,01/02/2020 12:00:00 AM +0000,VIOLATION,RICHARD BALESTERI,,269,JEWETT AVE,269 JEWETT AVE,BUFFALO,NY,14214,0904500002007000,42.93359641442023,-78.8344782106687,POINT (-78.834478210669 42.93359641442),MASTEN,District E,40.01,2,2004,Fillmore-Leroy
10201888,PROGRESS,GEN19-9466088,,,12/27/2019 12:00:00 AM +0000,NOPROGRESS,Monique Bates,,91,HIRSCHBECK,91 HIRSCHBECK,BUFFALO,NY,14212,1018000004024000,42.89906958259407,-78.81690219041555,POINT (-78.816902190416 42.899069582594),FILLMORE,District C,28,3,3000,Genesee-Moselle
10229709,PROGRESS,GEN20-9487518,09/02/2020 12:00:00 AM +0000,09/02/2020 12:00:00 AM +0000,09/02/2020 12:00:00 AM +0000,PASSED,PAUL BANYI,Walked perimeter with manager and also walked the entire roof. There was no sign of any damage on exterior walls to indicate anything fell close,1290,DELAWARE,1290 DELAWARE,BUFFALO,NY,14209,1002300001012000,,,,,,,,,
10217495,INITIAL,GEN20-9482206,07/13/2020 12:00:00 AM +0000,07/13/2020 12:00:00 AM +0000,07/13/2020 12:00:00 AM +0000,PASSED,Gerald Williams,311 call cars moved.,730,COLUMBUS PKWY,730 COLUMBUS PKWY,BUFFALO,NY,14213,0997400001002000,42.903640564504954,-78.89611656004452,POINT (-78.896116560045 42.903640564505),NIAGARA,District B,70,3,3006,West Side
10217496,INITIAL,GEN20-9482207,07/13/2020 12:00:00 AM +0000,07/13/2020 12:00:00 AM +0000,07/13/2020 12:00:00 AM +0000,VIOLATION,Gerald Williams,311 call.,48,ARKANSAS,48 ARKANSAS,BUFFALO,NY,14213,0993400007019000,42.91446988260491,-78.89561664283627,POINT (-78.895616642836 42.914469882605),NIAGARA,District B,61,3,3009,Upper West Side
10217498,INITIAL,GEN20-9482208,07/15/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,VIOLATION,Andrew Blersch,311,51,TENNYSON,51 TENNYSON,BUFFALO,NY,14216,0786300003039000,42.948781268474846,-78.86719749111899,POINT (-78.867197491119 42.948781268475),DELAWARE,District D,51,4,4002,North Park
10229713,INITIAL,GEN20-9487519,11/02/2020 12:00:00 AM +0000,11/02/2020 12:00:00 AM +0000,11/02/2020 12:00:00 AM +0000,WAIVED,ANGELA   WHITE,"<FONT face=""Times New Roman"" size=1>311 Complaint - was referred to MD via D.Z. close A.W.</FONT>",80,FOREST,80 FOREST,BUFFALO,NY,14213,0885800001003100,42.92783929475632,-78.89600231600399,POINT (-78.896002316004 42.927839294756),NORTH,District D,171,1,1011,Upper West Side
10229713,INITIAL,GEN20-9487519,11/02/2020 12:00:00 AM +0000,11/02/2020 12:00:00 AM +0000,11/02/2020 12:00:00 AM +0000,WAIVED,ANGELA   WHITE,"<FONT face=""Times New Roman"" size=1>311 Complaint - was referred to MD via D.Z. close A.W.</FONT>",80,FOREST,80 FOREST,BUFFALO,NY,14213,0885800002008000,42.92783929475632,-78.89600231600399,POINT (-78.896002316004 42.927839294756),NORTH,District D,171,1,1011,Upper West Side
10229714,INITIAL,GEN20-9487520,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,lov,754,SYCAMORE,754 SYCAMORE,BUFFALO,NY,14212,1112700004004000,,,,,,,,,
10229722,PROGRESS,GEN20-9483971,11/05/2020 12:00:00 AM +0000,11/05/2020 12:00:00 AM +0000,11/05/2020 12:00:00 AM +0000,NOPROGRESS,ANGELA   WHITE,"<P>nc</P><P>&nbsp;2, 3, 17, motorcycle, T.C. requested pics 4 tics on 11/05/20</P>",455,HERKIMER,455 HERKIMER,BUFFALO,NY,14213,0887500001037000,42.92510594017498,-78.89210839126586,POINT (-78.892108391266 42.925105940175),NIAGARA,District D,171,3,3002,Upper West Side
10229726,INITIAL,GEN20-9487521,11/10/2020 12:00:00 AM +0000,11/10/2020 12:00:00 AM +0000,11/10/2020 12:00:00 AM +0000,VIOLATION,John C Stephens,No Progress,185,HAMPSHIRE,185 HAMPSHIRE,BUFFALO,NY,14213,0995000003002000,42.91167528771968,-78.8944532770361,POINT (-78.894453277036 42.91167528772),NIAGARA,District B,69.01,3,3008,West Side
10229727,INITIAL,GEN20-9487522,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,lov,251,WOLTZ,251 WOLTZ,BUFFALO,NY,14211,1016900002043000,42.90034721712477,-78.83545028377226,POINT (-78.835450283772 42.900347217125),FILLMORE,District C,27.02,2,2000,Broadway Fillmore
10229743,INITIAL,GEN20-9487526,11/06/2020 12:00:00 AM +0000,11/06/2020 12:00:00 AM +0000,11/06/2020 12:00:00 AM +0000,NCA,ANGELA   WHITE,311 complaint,585,DELAVAN WEST,585 DELAVAN WEST,BUFFALO,NY,14222,0897700004007000,42.92215677338718,-78.87744473321281,POINT (-78.877444733213 42.922156773387),DELAWARE,District D,63.01,2,2007,Elmwood Bidwell
10229744,INITIAL,GEN20-9487527,04/26/2021 12:00:00 AM +0000,11/16/2020 12:00:00 AM +0000,11/16/2020 12:00:00 AM +0000,VIOLATION,Luis Soto,,82,NEWFIELD,82 NEWFIELD,BUFFALO,NY,14207,0773400005025000,42.9585671891979,-78.89563499131742,POINT (-78.895634991317 42.958567189198),NORTH,District D,58.02,4,4001,Riverside
10229749,INITIAL,GEN20-9487528,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,lov,243,WOLTZ,243 WOLTZ,BUFFALO,NY,14211,1016900002040000,42.90017900271757,-78.83545105669435,POINT (-78.835451056694 42.900179002718),FILLMORE,District C,27.02,2,2000,Broadway Fillmore
10229752,INITIAL,GEN20-9487529,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,ED FULLAGAR,,3223,MAIN,3223 MAIN,BUFFALO,NY,14214,0795500004001000,42.951534057131546,-78.82539728462422,POINT (-78.825397284624 42.951534057132),UNIVERSITY,District E,47,1,1003,University Heights
10229757,INITIAL,GEN20-9487531,11/30/2020 12:00:00 AM +0000,11/16/2020 12:00:00 AM +0000,11/16/2020 12:00:00 AM +0000,VIOLATION,Luis Soto,Debris,604,ONTARIO,604 ONTARIO,BUFFALO,NY,14207,0773400003010000,42.95956492639554,-78.89467078200258,POINT (-78.894670782003 42.959564926396),NORTH,District D,58.01,1,1016,Riverside
10229760,INITIAL,GEN20-9487532,11/05/2020 12:00:00 AM +0000,11/05/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,John Huffnagle,Rubbish,1582,DELAWARE,1582 DELAWARE,BUFFALO,NY,14209,0896300003011000,42.92696228713183,-78.86775591717246,POINT (-78.867755917172 42.926962287132),DELAWARE,District D,63.02,1,1006,Elmwood Bidwell
10229762,INITIAL,GEN20-9487533,12/22/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,42,CROSSMAN AVE,42 CROSSMAN AVE,BUFFALO,NY,14211,1014300001036000,42.91440356416784,-78.80275128064531,POINT (-78.802751280645 42.914403564168),LOVEJOY,District C,38,2,2005,Schiller Park
10229764,INITIAL,GEN20-9487534,11/16/2020 12:00:00 AM +0000,11/16/2020 12:00:00 AM +0000,11/16/2020 12:00:00 AM +0000,VIOLATION,Michael J Kelly,Wind Storm Response,703,WASHINGTON,703 WASHINGTON,BUFFALO,NY,14203,1113100013003000,42.8930172925339,-78.8708279661099,POINT (-78.87082796611 42.893017292534),ELLICOTT,District B,165,1,1005,Central
10229770,INITIAL,GEN20-9487535,11/12/2020 12:00:00 AM +0000,11/12/2020 12:00:00 AM +0000,11/12/2020 12:00:00 AM +0000,VIOLATION,John C Stephens,Fail 311,28,RIPLEY,28 RIPLEY,BUFFALO,NY,14213,0995200006033000,42.90896792356016,-78.88284500378911,POINT (-78.882845003789 42.90896792356),NIAGARA,District B,67.01,2,2002,Elmwood Bryant
10229772,INITIAL,GEN20-9487536,,11/13/2020 12:00:00 AM +0000,11/13/2020 12:00:00 AM +0000,NCA,Monique Bates,dropped off card to tenet to schedule an inspection,80,HIRSCHBECK,80 HIRSCHBECK,BUFFALO,NY,14212,1122400003001000,42.89876196395264,-78.81705810340314,POINT (-78.817058103403 42.898761963953),FILLMORE,District C,28,3,3002,Genesee-Moselle
10229776,INITIAL,GEN20-9487537,11/12/2020 12:00:00 AM +0000,11/12/2020 12:00:00 AM +0000,11/12/2020 12:00:00 AM +0000,VIOLATION,John C Stephens,Fail,221,UTICA WEST,221 UTICA WEST,BUFFALO,NY,14222,1003800004044000,42.911333160251466,-78.87473091503755,POINT (-78.874730915038 42.911333160251),NIAGARA,District B,66.02,2,2002,Elmwood Bryant
10229782,INITIAL,GEN20-9487539,11/20/2020 12:00:00 AM +0000,11/20/2020 12:00:00 AM +0000,11/20/2020 12:00:00 AM +0000,VIOLATION,Michael J Kelly,311/Garage,81,PARADE EAST,81 PARADE EAST,BUFFALO,NY,14211,1016100009032000,42.90555704163569,-78.83570623083989,POINT (-78.83570623084 42.905557041636),MASTEN,District C,35,1,1012,MLK Park
10229783,INITIAL,GEN20-9487540,11/12/2020 12:00:00 AM +0000,11/12/2020 12:00:00 AM +0000,11/12/2020 12:00:00 AM +0000,VIOLATION,John C Stephens,Fail,39,RICHMOND,39 RICHMOND,BUFFALO,NY,14222,1006100005001000,42.903701275533905,-78.881784793318,POINT (-78.881784793318 42.903701275534),ELLICOTT,District B,67.01,1,1002,Elmwood Bryant
10229784,INITIAL,GEN20-9487541,12/22/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,11/18/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,50,CROSSMAN AVE,50 CROSSMAN AVE,BUFFALO,NY,14211,1014300001038000,42.914535399119565,-78.80274717419213,POINT (-78.802747174192 42.91453539912),LOVEJOY,District C,38,2,2005,Schiller Park
10229790,INITIAL,GEN20-9487543,11/12/2020 12:00:00 AM +0000,11/12/2020 12:00:00 AM +0000,11/12/2020 12:00:00 AM +0000,VIOLATION,John C Stephens,Fail,215,ASHLAND,215 ASHLAND,BUFFALO,NY,14222,1004500003026000,42.91066586629895,-78.8786275535465,POINT (-78.878627553546 42.910665866299),NIAGARA,District B,67.01,3,3000,Elmwood Bryant
10229792,PROGRESS,GEN20-9487348,11/10/2020 12:00:00 AM +0000,11/10/2020 12:00:00 AM +0000,11/10/2020 12:00:00 AM +0000,NOPROGRESS,Robert Roman,called other numbers from accurent (347) 623-3926 and (347) 554-4418 and I also put a board up onto property,799,EAGLE EAST,799 EAGLE EAST,BUFFALO,NY,14210,1118300004002000,42.87911131958742,-78.84543758572708,POINT (-78.845437585727 42.879111319587),FILLMORE,District C,164,3,3000,Ellicott
10201722,PROGRESS,GEN19-9459307,08/08/2019 12:00:00 AM +0000,,08/08/2019 12:00:00 AM +0000,PROGRESS,John C Stephens,,584,ELMWOOD,584 ELMWOOD,BUFFALO,NY,14222,1003700004007000,42.91285288132673,-78.87714266974996,POINT (-78.87714266975 42.912852881327),NIAGARA,District B,66.01,2,2009,Elmwood Bryant
10201723,INITIAL,GEN19-9474962,,12/27/2019 12:00:00 AM +0000,12/30/2019 12:00:00 AM +0000,VIOLATION,John Huffnagle,,10,MCCLELLAN,10 MCCLELLAN,BUFFALO,NY,14220,1334900006042000,42.84420608121424,-78.81500022764178,POINT (-78.815000227642 42.844206081214),SOUTH,District A,8,1,1006,South Park
10201724,PROGRESS,GEN19-9459307,09/09/2019 12:00:00 AM +0000,,09/09/2019 12:00:00 AM +0000,PROGRESS,John C Stephens,,584,ELMWOOD,584 ELMWOOD,BUFFALO,NY,14222,1003700004007000,42.91285288132673,-78.87714266974996,POINT (-78.87714266975 42.912852881327),NIAGARA,District B,66.01,2,2009,Elmwood Bryant
10201725,PROGRESS,GEN19-9459307,12/17/2019 12:00:00 AM +0000,,12/17/2019 12:00:00 AM +0000,PASSED,John C Stephens,,584,ELMWOOD,584 ELMWOOD,BUFFALO,NY,14222,1003700004007000,42.91285288132673,-78.87714266974996,POINT (-78.87714266975 42.912852881327),NIAGARA,District B,66.01,2,2009,Elmwood Bryant
10201731,INITIAL,GEN19-9474963,,12/30/2019 12:00:00 AM +0000,12/30/2019 12:00:00 AM +0000,VIOLATION,Aaron Figueroa,,626,LISBON,626 LISBON,BUFFALO,NY,14215,0797400002037000,42.94667496379981,-78.80553746448986,POINT (-78.80553746449 42.9466749638),UNIVERSITY,District E,43,1,1003,Kensington-Bailey
10201737,INITIAL,GEN19-9474964,,12/30/2019 12:00:00 AM +0000,12/30/2019 12:00:00 AM +0000,VIOLATION,Luis Soto,,306,CROWLEY,306 CROWLEY,BUFFALO,NY,14207,0775000003012000,42.95246624464554,-78.89894853453269,POINT (-78.898948534533 42.952466244646),NORTH,District D,57,3,3002,Riverside
10201741,INITIAL,GEN19-9474965,,,12/30/2019 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,,245,FLORIDA,245 FLORIDA,BUFFALO,NY,14208,0898200004030000,42.9201408682049,-78.84987705283781,POINT (-78.849877052838 42.920140868205),MASTEN,District E,33.01,1,1002,Hamlin Park
10201744,INITIAL,GEN19-9474966,,,12/30/2019 12:00:00 AM +0000,VIOLATION,Jennifer K Lewis,,93,MASSACHUSETTS,93 MASSACHUSETTS,BUFFALO,NY,14213,0995800006002000,42.9079795242897,-78.8971267463567,POINT (-78.897126746357 42.90797952429),NIAGARA,District B,70,1,1009,West Side
