RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,Link,Latitude,Longitude,Location1
003545-05CP,Complaint,Request,,,2005-08-04,,,Completed,1702 11TH AVE S,SEATTLE,WA,98134,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003545-05CP,47.58814550,-122.31817036,"1702 11TH AVE S
SEATTLE, WA 98134
(47.5881455, -122.31817036)"
003327-14CP,Complaint,Request,,,2014-06-18,,,Completed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003327-14CP,,,
1007145-VI,Notice of Violation,Case,,,2005-12-29,,,Completed,4244 7TH AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1007145-VI,47.65876706,-122.32056454,"4244 7TH AVE NE
SEATTLE, WA 98105
(47.65876706, -122.32056454)"
1025978-VI,Notice of Violation,Case,,,2011-08-22,,,NOV Issued,2423 5TH AVE W,SEATTLE,WA,98119,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1025978-VI,47.64030049,-122.36391947,"2423 5TH AVE W
SEATTLE, WA 98119
(47.64030049, -122.36391947)"
1011442-VI,Notice of Violation,Case,,,2007-03-23,,,Completed,800 POPLAR PL S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011442-VI,47.59539323,-122.31211757,"800 POPLAR PL S
SEATTLE, WA 98144
(47.59539323, -122.31211757)"
1039419-VI,Notice of Violation,Case,,,2017-02-03,,,Initiated,1414 S COLUMBIAN WAY,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039419-VI,47.57199355,-122.31429705,"1414 S COLUMBIAN WAY
SEATTLE, WA 98144
(47.57199355, -122.31429705)"
1001661-VI,Notice of Violation,Case,,,2004-03-04,,,Completed,5214 DELRIDGE WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001661-VI,47.55449534,-122.36272716,"5214 DELRIDGE WAY SW
SEATTLE, WA 98106
(47.55449534, -122.36272716)"
1002371-VI,Notice of Violation,Case,,,2004-05-24,,,Completed,6602 BEACON AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1002371-VI,47.54348861,-122.29916533,"6602 BEACON AVE S
SEATTLE, WA 98108
(47.54348861, -122.29916533)"
1007307-VI,Notice of Violation,Case,,,2006-01-23,,,Completed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1007307-VI,,,
1004078-VI,Notice of Violation,Case,,,2004-12-07,,,Completed,5411 26TH AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004078-VI,47.55331558,-122.36594643,"5411 26TH AVE SW
SEATTLE, WA 98106
(47.55331558, -122.36594643)"
1011524-VI,Notice of Violation,Case,,,2007-04-03,,,Completed,6515 BROOKLYN AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011524-VI,47.67635075,-122.31460708,"6515 BROOKLYN AVE NE
SEATTLE, WA 98115
(47.67635075, -122.31460708)"
1023998-VI,Notice of Violation,Case,,,2010-10-04,,,Initiated,14092 23RD PL NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1023998-VI,47.73227831,-122.30433815,"14092 23RD PL NE
SEATTLE, WA 98125
(47.73227831, -122.30433815)"
1030688-VI,Notice of Violation,Case,,,2013-10-10,,,Completed,4759 BROOKLYN AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1030688-VI,47.66478239,-122.31451775,"4759 BROOKLYN AVE NE
SEATTLE, WA 98105
(47.66478239, -122.31451775)"
1037432-VI,Notice of Violation,Case,,,2016-05-10,,,Completed,1003 NE 72ND ST,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037432-VI,47.68073396,-122.31718327,"1003 NE 72ND ST
SEATTLE, WA 98115
(47.68073396, -122.31718327)"
1030898-VI,Notice of Violation,Case,,,2013-11-15,,,Completed,1257 S CLOVERDALE ST,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1030898-VI,47.52657674,-122.3151544,"1257 S CLOVERDALE ST
SEATTLE, WA 98108
(47.52657674, -122.3151544)"
1040914-VI,Notice of Violation,Case,,,2017-08-07,,,NOV Issued,8145 DELRIDGE WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1040914-VI,47.52878229,-122.3608207,"8145 DELRIDGE WAY SW
SEATTLE, WA 98106
(47.52878229, -122.3608207)"
1044196-TR,Tenant Relocation,Request,,,2018-05-09,,,Completed,9270 51ST AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1044196-TR,47.51911758,-122.26963983,"9270 51ST AVE S
SEATTLE, WA 98118
(47.51911758, -122.26963983)"
1040045-VI,Notice of Violation,Case,,,2017-04-26,,,NOV Issued,1402 NE 125TH ST,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1040045-VI,47.71961858,-122.31382161,"1402 NE 125TH ST
SEATTLE, WA 98125
(47.71961858, -122.31382161)"
1037900-VI,Notice of Violation,Case,,,2016-07-13,,,Initiated,7359 16TH AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037900-VI,47.53567238,-122.35527899,"7359 16TH AVE SW
SEATTLE, WA 98106
(47.53567238, -122.35527899)"
1041241-VI,Notice of Violation,Case,,,2017-09-12,,,Completed,426 15TH AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1041241-VI,47.62304676,-122.3125068,"426 15TH AVE E
SEATTLE, WA 98112
(47.62304676, -122.3125068)"
004386-13CP,Complaint,Request,,,2013-08-28,,,Completed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004386-13CP,,,
1033357-VI,Notice of Violation,Case,,,2014-11-10,,,NOV Issued,2611 45TH AVE SW,SEATTLE,WA,98116,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033357-VI,47.58084825,-122.3898126,"2611 45TH AVE SW
SEATTLE, WA 98116
(47.58084825, -122.3898126)"
1001644-VI,Notice of Violation,Case,,,2004-03-02,,,Completed,4208 RAINIER AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001644-VI,47.56514926,-122.28782566,"4208 RAINIER AVE S
SEATTLE, WA 98118
(47.56514926, -122.28782566)"
002324-15CP,Complaint,Request,,,2015-03-30,,,Completed,540 27TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002324-15CP,47.60741804,-122.29757703,"540 27TH AVE
SEATTLE, WA 98122
(47.60741804, -122.29757703)"
1015230-VI,Notice of Violation,Case,,,2008-03-19,,,Referred to Law,1520 11TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1015230-VI,47.61467445,-122.31778156,"1520 11TH AVE
SEATTLE, WA 98122
(47.61467445, -122.31778156)"
1048412-TR,Tenant Relocation,Request,,,2019-09-19,,,Closed,4620 S JUNEAU ST,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1048412-TR,47.54988537,-122.27448842,"4620 S JUNEAU ST
SEATTLE, WA 98118
(47.54988537, -122.27448842)"
1014790-VI,Notice of Violation,Case,,,2008-01-29,,,Completed,1907 S BENNETT DR,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1014790-VI,47.55453170,-122.30801468,"1907 S BENNETT DR
SEATTLE, WA
(47.5545317, -122.30801468)"
007128-16CP,Complaint,Request,,,2016-10-17,,,Closed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007128-16CP,,,
1003711-VI,Notice of Violation,Case,,,2004-10-19,,,Completed,6522 15TH AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1003711-VI,47.67648518,-122.31168451,"6522 15TH AVE NE
SEATTLE, WA 98115
(47.67648518, -122.31168451)"
1015122-VI,Notice of Violation,Case,,,2008-03-07,,,Completed,317 CORYELL CT E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1015122-VI,47.62107832,-122.30815814,"317 CORYELL CT E
SEATTLE, WA 98112
(47.62107832, -122.30815814)"
1005486-VI,Notice of Violation,Case,,,2005-06-10,,,Completed,1008 E LYNN ST,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1005486-VI,47.63973476,-122.3196158,"1008 E LYNN ST
SEATTLE, WA 98102
(47.63973476, -122.3196158)"
1041193-VI,Notice of Violation,Case,,,2017-09-06,,,Warning,3625 BEACH DR SW,SEATTLE,WA,98116,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1041193-VI,47.57185499,-122.41266185,"3625 BEACH DR SW
SEATTLE, WA 98116
(47.57185499, -122.41266185)"
1045242-TR,Tenant Relocation,Request,,,2018-10-05,,,Completed,516 NE 85TH ST,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045242-TR,47.69061041,-122.32237104,"516 NE 85TH ST
SEATTLE, WA 98115
(47.69061041, -122.32237104)"
1033073-TR,Tenant Relocation,Request,,,2014-10-06,,,Initiated,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033073-TR,,,
1034209-VI,Notice of Violation,Case,,,2015-03-17,,,NOV Issued,215 2ND AVE S,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034209-VI,47.60038734,-122.33197468,"215 2ND AVE S
SEATTLE, WA 98104
(47.60038734, -122.33197468)"
1045834-TR,Tenant Relocation,Request,,,2019-02-01,,,Closed,121 ALOHA ST,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045834-TR,47.62701995,-122.35432367,"121 ALOHA ST
SEATTLE, WA 98109
(47.62701995, -122.35432367)"
1033778-VI,Notice of Violation,Case,,,2015-01-16,,,NOV Issued,6514 15TH AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033778-VI,47.67629450,-122.31170393,"6514 15TH AVE NE
SEATTLE, WA 98115
(47.6762945, -122.31170393)"
1006553-VI,Notice of Violation,Case,,,2005-10-11,,,Completed,927 N 91ST ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1006553-VI,47.69474824,-122.34600212,"927 N 91ST ST
SEATTLE, WA 98103
(47.69474824, -122.34600212)"
1007609-VI,Notice of Violation,Case,,,2006-02-24,,,Completed,3636 LINDEN AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1007609-VI,47.65227086,-122.34841706,"3636 LINDEN AVE N
SEATTLE, WA 98103
(47.65227086, -122.34841706)"
1036079-VI,Notice of Violation,Case,,,2015-11-06,,,Initiated,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036079-VI,,,
1027551-UB,Unfit Building,Case,,,2012-06-04,,,Completed,4029 7TH AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1027551-UB,47.65642070,-122.32127839,"4029 7TH AVE NE
SEATTLE, WA 98105
(47.6564207, -122.32127839)"
1029949-VI,Notice of Violation,Case,,,2013-07-02,,,Completed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1029949-VI,,,
002694-17CP,Complaint,Request,,,2017-04-11,,,Closed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002694-17CP,,,
1001050-VI,Notice of Violation,Case,,,2003-11-21,,,Completed,12735 39TH AVE NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001050-VI,47.72198670,-122.28668212,"12735 39TH AVE NE
SEATTLE, WA 98125
(47.7219867, -122.28668212)"
1036087-VI,Notice of Violation,Case,,,2015-11-06,,,Initiated,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036087-VI,,,
1017431-VI,Notice of Violation,Case,,,2008-09-26,,,Completed,4614 S ORCHARD ST,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1017431-VI,47.53845364,-122.27462614,"4614 S ORCHARD ST
SEATTLE, WA 98118
(47.53845364, -122.27462614)"
1004938-VI,Notice of Violation,Case,,,2005-04-11,,,Completed,6515 15TH AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004938-VI,47.67629390,-122.31217755,"6515 15TH AVE NE
SEATTLE, WA 98115
(47.6762939, -122.31217755)"
1013432-VI,Notice of Violation,Case,,,2007-09-12,,,Warning,11004 14TH AVE NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1013432-VI,47.70872616,-122.31350958,"11004 14TH AVE NE
SEATTLE, WA 98125
(47.70872616, -122.31350958)"
1012345-VI,Notice of Violation,Case,,,2007-06-11,,,Completed,3253 NE 98TH ST,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1012345-VI,47.70002427,-122.29165382,"3253 NE 98TH ST
SEATTLE, WA 98115
(47.70002427, -122.29165382)"
1002311-VI,Notice of Violation,Case,,,2004-05-14,,,Completed,5214 DELRIDGE WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1002311-VI,47.55449534,-122.36272716,"5214 DELRIDGE WAY SW
SEATTLE, WA 98106
(47.55449534, -122.36272716)"
1031221-VI,Notice of Violation,Case,,,2014-01-16,,,Initiated,5913 RAINIER AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1031221-VI,47.54910453,-122.27746425,"5913 RAINIER AVE S
SEATTLE, WA 98118
(47.54910453, -122.27746425)"
1045201-UB,Unfit Building,Case,,,2018-10-11,,,Initiated,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045201-UB,,,
1025239-TR,Tenant Relocation,Request,,,2011-04-19,,,Initiated,7560 CALIFORNIA AVE SW,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1025239-TR,47.53476782,-122.38697722,"7560 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.53476782, -122.38697722)"
1031889-VI,Notice of Violation,Case,,,2014-05-05,,,NOV Issued,14033 32ND AVE NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1031889-VI,47.73108506,-122.29423267,"14033 32ND AVE NE
SEATTLE, WA 98125
(47.73108506, -122.29423267)"
1039422-VI,Notice of Violation,Case,,,2017-02-03,,,Completed,1410 S COLUMBIAN WAY,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039422-VI,47.57231976,-122.3143705,"1410 S COLUMBIAN WAY
SEATTLE, WA 98144
(47.57231976, -122.3143705)"
1027552-UB,Unfit Building,Case,,,2012-06-04,,,Initiated,4033 7TH AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1027552-UB,47.65655875,-122.32127882,"4033 7TH AVE NE
SEATTLE, WA 98105
(47.65655875, -122.32127882)"
1024117-VI,Notice of Violation,Case,,,2010-10-19,,,Warning,7140 18TH AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1024117-VI,47.53787551,-122.35704984,"7140 18TH AVE SW
SEATTLE, WA 98106
(47.53787551, -122.35704984)"
1011458-VI,Notice of Violation,Case,,,2007-03-23,,,Initiated,6338 14TH AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011458-VI,47.67559628,-122.31291387,"6338 14TH AVE NE
SEATTLE, WA 98115
(47.67559628, -122.31291387)"
1002392-VI,Notice of Violation,Case,,,2004-05-26,,,Completed,6602 BEACON AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1002392-VI,47.54348861,-122.29916533,"6602 BEACON AVE S
SEATTLE, WA 98108
(47.54348861, -122.29916533)"
1002066-VI,Notice of Violation,Case,,,2004-04-21,,,Completed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1002066-VI,,,
1050722-CT,Citation,Case,,,2020-08-11,,,Initiated,1611 E Lynn ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050722-CT,47.63938322,-122.30994334,"1611 E Lynn ST
(47.63938322, -122.30994334)"
1003083-VI,Notice of Violation,Case,,,2004-08-06,,,Completed,7762 HIGHLAND PARK WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1003083-VI,47.53283514,-122.34647697,"7762 HIGHLAND PARK WAY SW
SEATTLE, WA 98106
(47.53283514, -122.34647697)"
1038102-VI,Notice of Violation,Case,,,2016-08-09,,,Initiated,710 6TH AVE S,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038102-VI,47.59654387,-122.32600961,"710 6TH AVE S
SEATTLE, WA 98104
(47.59654387, -122.32600961)"
001091-16CP,Complaint,Request,,,2016-01-08,,,Completed,1505 E HARRISON ST,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001091-16CP,47.62190550,-122.31220031,"1505 E HARRISON ST
SEATTLE, WA 98112
(47.6219055, -122.31220031)"
1040975-VI,Notice of Violation,Case,,,2017-08-16,,,Initiated,2411 42ND AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1040975-VI,47.64094069,-122.27849711,"2411 42ND AVE E
SEATTLE, WA 98112
(47.64094069, -122.27849711)"
1008503-VI,Notice of Violation,Case,,,2006-05-23,,,Completed,2317 S EDDY ST,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008503-VI,47.54520431,-122.30337003,"2317 S EDDY ST
SEATTLE, WA 98108
(47.54520431, -122.30337003)"
1005313-VI,Notice of Violation,Case,,,2005-05-24,,,Completed,1012 W ARMOUR ST,SEATTLE,WA,98119,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1005313-VI,47.64520230,-122.37092211,"1012 W ARMOUR ST
SEATTLE, WA 98119
(47.6452023, -122.37092211)"
1001733-VI,Notice of Violation,Case,,,2004-03-12,,,Completed,3210 34TH AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001733-VI,47.57483196,-122.28966511,"3210 34TH AVE S
SEATTLE, WA 98144
(47.57483196, -122.28966511)"
1048354-TR,Tenant Relocation,Request,,,2019-09-18,,,Closed,5016 FAUNTLEROY WAY SW,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1048354-TR,47.55700071,-122.3810102,"5016 FAUNTLEROY WAY SW
SEATTLE, WA 98136
(47.55700071, -122.3810102)"
1008616-VI,Notice of Violation,Case,,,2006-06-07,,,Completed,1412 N 35TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008616-VI,47.64942534,-122.34077798,"1412 N 35TH ST
SEATTLE, WA 98103
(47.64942534, -122.34077798)"
1036081-VI,Notice of Violation,Case,,,2015-11-06,,,Initiated,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036081-VI,,,
1011445-VI,Notice of Violation,Case,,,2007-03-23,,,Completed,1517 BOYLSTON AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011445-VI,47.61466931,-122.32365686,"1517 BOYLSTON AVE
SEATTLE, WA 98122
(47.61466931, -122.32365686)"
1002880-VI,Notice of Violation,Case,,,2004-07-19,,,Completed,3107 EASTLAKE AVE E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1002880-VI,47.64919254,-122.32353115,"3107 EASTLAKE AVE E
SEATTLE, WA 98102
(47.64919254, -122.32353115)"
1020437-VI,Notice of Violation,Case,,,2009-08-27,,,Completed,5121 SW OLGA ST,SEATTLE,WA,98116,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1020437-VI,47.58036903,-122.39829946,"5121 SW OLGA ST
SEATTLE, WA 98116
(47.58036903, -122.39829946)"
001351-03CP,Complaint,Request,,,2003-12-18,,,Completed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001351-03CP,,,
1038760-VI,Notice of Violation,Case,,,2016-10-28,,,Initiated,4301 SW MILLS ST,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038760-VI,47.54134662,-122.387614,"4301 SW MILLS ST
SEATTLE, WA 98136
(47.54134662, -122.387614)"
1045260-TR,Tenant Relocation,Request,,,2018-10-18,,,Completed,609 W NICKERSON ST,SEATTLE,WA,98119,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045260-TR,47.65154002,-122.36509469,"609 W NICKERSON ST
SEATTLE, WA 98119
(47.65154002, -122.36509469)"
1044155-UB,Unfit Building,Case,,,2018-05-02,,,Closed,4339 29TH AVE W,SEATTLE,WA,98199,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1044155-UB,47.65957736,-122.39527131,"4339 29TH AVE W
SEATTLE, WA 98199
(47.65957736, -122.39527131)"
003664-14CP,Complaint,Request,,,2014-07-07,,,Completed,4742 16TH AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003664-14CP,47.66430884,-122.31051474,"4742 16TH AVE NE
SEATTLE, WA 98105
(47.66430884, -122.31051474)"
1014522-VI,Notice of Violation,Case,,,2007-12-28,,,NOV Issued,8515 11TH AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1014522-VI,47.69123458,-122.37068005,"8515 11TH AVE NW
SEATTLE, WA 98117
(47.69123458, -122.37068005)"
1010546-VI,Notice of Violation,Case,,,2006-12-13,,,Completed,3857 24TH AVE W,SEATTLE,WA,98199,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1010546-VI,47.65573205,-122.38769462,"3857 24TH AVE W
SEATTLE, WA 98199
(47.65573205, -122.38769462)"
1018036-VI,Notice of Violation,Case,,,2008-12-10,,,Completed,9363 BEACON AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1018036-VI,47.51734321,-122.27584704,"9363 BEACON AVE S
SEATTLE, WA 98118
(47.51734321, -122.27584704)"
1045322-UB,Unfit Building,Case,,,2018-10-30,,,Closed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045322-UB,,,
1005303-VI,Notice of Violation,Case,,,2005-05-23,,,Completed,322 N 97TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1005303-VI,47.69984733,-122.35440176,"322 N 97TH ST
SEATTLE, WA 98103
(47.69984733, -122.35440176)"
006290-15CP,Complaint,Request,,,2015-09-24,,,Completed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006290-15CP,,,
1018368-VI,Notice of Violation,Case,,,2009-02-02,,,Completed,3317 NE 135TH ST,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1018368-VI,47.72628107,-122.29148975,"3317 NE 135TH ST
SEATTLE, WA 98125
(47.72628107, -122.29148975)"
004484-04CP,Complaint,Request,,,2004-10-21,,,Completed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004484-04CP,,,
