SUMMONS NUMBER,SUMMONS DATE,VIOLATION TIME,VIOLATION DESCRIPTION,ORIGINAL FINE,VIOLATION ADDRESS NUMBER,VIOLATION STREET,VIOLATION FULL ADDRESS,CITY,STATE,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK
48856042,05/19/2009,1118A,PARKED IN HANDICAPPED AREA,100,0,ALLEN ST LOT,ALLEN ST,Buffalo,NY,,,,,,,,
48856147,05/26/2009,0832A,ALTERNATE PARKING,30,0,D325 BRYANT,D325 BRYANT,Buffalo,NY,,,,,,,,
48865440,06/30/2009,0843A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
48866096,06/24/2009,0842A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
48871142,07/08/2009,0126P,EXPIRED INSPECTION STICKER (ALL),35,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
48876694,07/18/2009,0611P,NO PARKING,35,0,HERTEL ALLEY,HERTEL ALLEY,Buffalo,NY,,,,,,,,
48880202,09/03/2009,0858A,EXPIRED INSPECTION STICKER (ALL),35,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
48880711,08/03/2009,0132P,EXPIRED INSPECTION STICKER (ALL),35,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
48898139,09/16/2009,0131P,EXPIRED REGISTRATION STICKER,35,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
48898276,09/21/2009,0848A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
48927667,11/19/2009,0845A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
48927984,11/23/2009,0118P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49004712,12/24/2009,0916A,METER OVERTIME,30,0,ALLEN ST LOT,ALLEN ST,Buffalo,NY,,,,,,,,
49006663,12/29/2009,0906A,METER OVERTIME,30,0,ALLEN ST LOT,ALLEN ST,Buffalo,NY,,,,,,,,
49009465,01/06/2010,0846A,METER OVERTIME,30,0,FOREST ST LOT,FOREST ST,Buffalo,NY,,,,,,,,
49010964,01/08/2010,0248P,METER OVERTIME,30,0,VIRGINIA,VIRGINIA,Buffalo,NY,,,,,,,,
49014741,01/20/2010,0108P,METER OVERTIME,30,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
49026883,02/12/2010,0209P,EXPIRED INSPECTION STICKER (ALL),35,116,HOWLETT,116 HOWLETT,Buffalo,NY,,,,,,,,
49032347,03/08/2010,0123P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49033624,03/10/2010,0313P,METER OVERTIME,30,1357,DELAWARE,1357 DELAWARE,Buffalo,NY,,,,,,,,
49039264,03/16/2010,1123A,METHOD OF PARKING(ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49051663,04/15/2010,0918A,ALTERNATE PARKING,30,649,BIDWELL,649 BIDWELL,Buffalo,NY,,,,,,,,
49052600,04/16/2010,0921A,ALTERNATE PARKING,30,205,MARINER,205 MARINER,Buffalo,NY,,,,,,,,
49053841,04/19/2010,0825A,METHOD OF PARKING(ALL),35,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
S2306340,07/30/2019,0922A,ALTERNATE PARKING,40,97,POMONA,97 POMONA,Buffalo,NY,42.86209455143981,-78.81339012652866,"(42.86209455143981, -78.81339012652866)",SOUTH,District A,11,1,1010
49065555,05/24/2010,0318P,METER OVERTIME,30,1357,DELAWARE,1357 DELAWARE,Buffalo,NY,,,,,,,,
49077965,06/15/2010,0935A,NO STANDING,35,137,RING RD,137 RING RD,Buffalo,NY,,,,,,,,
49083282,06/28/2010,0854A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49092193,07/22/2010,1152A,METER OVERTIME,30,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
49115217,09/15/2010,0153P,PARKED LESS THAN 15 FT - FIRE HYDRANT,50,0,UTICA STREET LO,UTICA STREET LO,Buffalo,NY,,,,,,,,
49118982,09/23/2010,0159P,VEHICLE PARKED ON UNPAVED PORTION OR,50,357,COBB ALLEY,357 COBB ALLEY,Buffalo,NY,,,,,,,,
49132165,10/21/2010,0108P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49148940,11/24/2010,0919A,ALTERNATE PARKING,30,388,SEVENTEENTH,388 SEVENTEENTH,Buffalo,NY,,,,,,,,
49153911,12/08/2010,1133A,METHOD OF PARKING(ALL),35,0,FERRY WEST,FERRY WEST,Buffalo,NY,,,,,,,,
49157374,12/14/2010,0117P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49162512,12/27/2010,0911A,PARKING WITHOUT CONSENT (ALL),50,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49189859,02/22/2011,0308P,METHOD OF PARKING(ALL),35,0,GOODRICH,GOODRICH,Buffalo,NY,,,,,,,,
49193107,03/01/2011,0242P,METER OVERTIME,30,0,GOODRICH,GOODRICH,Buffalo,NY,,,,,,,,
49193553,03/02/2011,0153P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
A6131064,11/14/2008,0409P,ALTERNATE PARKING,30,9,JASPER PAR,9 JASPER PAR,Buffalo,NY,,,,,,,,
A6124145,11/16/2008,0500A,NO PARKING,35,202,ORA WRIGHT,202 ORA WRIGHT,Buffalo,NY,,,,,,,,
49212319,04/05/2011,0203P,METHOD OF PARKING(ALL),35,0,GOODRICH,GOODRICH,Buffalo,NY,,,,,,,,
49220113,04/21/2011,0211P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49227714,05/10/2011,0241P,EXPIRED REGISTRATION STICKER,35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49230283,05/17/2011,0946A,ALTERNATE PARKING,30,104,NORW,104 NORW,Buffalo,NY,,,,,,,,
49230973,05/19/2011,0837A,NO INSPECTIONS STICKER (ALL),35,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
49239525,06/08/2011,0936A,ALTERNATE PARKING,30,213,CALIFORNIA,213 CALIFORNIA,Buffalo,NY,,,,,,,,
49249832,06/29/2011,1135A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49254146,07/12/2011,1131A,NO PARKING,35,0,OAKLAND,OAKLAND,Buffalo,NY,,,,,,,,
49272533,08/24/2011,0902A,EXPIRED INSPECTION STICKER (ALL),35,0,ALLEN,ALLEN,Buffalo,NY,,,,,,,,
49274511,08/25/2011,1156A,EXPIRED REGISTRATION STICKER,35,183,HOBART,183 HOBART,Buffalo,NY,,,,,,,,
49274931,08/29/2011,0249P,METHOD OF PARKING(ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49276725,08/31/2011,0259P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49295889,10/18/2011,0109P,EXPIRED INSPECTION STICKER (ALL),35,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49299178,10/25/2011,0907A,ALTERNATE PARKING,30,0,COLLEGE,COLLEGE,Buffalo,NY,,,,,,,,
49299227,10/25/2011,0307P,METHOD OF PARKING(ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49319152,12/09/2011,0139P,METER OVERTIME,30,0,SENECA,SENECA,Buffalo,NY,,,,,,,,
49327700,12/21/2011,1038A,EXPIRED REGISTRATION STICKER,35,564,PENNSYLVANIA,564 PENNSYLVANIA,Buffalo,NY,,,,,,,,
49344130,01/31/2012,0113P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49346739,02/07/2012,0845A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
A5978361,12/23/2008,0715A,ALTERNATE PARKING,30,74,COMMONWEAL,74 COMMONWEAL,Buffalo,NY,,,,,,,,
49356153,02/28/2012,0209P,METHOD OF PARKING(ALL),35,0,HIGH,HIGH,Buffalo,NY,,,,,,,,
49400059,06/12/2012,0112P,METHOD OF PARKING(ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49411277,07/11/2012,0201P,METHOD OF PARKING(ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49423435,09/05/2012,0845A,METER OVERTIME,30,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
49424348,09/06/2012,0839A,EXPIRED REGISTRATION STICKER,35,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
49458612,11/08/2012,0157P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49464136,11/20/2012,0212P,METER OVERTIME,30,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
49474103,12/12/2012,0106P,METHOD OF PARKING(ALL),35,0,BROADWAY,BROADWAY,Buffalo,NY,,,,,,,,
49485577,01/11/2013,1122A,ALTERNATE PARKING,30,537,CAROLINA,537 CAROLINA,Buffalo,NY,,,,,,,,
49494886,02/07/2013,0915A,ALTERNATE PARKING,30,289,MARINER,289 MARINER,Buffalo,NY,,,,,,,,
49514869,03/20/2013,0831A,METER OVERTIME,30,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
49517309,03/25/2013,0937A,METER OVERTIME,30,0,ALLEN,ALLEN,Buffalo,NY,,,,,,,,
49523968,04/09/2013,0107P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49528801,04/18/2013,0310P,METHOD OF PARKING(ALL),35,0,DELAWARE,DELAWARE,Buffalo,NY,,,,,,,,
49528837,04/19/2013,1044A,METHOD OF PARKING(ALL),35,0,HURON WEST,HURON WEST,Buffalo,NY,,,,,,,,
49531351,05/01/2013,1131A,METHOD OF PARKING(ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49564686,07/17/2013,0947A,ALTERNATE PARKING,30,2004,YORK,2004 YORK,Buffalo,NY,,,,,,,,
49571685,08/02/2013,0115P,NO PARKING,35,0,HERTEL ALLEY,HERTEL ALLEY,Buffalo,NY,,,,,,,,
49573507,08/07/2013,0833A,METER OVERTIME,30,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
49573601,08/07/2013,0205P,NO STANDING,35,376,ALLEN,376 ALLEN,Buffalo,NY,,,,,,,,
49580946,08/26/2013,0914A,ALTERNATE PARKING,30,0,MARINER,MARINER,Buffalo,NY,,,,,,,,
49588356,09/11/2013,1127A,EXPIRED INSPECTION STICKER (ALL),35,0,NORTH ST EAST,NORTH ST EAST,Buffalo,NY,,,,,,,,
49598770,10/09/2013,0116P,METHOD OF PARKING(ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49603716,10/21/2013,0252P,METHOD OF PARKING(ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
49621567,12/10/2013,0941A,ALTERNATE PARKING,30,367,VICTORIA,367 VICTORIA,Buffalo,NY,,,,,,,,
48827206,02/27/2009,218P,METER OVERTIME,30,,FOREST ST LOT,FOREST ST LOT,Buffalo,NY,,,,,,,,
58662947,10/17/2007,0843A,METER OVERTIME,30,859,LAFAYETTE,859 LAFAYETTE,Buffalo,NY,,,,,,,,
A6163113,03/08/2009,0552P,ALTERNATE PARKING,30,126,JASPER PAR,126 JASPER PAR,Buffalo,NY,,,,,,,,
58741881,06/05/2008,0312P,METER OVERTIME,30,857,LAFAYETTE,857 LAFAYETTE,Buffalo,NY,,,,,,,,
58741972,06/09/2008,0838A,METER OVERTIME,30,857,LAFAYETTE,857 LAFAYETTE,Buffalo,NY,,,,,,,,
58745122,06/12/2008,0146P,METER OVERTIME,30,859,LAFAYETTE,859 LAFAYETTE,Buffalo,NY,,,,,,,,
A6171896,03/15/2009,0110A,EXPIRED INSPECTION STICKER (ALL),35,3,EAST CHIPP,3 EAST CHIPP,Buffalo,NY,,,,,,,,
58750614,07/01/2008,1025A,METER OVERTIME,30,857,LAFAYETTE,857 LAFAYETTE,Buffalo,NY,,,,,,,,
58756915,07/29/2008,0139P,METER OVERTIME,30,304,MOHAWK EAST,304 MOHAWK EAST,Buffalo,NY,,,,,,,,
58782202,10/16/2008,1043A,ALTERNATE PARKING,30,790,DEARBORN,790 DEARBORN,Buffalo,NY,,,,,,,,
58813608,01/20/2009,0137P,NO PARKING,35,170,BRADFORD,170 BRADFORD,Buffalo,NY,,,,,,,,
58822733,02/19/2009,0637P,ALTERNATE PARKING,30,558,WELLINGTON,558 WELLINGTON,Buffalo,NY,,,,,,,,
58827526,02/27/2009,0940A,ALTERNATE PARKING,30,485,LANCASTER,485 LANCASTER,Buffalo,NY,,,,,,,,
A6269841,04/08/2009,1035P,PARKED ON SIDEWALK (ALL),35,1170,DODGE,1170 DODGE,Buffalo,NY,,,,,,,,
58827884,03/09/2009,1008A,ALTERNATE PARKING,30,738,ST JAMES,738 ST JAMES,Buffalo,NY,,,,,,,,
Y8560907,04/09/2009,1239P,METER OVERTIME,30,0,PEARL,PEARL,Buffalo,NY,,,,,,,,
58854489,05/29/2009,0146P,METER OVERTIME,30,1364,DELAWARE,1364 DELAWARE,Buffalo,NY,,,,,,,,
58859249,06/05/2009,1153A,VEHICLE PARKED ON UNPAVED PORTION OR,50,2178,MINERAL SPRING,2178 MINERAL SPRING,Buffalo,NY,,,,,,,,
58874596,07/20/2009,0953A,NO PARKING,35,629,ST JAMES,629 ST JAMES,Buffalo,NY,,,,,,,,
58874715,07/22/2009,0134P,METER OVERTIME,30,837,LAFAYETTE,837 LAFAYETTE,Buffalo,NY,,,,,,,,
58882449,08/13/2009,0331P,METER OVERTIME,30,869,LINWOOD AVE,869 LINWOOD AVE,Buffalo,NY,,,,,,,,
59000003,12/16/2009,0923A,ALTERNATE PARKING,30,11,ATL,11 ATL,Buffalo,NY,,,,,,,,
59005186,12/29/2009,0148P,METER OVERTIME,30,0,LAFAYETTE,LAFAYETTE,Buffalo,NY,,,,,,,,
59008302,01/04/2010,0157P,METER OVERTIME,30,0,LAFAYETTE,LAFAYETTE,Buffalo,NY,,,,,,,,
59008639,01/05/2010,0222P,METER OVERTIME,30,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
59009060,01/06/2010,1107A,METER OVERTIME,30,0,LAFAYETTE,LAFAYETTE,Buffalo,NY,,,,,,,,
59012184,01/11/2010,0842A,METER OVERTIME,30,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
59023838,02/10/2010,0856A,NO PARKING,35,541,BRYANT,541 BRYANT,Buffalo,NY,,,,,,,,
59027231,02/18/2010,0131P,ALTERNATE PARKING,30,485,LANCASTER,485 LANCASTER,Buffalo,NY,,,,,,,,
59032300,03/01/2010,0303P,NO STANDING,35,430,LINCOLN WOODS,430 LINCOLN WOODS,Buffalo,NY,,,,,,,,
Y8853099,05/15/2009,0234P,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
D8857231,05/21/2009,0651P,ALTERNATE PARKING,30,1259,AUBURN,1259 AUBURN,Buffalo,NY,,,,,,,,
A5775663,05/27/2009,0313A,ALTERNATE PARKING,30,4,NEW SOUTHG,4 NEW SOUTHG,Buffalo,NY,,,,,,,,
59100419,08/20/2010,1045A,METER OVERTIME,30,1353,DELAWARE,1353 DELAWARE,Buffalo,NY,,,,,,,,
69001245,04/11/2011,0133P,METER OVERTIME,30,36,EAST_MOHAWK,36 EAST_MOHAWK,Buffalo,NY,,,,,,,,
69001292,05/17/2011,0134P,EXPIRED REGISTRATION STICKER,35,0,PEARL,PEARL,Buffalo,NY,,,,,,,,
38860595,06/09/2009,1052A,PARKED IN HANDICAPPED AREA,100,0,MARINE,MARINE,Buffalo,NY,,,,,,,,
79360855,07/18/2012,753P,PARKING WITHOUT CONSENT (ALL),50,329,ERIE BASIN,329 ERIE BASIN,Buffalo,NY,,,,,,,,
88627372,06/12/2007,0937A,METHOD OF PARKING(ALL),35,,18+20SWAN WEST,18+20SWAN WEST,Buffalo,NY,,,,,,,,
88646022,08/01/2007,1215P,METHOD OF PARKING(ALL),35,,12+14SWAN,12+14SWAN,Buffalo,NY,,,,,,,,
88651057,08/17/2007,0930A,NO STANDING,35,,LP13 MOHAWK EAST,LP13 MOHAWK EAST,Buffalo,NY,,,,,,,,
98555256,01/21/2007,1138P,ALTERNATE PARKING,30,164,IBIDWELL,164 IBIDWELL,Buffalo,NY,,,,,,,,
98590703,03/22/2007,0300P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98590974,03/30/2007,0225P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98601250,04/11/2007,1102A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98612789,05/09/2007,0226P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98630641,06/20/2007,1116A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98641527,07/18/2007,0317P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98680505,11/20/2007,1056A,METER OVERTIME,30,855,LAFAYETTE,855 LAFAYETTE,Buffalo,NY,,,,,,,,
98686521,12/07/2007,0236P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98686758,12/18/2007,0256P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98692032,01/03/2008,0233P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98692156,01/07/2008,0321P,EXPIRED REGISTRATION STICKER,35,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98702397,01/30/2008,0322P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98707463,02/21/2008,0838A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98718428,04/01/2008,0958A,EXPIRED INSPECTION STICKER (ALL),35,857,LAFAYETTE,857 LAFAYETTE,Buffalo,NY,,,,,,,,
98732130,04/25/2008,0838P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98732397,05/07/2008,0251P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98734766,05/20/2008,1206P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98734974,05/28/2008,0503P,ALTERNATE PARKING,30,130,ORTON,130 ORTON,Buffalo,NY,,,,,,,,
98747705,06/26/2008,0853A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
98759301,08/13/2008,0949A,NO REGISTRATION STICKER (ALL),35,369,CRESENT,369 CRESENT,Buffalo,NY,,,,,,,,
98759442,08/18/2008,0951A,NO STANDING,35,218,CHIPPEWA EAST,218 CHIPPEWA EAST,Buffalo,NY,,,,,,,,
N8868355,07/06/2009,0148P,EXPIRED INSPECTION STICKER (ALL),35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
N8868374,07/06/2009,0323P,EXPIRED REGISTRATION STICKER,35,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
98784553,10/17/2008,1213P,NO STANDING,35,271,CHIPPEWA WEST,271 CHIPPEWA WEST,Buffalo,NY,,,,,,,,
Y8869197,07/06/2009,1223P,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
A6324006,07/09/2009,1150A,NO STANDING,35,13,CRANDELL C,13 CRANDELL C,Buffalo,NY,,,,,,,,
98807205,01/06/2009,1019A,NO PARKING,35,403,LITCHFIELD,403 LITCHFIELD,Buffalo,NY,,,,,,,,
98831541,03/13/2009,1133A,NO STANDING,35,0,COIT ALLEY,COIT ALLEY,Buffalo,NY,,,,,,,,
A4765972,07/25/2008,0530P,NO STANDING,35,0,ALMA,ALMA,Buffalo,NY,,,,,,,,
A4905585,01/17/2008,0211P,PARKING WITHOUT CONSENT (ALL),50,115,ELM/CARLTO,115 ELM/CARLTO,Buffalo,NY,,,,,,,,
A4931231,10/13/2008,1057A,ALTERNATE PARKING,30,373,WOODWARD A,373 WOODWARD A,Buffalo,NY,,,,,,,,
A4981631,12/08/2008,1000A,PARKING VIOLATION,35,90,NORTH DIVI,90 NORTH DIVI,Buffalo,NY,,,,,,,,
A5006433,09/25/2007,0826A,PARKING WITHOUT CONSENT (ALL),50,2001,MAINST,2001 MAINST,Buffalo,NY,,,,,,,,
A5177130,07/09/2008,0610P,LESS THAN 20 FT FROM CROSSWALK,30,0,DISMONDA,DISMONDA,Buffalo,NY,,,,,,,,
A5182472,03/28/2007,0745P,PARKING WITHOUT CONSENT (ALL),50,,WILKESON @,WILKESON @,Buffalo,NY,,,,,,,,
A5192740,01/05/2010,0832P,PARKING IN WRONG DIRECTION (ALL),30,482,FILLMORE A,482 FILLMORE A,Buffalo,NY,,,,,,,,
A5229221,06/25/2009,1155A,PARKING WITHOUT CONSENT (ALL),50,520,NORTH LEGI,520 NORTH LEGI,Buffalo,NY,,,,,,,,
A5366756,02/15/2009,0230P,NO STANDING,35,61,LAWRENCE P,61 LAWRENCE P,Buffalo,NY,,,,,,,,
A5384444,12/26/2009,0642A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,35,785,FILLMORE A,785 FILLMORE A,Buffalo,NY,,,,,,,,
A5390055,08/16/2008,1108A,ALTERNATE PARKING,30,75,MASSACHUSE,75 MASSACHUSE,Buffalo,NY,,,,,,,,
A5391046,03/02/2007,0952P,PARKING WITHOUT CONSENT (ALL),50,469,DELAWARE A,469 DELAWARE A,Buffalo,NY,,,,,,,,
A5414743,06/07/2007,1228P,EXPIRED INSPECTION STICKER (ALL),35,0,RHODE ISLA,RHODE ISLA,Buffalo,NY,,,,,,,,
A5423983,05/30/2008,0915A,PARKING WITHOUT CONSENT (ALL),50,1349,MAINST,1349 MAINST,Buffalo,NY,,,,,,,,
A5438716,05/28/2009,1242P,ALTERNATE PARKING,30,41,JASPER PAR,41 JASPER PAR,Buffalo,NY,,,,,,,,
A5439630,08/03/2007,1225P,BLOCKED DRIVEWAY (ALL),35,114,COMMONWEAL,114 COMMONWEAL,Buffalo,NY,,,,,,,,
A5461024,02/10/2007,0805A,PARKING WITHOUT CONSENT (ALL),50,7007,MAIN,7007 MAIN,Buffalo,NY,,,,,,,,
A5465003,02/20/2007,0919A,PARKING WITHOUT CONSENT (ALL),50,62,SOUTH ELMW,62 SOUTH ELMW,Buffalo,NY,,,,,,,,
A5467372,04/12/2010,0205P,NO STANDING,35,0,CHURCH ST,CHURCH ST,Buffalo,NY,,,,,,,,
A5487204,10/04/2008,0500A,PARKED LESS THAN 15 FT - FIRE HYDRANT,50,347,EAST DELAV,347 EAST DELAV,Buffalo,NY,,,,,,,,
A5491113,02/24/2007,0110A,NO PARKING,35,232,CHIPPEWA,232 CHIPPEWA,Buffalo,NY,,,,,,,,
A5505393,09/05/2008,0950A,EXPIRED INSPECTION STICKER (ALL),35,394,MASSACHUSE,394 MASSACHUSE,Buffalo,NY,,,,,,,,
A5507434,04/01/2008,0145A,ALTERNATE PARKING,30,58,BENNETT VI,58 BENNETT VI,Buffalo,NY,,,,,,,,
A5512205,01/09/2007,0208A,EXPIRED INSPECTION STICKER (ALL),35,7104,FORDHAM DR,7104 FORDHAM DR,Buffalo,NY,,,,,,,,
A5513502,01/22/2007,0312P,ALTERNATE PARKING,30,98,198 LAWN,98 198 LAWN,Buffalo,NY,,,,,,,,
A5518236,06/17/2008,0750A,ALTERNATE PARKING,30,44,MASSACHUSE,44 MASSACHUSE,Buffalo,NY,,,,,,,,
A5535272,01/26/2007,0810P,PARKED ON SIDEWALK (ALL),35,114,ALMA,114 ALMA,Buffalo,NY,,,,,,,,
A5538886,01/29/2008,0910P,NO PARKING,35,39,OAKGROVE A,39 OAKGROVE A,Buffalo,NY,,,,,,,,
A5540150,01/06/2010,0900A,ALTERNATE PARKING,30,11,ST JOHNS P,11 ST JOHNS P,Buffalo,NY,,,,,,,,
A5552175,04/21/2008,0808A,PARKED LESS THAN 15 FT - FIRE HYDRANT,50,389,HUMBOLDT P,389 HUMBOLDT P,Buffalo,NY,,,,,,,,
A5567881,11/12/2007,0356A,PARKED LESS THAN 15 FT - FIRE HYDRANT,50,2,NORTH PARA,2 NORTH PARA,Buffalo,NY,,,,,,,,
A5589673,03/30/2007,0925A,EXPIRED INSPECTION STICKER (ALL),35,690,NORTHAMPTO,690 NORTHAMPTO,Buffalo,NY,,,,,,,,
A5593092,10/16/2007,0208P,PARKING VIOLATION,35,1,NIARARA PL,1 NIARARA PL,Buffalo,NY,,,,,,,,
A5594643,08/14/2007,1127A,NO PARKING,35,,CHURCH,CHURCH,Buffalo,NY,,,,,,,,
A5603493,10/31/2007,410P,NO PARKING,35,,W EAGLE,W EAGLE,Buffalo,NY,,,,,,,,
A5610216,09/19/2008,1150P,PARKING WITHOUT CONSENT (ALL),50,2001,MAINST,2001 MAINST,Buffalo,NY,,,,,,,,
A5612773,04/30/2009,0732P,PARKED IN HANDICAPPED AREA,100,2001,MAINST,2001 MAINST,Buffalo,NY,,,,,,,,
A5616811,04/25/2007,0741P,BLOCKED DRIVEWAY (ALL),35,11,S. DIVISIO,11 S. DIVISIO,Buffalo,NY,,,,,,,,
A5627171,04/01/2007,0215A,NO PARKING,35,20,W. CHIPPEW,20 W. CHIPPEW,Buffalo,NY,,,,,,,,
A5631566,11/25/2007,0650P,EXPIRED REGISTRATION STICKER,35,89,METCALGE,89 METCALGE,Buffalo,NY,,,,,,,,
A5633040,07/13/2007,1153P,EXPIRED INSPECTION STICKER (ALL),35,120,PD,120 PD,Buffalo,NY,,,,,,,,
A5634366,07/27/2008,1224P,NO PARKING,35,287,FRANKLIN A,287 FRANKLIN A,Buffalo,NY,,,,,,,,
A5635836,04/13/2007,1120P,NO PARKING,35,442,ALLEN,442 ALLEN,Buffalo,NY,,,,,,,,
A5639922,05/12/2007,54:22,NO STANDING,35,69,W  CHIPPEW,69 W  CHIPPEW,Buffalo,NY,,,,,,,,
A5657680,05/20/2007,0710P,NO PARKING,35,162,MASSACHUSE,162 MASSACHUSE,Buffalo,NY,,,,,,,,
A5661456,09/23/2008,0951A,NO STANDING,35,178,VAN RENSSE,178 VAN RENSSE,Buffalo,NY,,,,,,,,
A5663556,05/20/2007,0251A,EXPIRED INSPECTION STICKER (ALL),35,1555,WASHINGTON,1555 WASHINGTON,Buffalo,NY,,,,,,,,
