Ticket Issue Date,Issue Time,Meter,Violation Description,Location,Department
08/23/2018,1899-12-31T11:52:00.000,,RESIDENT P,,Traffic & Parking
07/12/2019,14:08,,RESIDENT P,,Traffic & Parking
10/16/2018,1899-12-31T09:08:00.000,HARV-0393,O/T TIME,,Traffic & Parking
07/12/2019,17:12,,RESIDENT P,,Traffic & Parking
11/02/2018,1899-12-31T08:48:00.000,,STREET CLE,,Police
07/13/2019,11:03,,O/T TIME,,Traffic & Parking
09/20/2018,1899-12-31T16:29:00.000,TEMP-0016,METER EXP,,Traffic & Parking
11/09/2018,1899-12-31T13:08:00.000,,NO STOPPIN,,Traffic & Parking
07/15/2019,09:05,,NO PARKING,,Police
10/19/2018,1899-12-31T14:04:00.000,MAIN-0535,METER EXP,,Traffic & Parking
09/22/2018,1899-12-31T13:27:00.000,LOT2-013,METER EXP,,Traffic & Parking
07/15/2019,11:00,,RESIDENT P,,Traffic & Parking
08/21/2018,1899-12-31T13:23:00.000,ALB-0106,METER EXP,,Traffic & Parking
11/21/2018,1899-12-31T12:11:00.000,,RESIDENT P,,Traffic & Parking
07/15/2019,13:33,,RESIDENT P,,Traffic & Parking
11/06/2018,1899-12-31T15:33:00.000,,METER EXP,,Traffic & Parking
07/16/2019,09:46,,LOADING ZN,,Police
12/31/2018,1899-12-31T11:00:00.000,,LOADING ZN,"HAMPSHIRE ST
Cambridge, MA",Police
07/16/2019,11:23,,O/T TIME,,Traffic & Parking
07/16/2019,12:48,,RESIDENT P,,Traffic & Parking
10/08/2018,1899-12-31T12:16:00.000,,RESIDENT P,,
07/16/2019,13:38,,NO STOPPIN,,Traffic & Parking
09/20/2018,1899-12-31T13:03:00.000,AMES-0121,O/T TIME,,Traffic & Parking
07/16/2019,14:31,,STORAGE,,Traffic & Parking
07/16/2019,16:25,,RESIDENT P,,Traffic & Parking
09/06/2018,1899-12-31T08:51:00.000,,NO PARKING,,Traffic & Parking
10/26/2018,1899-12-31T15:59:00.000,ATH-0001,METER EXP,,Traffic & Parking
11/04/2018,1899-12-31T13:44:00.000,,RESIDENT P,,
07/17/2019,09:48,,STREET CLE,,Police
08/17/2018,1899-12-31T08:47:00.000,FRAN-0302,METER EXP,,Traffic & Parking
07/17/2019,10:58,,RESIDENT P,,Traffic & Parking
09/25/2018,1899-12-31T12:14:00.000,,RESIDENT P,,Traffic & Parking
07/17/2019,14:03,,RESIDENT P,,Traffic & Parking
07/17/2019,17:10,,RESIDENT P,,Traffic & Parking
09/18/2018,1899-12-31T08:15:00.000,,STREET CLE,,
10/12/2018,1899-12-31T08:36:00.000,,STREET CLE,,
08/25/2018,1899-12-31T10:55:00.000,BAD-0096,METER EXP,,Traffic & Parking
09/08/2018,1899-12-31T12:23:00.000,,RESIDENT P,,
07/18/2019,10:23,,NOT PK SPT,,Traffic & Parking
07/18/2019,10:58,,STORAGE,,Traffic & Parking
09/16/2018,1899-12-31T10:08:00.000,,RESIDENT P,,
09/20/2018,1899-12-31T18:43:00.000,APP-0006,METER EXP,,Traffic & Parking
07/18/2019,14:50,,RESIDENT P,,Traffic & Parking
07/18/2019,16:05,,OBSTRUCT,,Police
07/18/2019,18:58,,RESIDENT P,,Traffic & Parking
07/19/2019,08:14,,STREET CLE,,Police
08/27/2018,1899-12-31T17:16:00.000,,BIKE LANE,,Traffic & Parking
07/19/2019,08:33,,RESIDENT P,,Traffic & Parking
07/19/2019,08:49,,RESIDENT P,,Traffic & Parking
07/19/2019,09:10,,RESIDENT P,,Traffic & Parking
07/19/2019,09:35,,STREET CLE,,Police
07/19/2019,10:25,,STORAGE,,Traffic & Parking
07/19/2019,13:27,,RESIDENT P,,Traffic & Parking
07/19/2019,13:52,,RESIDENT P,,Traffic & Parking
09/19/2018,1899-12-31T09:42:00.000,,O/T TIME,,Traffic & Parking
09/14/2018,1899-12-31T08:29:00.000,,RESIDENT P,,Traffic & Parking
07/19/2019,17:21,,RESIDENT P,,Traffic & Parking
03/31/2019,1899-12-31T01:10:00.000,,NO STOPPIN,"TREMONT ST
Cambridge, MA",
09/04/2018,1899-12-31T12:57:00.000,,O/T TIME,,Traffic & Parking
09/14/2018,1899-12-31T11:57:00.000,MAIN-0531,METER EXP,,Traffic & Parking
07/22/2019,08:02,,RESIDENT P,,Traffic & Parking
09/21/2018,1899-12-31T13:16:00.000,,O/T TIME,,Traffic & Parking
07/22/2019,08:30,,RESIDENT P,,Traffic & Parking
07/22/2019,10:01,,STREET CLE,,Police
09/17/2018,1899-12-31T10:03:00.000,LINS-0034,METER EXP,,Traffic & Parking
07/22/2019,12:54,,O/T TIME,,Traffic & Parking
07/22/2019,15:23,,O/T TIME,,Traffic & Parking
07/22/2019,16:32,,METER EXP,,Traffic & Parking
08/31/2018,1899-12-31T13:28:00.000,LOT9-0000,O/T TIME,,Traffic & Parking
09/10/2018,1899-12-31T13:10:00.000,SEC-0215,METER EXP,,Traffic & Parking
07/23/2019,11:05,,O/T TIME,,Traffic & Parking
07/23/2019,12:09,,HHP/VETS,,Traffic & Parking
07/23/2019,12:32,,RESIDENT P,,Traffic & Parking
10/02/2018,1899-12-31T10:28:00.000,BRK-0036,METER EXP,,Traffic & Parking
07/23/2019,13:18,,NO STOPPIN,,Police
07/23/2019,16:52,,RESIDENT P,,Traffic & Parking
07/23/2019,17:51,,HHP/VETS,,Traffic & Parking
10/01/2018,1899-12-31T10:15:00.000,,STREET CLE,,Police
10/26/2018,1899-12-31T19:05:00.000,LOT2-016,METER EXP,,Traffic & Parking
09/17/2018,1899-12-31T16:37:00.000,LOT5-0000,METER EXP,"1586 LOT 5 CENTRAL SQUARE
Cambridge, MA",Traffic & Parking
09/05/2018,1899-12-31T13:15:00.000,LOT8-0000,O/T TIME,,Traffic & Parking
10/25/2018,1899-12-31T18:54:00.000,,WRNG DIRCT,,Traffic & Parking
07/24/2019,13:44,,NO STOPPIN,,Traffic & Parking
07/24/2019,18:16,,OTHER,,Police
07/25/2019,07:56,,OBSTRUCT,,Traffic & Parking
07/25/2019,10:17,,RESIDENT P,,Traffic & Parking
09/25/2018,1899-12-31T09:55:00.000,MAIN-0397,METER EXP,,Traffic & Parking
07/25/2019,12:06,,RESIDENT P,,Traffic & Parking
10/25/2018,1899-12-31T08:26:00.000,,STREET CLE,,Police
10/24/2018,1899-12-31T11:38:00.000,,LOADING ZN,,Traffic & Parking
08/31/2018,1899-12-31T08:53:00.000,LOT2-020,METER EXP,,Traffic & Parking
07/25/2019,14:25,,RESIDENT P,,Traffic & Parking
07/25/2019,16:51,,RESIDENT P,,Traffic & Parking
09/20/2018,1899-12-31T19:10:00.000,LOT2-020,METER EXP,,Traffic & Parking
02/04/2019,1899-12-31T13:52:00.000,ATH-0019,METER EXP,,Traffic & Parking
12/06/2018,1899-12-31T15:01:00.000,EDCR-0007,METER EXP,,Traffic & Parking
07/26/2019,11:31,,NO PARKING,,Police
11/13/2018,1899-12-31T19:23:00.000,LINS-0066,METER EXP,,Traffic & Parking
07/26/2019,14:20,,RESIDENT P,,Traffic & Parking
07/26/2019,16:33,,RESIDENT P,,Traffic & Parking
07/27/2019,12:04,,O/T TIME,,Traffic & Parking
07/29/2019,07:59,,RESIDENT P,,Traffic & Parking
10/27/2018,1899-12-31T14:43:00.000,,RESIDENT P,,Traffic & Parking
09/11/2018,1899-12-31T12:06:00.000,MAIN-0513,METER EXP,,Traffic & Parking
11/28/2018,1899-12-31T16:38:00.000,GARD-0011,METER EXP,,Traffic & Parking
07/29/2019,13:41,,RESIDENT P,,Traffic & Parking
09/13/2018,1899-12-31T10:03:00.000,,STREET CLE,,
11/15/2018,1899-12-31T13:21:00.000,CHU-0000,METER EXP,,Traffic & Parking
07/29/2019,14:40,,RESIDENT P,,Traffic & Parking
07/29/2019,15:20,,RESIDENT P,,Traffic & Parking
08/30/2018,1899-12-31T23:45:00.000,,NO PARKING,,
09/14/2018,1899-12-31T13:43:00.000,FRAN-0304,METER EXP,,Traffic & Parking
02/15/2019,1899-12-31T16:13:00.000,HAMP-0027,METER EXP,"ONE KENDALL S
Cambridge, MA",Traffic & Parking
07/31/2019,09:09,,LOADING ZN,,Police
02/11/2019,1899-12-31T17:45:00.000,LEE-0005,METER EXP,,Traffic & Parking
07/31/2019,10:18,,HHP/VETS,,Traffic & Parking
11/12/2018,1899-12-31T08:15:00.000,,HHP/VETS,,Police
07/31/2019,13:09,,RESIDENT P,,Traffic & Parking
07/31/2019,13:53,,O/T TIME,,Traffic & Parking
11/27/2018,1899-12-31T09:14:00.000,,STREET CLE,"1412 FAYERWEATHER
Cambridge, MA",
07/31/2019,17:28,,RESIDENT P,,Traffic & Parking
08/01/2019,08:23,,LOADING ZN,,Traffic & Parking
08/01/2019,08:51,,STREET CLE,,Police
08/01/2019,09:44,,STREET CLE,,Police
08/01/2019,11:24,,STREET CLE,,Police
08/01/2019,12:59,,STREET CLE,,Police
10/11/2018,1899-12-31T09:12:00.000,,STREET CLE,,
08/01/2019,14:49,,RESIDENT P,,Traffic & Parking
08/01/2019,15:34,,RESIDENT P,,Traffic & Parking
09/20/2018,1899-12-31T14:09:00.000,,NO STOPPIN,,Traffic & Parking
01/19/2019,1899-12-31T10:50:00.000,FRST-0205,METER EXP,,Traffic & Parking
08/01/2019,17:50,,RESIDENT P,,Traffic & Parking
08/02/2019,08:09,,STREET CLE,,Police
08/02/2019,08:34,,STREET CLE,,Police
10/02/2018,1899-12-31T11:45:00.000,MAIN-0397,METER EXP,,Traffic & Parking
08/02/2019,10:50,,NO STOPPIN,,Traffic & Parking
10/04/2018,1899-12-31T17:31:00.000,RBRT-0004,METER EXP,,Traffic & Parking
10/01/2018,1899-12-31T10:04:00.000,,NO PARKING,,Traffic & Parking
08/02/2019,13:58,,HHP/VETS,,Traffic & Parking
08/02/2019,16:47,,RESIDENT P,,Traffic & Parking
10/10/2018,1899-12-31T17:13:00.000,,RESIDENT P,,
08/02/2019,17:37,,RESIDENT P,,Traffic & Parking
10/10/2018,1899-12-31T11:00:00.000,,RESIDENT P,,Traffic & Parking
08/16/2018,1899-12-31T19:15:00.000,LOT5-0000,METER EXP,"1586 LOT 5 CENTRAL SQUARE
Cambridge, MA",Traffic & Parking
11/13/2018,1899-12-31T12:54:00.000,BOW-0025,METER EXP,,Traffic & Parking
02/22/2019,1899-12-31T19:10:00.000,LOT9-0000,METER EXP,,Traffic & Parking
11/27/2018,1899-12-31T14:34:00.000,,NO STOPPIN,"362 BROADWAY BROADWAY TER
Cambridge, MA",Traffic & Parking
08/05/2019,08:22,,NO STOPPIN,,Traffic & Parking
08/05/2019,09:14,,STREET CLE,,Police
02/21/2019,1899-12-31T19:36:00.000,INM-0001,METER EXP,,Traffic & Parking
08/05/2019,12:11,,O/T TIME,,Traffic & Parking
10/29/2018,1899-12-31T08:33:00.000,,LOADING ZN,,Traffic & Parking
10/19/2018,1899-12-31T16:11:00.000,BNTT-0002,METER EXP,,Traffic & Parking
08/06/2019,14:16,,RESIDENT P,,Traffic & Parking
08/06/2019,16:00,,NO PARKING,,Traffic & Parking
11/20/2018,1899-12-31T12:57:00.000,,NO STOPPIN,,Traffic & Parking
10/25/2018,1899-12-31T11:20:00.000,CHU-0000,METER EXP,"6920 CHURCH ST
Cambridge, MA",Traffic & Parking
08/07/2019,08:23,,STREET CLE,,Police
08/07/2019,08:42,,CROSSWALK,,Police
08/07/2019,10:50,,RESIDENT P,,Traffic & Parking
10/23/2018,1899-12-31T08:18:00.000,CHU-0000,METER EXP,,Traffic & Parking
08/07/2019,12:17,,RESIDENT P,,Traffic & Parking
10/05/2018,1899-12-31T09:36:00.000,,O/T TIME,,Traffic & Parking
08/07/2019,16:32,,NO PARKING,,Traffic & Parking
11/23/2018,1899-12-31T15:20:00.000,MUN-0004,METER EXP,,Traffic & Parking
10/11/2018,1899-12-31T14:51:00.000,,O/T TIME,,Traffic & Parking
08/08/2019,08:05,,STREET CLE,,Police
08/08/2019,08:31,,STREET CLE,,Police
10/09/2018,1899-12-31T07:55:00.000,,RESIDENT P,,Traffic & Parking
08/08/2019,09:29,,STREET CLE,,Police
09/21/2018,1899-12-31T13:14:00.000,,O/T TIME,,Traffic & Parking
11/20/2018,1899-12-31T11:13:00.000,CHU-0000,METER EXP,,Traffic & Parking
08/08/2019,12:12,,RESIDENT P,,Traffic & Parking
08/08/2019,16:28,,RESIDENT P,,Traffic & Parking
10/11/2018,1899-12-31T12:46:00.000,,RESIDENT P,,Traffic & Parking
08/08/2019,19:27,,NO PARKING,,Police
12/29/2018,1899-12-31T13:32:00.000,,O/T TIME,"1580 MASS AVE
Cambridge, MA",Traffic & Parking
10/09/2018,1899-12-31T10:01:00.000,,STREET CLE,,Police
08/09/2019,09:28,,RESIDENT P,,Traffic & Parking
08/09/2019,09:57,,STORAGE,,Traffic & Parking
08/09/2019,11:12,,HHP/VETS,,Traffic & Parking
08/09/2019,11:30,,RESIDENT P,,Traffic & Parking
10/13/2018,1899-12-31T11:28:00.000,,LOADING ZN,,Traffic & Parking
08/09/2019,14:10,,O/T TIME,,Traffic & Parking
11/29/2018,1899-12-31T19:04:00.000,,NO STOPPIN,,Traffic & Parking
08/09/2019,18:36,,BIKE LANE,,Traffic & Parking
09/10/2018,1899-12-31T12:34:00.000,LINE-0004,METER EXP,,Traffic & Parking
12/15/2018,1899-12-31T18:11:00.000,,NO STOPPIN,,Traffic & Parking
08/10/2019,12:38,CAMB-0756,METER EXP,,Traffic & Parking
09/27/2018,1899-12-31T13:21:00.000,,RESIDENT P,,Traffic & Parking
08/12/2019,08:41,,RESIDENT P,,Traffic & Parking
09/26/2018,1899-12-31T08:59:00.000,,RESIDENT P,,Traffic & Parking
11/01/2018,1899-12-31T13:26:00.000,,FIRE LANE,,Traffic & Parking
08/12/2019,10:13,,STREET CLE,,Police
09/25/2018,1899-12-31T19:18:00.000,LOT2-033,METER EXP,,Traffic & Parking
08/12/2019,14:01,,RESIDENT P,,Traffic & Parking
08/22/2018,1899-12-31T18:37:00.000,WIND-0042,METER EXP,,Traffic & Parking
08/22/2018,1899-12-31T09:28:00.000,,STREET CLE,,
10/20/2018,1899-12-31T15:08:00.000,MAIN-0505,METER EXP,,Traffic & Parking
08/12/2019,17:03,,RESIDENT P,,Traffic & Parking
10/22/2018,1899-12-31T19:18:00.000,,NO STOPPIN,,Traffic & Parking
08/13/2019,08:03,,STREET CLE,,Police
10/18/2018,1899-12-31T09:36:00.000,ESS-0005,METER EXP,,Traffic & Parking
08/13/2019,09:31,,O/T TIME,,Traffic & Parking
09/29/2018,1899-12-31T16:00:00.000,,RESIDENT P,,
08/13/2019,09:59,,STREET CLE,,Police
10/23/2018,1899-12-31T14:30:00.000,,RESIDENT P,,Traffic & Parking
11/27/2018,1899-12-31T12:05:00.000,APP-0010,METER EXP,,Traffic & Parking
08/13/2019,13:50,,STORAGE,,Traffic & Parking
02/20/2019,1899-12-31T16:30:00.000,LOT8-0000,METER EXP,,Traffic & Parking
09/21/2018,1899-12-31T12:04:00.000,MUN-0008,METER EXP,,Traffic & Parking
10/26/2018,1899-12-31T09:18:00.000,,RESIDENT P,,Traffic & Parking
08/14/2019,12:34,,NO STOPPIN,,Traffic & Parking
08/14/2019,13:05,,STORAGE,,Traffic & Parking
11/07/2018,1899-12-31T15:23:00.000,LIND-0000,METER EXP,,Traffic & Parking
11/01/2018,1899-12-31T11:53:00.000,,STREET CLE,,Police
10/03/2018,,,HP RAMP,"HURBY
Cambridge, MA",Police
08/14/2019,15:29,,RESIDENT P,,Traffic & Parking
08/14/2019,17:31,,RESIDENT P,,Traffic & Parking
11/07/2018,1899-12-31T14:00:00.000,,RESIDENT P,,Traffic & Parking
08/15/2019,08:22,,STREET CLE,,Police
08/15/2019,09:28,,RESIDENT P,,Traffic & Parking
08/15/2019,09:44,,STREET CLE,,Police
08/15/2019,10:41,,STREET CLE,,Police
08/15/2019,13:11,,RESIDENT P,,Traffic & Parking
09/29/2018,1899-12-31T18:56:00.000,,LOADING ZN,,Traffic & Parking
08/15/2019,13:53,,STORAGE,,Traffic & Parking
08/15/2019,14:55,ROG-0017,METER EXP,,Traffic & Parking
12/04/2018,1899-12-31T18:56:00.000,MAIN-0523,METER EXP,,Traffic & Parking
10/23/2018,1899-12-31T17:10:00.000,OSB-0009,METER EXP,,Traffic & Parking
03/19/2019,1899-12-31T10:38:00.000,,BUS STOP,,Traffic & Parking
08/16/2019,11:36,,METER EXP,,Traffic & Parking
11/01/2018,1899-12-31T13:45:00.000,LEE-0004,O/T TIME,,Traffic & Parking
08/16/2019,14:21,,RESIDENT P,,Traffic & Parking
08/16/2019,15:51,,RESIDENT P,,Traffic & Parking
09/21/2018,1899-12-31T14:44:00.000,HARV-0387,METER EXP,,Traffic & Parking
08/16/2019,17:29,,RESIDENT P,,Traffic & Parking
12/06/2018,1899-12-31T09:35:00.000,,RESIDENT P,,Traffic & Parking
12/12/2018,1899-12-31T13:22:00.000,,NO STOPPIN,,Traffic & Parking
12/27/2018,1899-12-31T10:10:00.000,,METER EXP,,Traffic & Parking
09/25/2018,1899-12-31T13:02:00.000,,O/T TIME,,Traffic & Parking
10/26/2018,1899-12-31T08:22:00.000,BENT-0004,METER EXP,,Traffic & Parking
11/02/2018,1899-12-31T13:50:00.000,BOW-0051,METER EXP,,Traffic & Parking
08/19/2019,08:20,,RESIDENT P,,Traffic & Parking
10/15/2018,1899-12-31T19:11:00.000,GRE-0055,METER EXP,,Traffic & Parking
12/21/2018,1899-12-31T17:48:00.000,PORT-0011,METER EXP,,Traffic & Parking
08/19/2019,13:16,,RESIDENT P,,Traffic & Parking
01/10/2019,1899-12-31T09:50:00.000,FRST-0205,METER EXP,,Traffic & Parking
02/25/2019,1899-12-31T11:38:00.000,LINS-0010,METER EXP,,Traffic & Parking
11/03/2018,1899-12-31T15:24:00.000,,METER EXP,,Traffic & Parking
08/20/2019,09:08,,RESIDENT P,,Traffic & Parking
08/20/2019,09:24,,RESIDENT P,,Traffic & Parking
01/15/2019,1899-12-31T13:56:00.000,,RESIDENT P,,Traffic & Parking
10/11/2018,1899-12-31T07:56:00.000,,NO PARKING,,Traffic & Parking
08/20/2019,12:50,,RESIDENT P,,Traffic & Parking
08/20/2019,13:59,,RESIDENT P,,Traffic & Parking
11/09/2018,1899-12-31T08:23:00.000,LINS-0018,METER EXP,,Traffic & Parking
08/20/2019,14:11,,RESIDENT P,,Traffic & Parking
10/11/2018,1899-12-31T12:18:00.000,,NO STOPPIN,,Traffic & Parking
08/20/2019,16:43,,RESIDENT P,,Traffic & Parking
10/01/2018,1899-12-31T10:56:00.000,SEC-0221,METER EXP,,Traffic & Parking
08/20/2019,19:09,,STORAGE,,Traffic & Parking
08/21/2019,09:16,,RESIDENT P,,Traffic & Parking
10/15/2018,1899-12-31T11:47:00.000,,O/T TIME,,Traffic & Parking
09/26/2018,1899-12-31T13:08:00.000,MASS-1221,METER EXP,,Traffic & Parking
09/20/2018,1899-12-31T13:45:00.000,,LOADING ZN,,Traffic & Parking
08/21/2019,15:29,,OBSTRUCT,,Police
10/23/2018,1899-12-31T13:10:00.000,BRAT-0208,METER EXP,,Traffic & Parking
10/15/2018,1899-12-31T15:54:00.000,LOT9-0000,METER EXP,,Traffic & Parking
08/22/2019,10:04,,NO PARKING,,Police
10/25/2018,1899-12-31T15:16:00.000,BRAT-0210,METER EXP,,Traffic & Parking
12/10/2018,1899-12-31T10:55:00.000,,STREET CLE,,
08/22/2019,13:38,,RESIDENT P,,Traffic & Parking
11/10/2018,1899-12-31T17:15:00.000,MASS-1508,METER EXP,,Traffic & Parking
08/22/2019,14:43,,RESIDENT P,,Traffic & Parking
11/29/2018,1899-12-31T19:11:00.000,GRE-0004,METER EXP,,Traffic & Parking
10/26/2018,1899-12-31T19:06:00.000,LOT2-017,METER EXP,,Traffic & Parking
08/23/2019,08:36,,RESIDENT P,,Traffic & Parking
11/23/2018,1899-12-31T21:13:00.000,,NO STOPPIN,,
10/25/2018,1899-12-31T11:19:00.000,,NO STOPPIN,"31 AMES ST MAIN ST
Cambridge, MA",Traffic & Parking
12/17/2018,1899-12-31T13:26:00.000,,NO PARKING,,Traffic & Parking
09/21/2018,1899-12-31T08:40:00.000,,STREET CLE,,
08/23/2019,11:23,,RESIDENT P,,Traffic & Parking
11/04/2018,1899-12-31T08:39:00.000,,NO STOPPIN,"NORFOLK
Cambridge, MA",Police
08/23/2019,13:21,,RESIDENT P,,Traffic & Parking
01/31/2019,1899-12-31T10:21:00.000,LIND-0000,METER EXP,,Traffic & Parking
08/23/2019,18:28,,RESIDENT P,,Traffic & Parking
10/20/2018,1899-12-31T11:42:00.000,,WRNG DIRCT,,Traffic & Parking
08/29/2018,1899-12-31T15:39:00.000,,LOADING ZN,,Traffic & Parking
10/26/2018,1899-12-31T09:56:00.000,MAIN-0523,METER EXP,,Traffic & Parking
09/26/2018,1899-12-31T14:57:00.000,NOR-0017,METER EXP,,Traffic & Parking
09/12/2018,1899-12-31T13:59:00.000,HAMP-0024,O/T TIME,"ONE KENDALL
Cambridge, MA",Traffic & Parking
01/17/2019,1899-12-31T16:32:00.000,,DOUBLE STO,,Traffic & Parking
12/11/2018,1899-12-31T16:46:00.000,BNTT-0004,METER EXP,,Traffic & Parking
10/11/2018,1899-12-31T10:15:00.000,FELT-0022,O/T TIME,,Traffic & Parking
08/26/2019,13:16,,HHP/VETS,,Traffic & Parking
08/26/2019,13:41,,RESIDENT P,,Traffic & Parking
01/23/2019,1899-12-31T09:25:00.000,,NO STOPPIN,,Traffic & Parking
08/26/2019,15:33,,METER EXP,,Traffic & Parking
08/26/2018,1899-12-31T12:46:00.000,,RESIDENT P,,
12/05/2018,1899-12-31T09:20:00.000,,BUS STOP,,Police
10/31/2018,1899-12-31T19:12:00.000,,HP RAMP,,Traffic & Parking
08/26/2019,19:07,,RESIDENT P,,Traffic & Parking
10/11/2018,1899-12-31T09:34:00.000,,LOADING ZN,,Traffic & Parking
08/27/2019,12:58,,RESIDENT P,,Traffic & Parking
08/27/2019,13:27,,RESIDENT P,,Traffic & Parking
08/27/2019,14:18,,STORAGE,,Traffic & Parking
08/27/2019,16:37,,DOUBLE STO,,Traffic & Parking
10/25/2018,1899-12-31T11:04:00.000,,O/T TIME,,Traffic & Parking
11/12/2018,1899-12-31T15:09:00.000,,RESIDENT P,,
09/11/2018,1899-12-31T11:27:00.000,HAMP-0020,METER EXP,"ONE KENDALL
Cambridge, MA",Traffic & Parking
08/28/2019,11:17,,OBSTRUCT,,Police
01/15/2019,1899-12-31T14:08:00.000,,RESIDENT P,,Traffic & Parking
08/29/2019,08:32,,STREET CLE,,Police
08/29/2019,08:56,,STREET CLE,,Police
10/04/2018,1899-12-31T08:36:00.000,,STREET CLE,,Police
08/29/2019,10:13,,STREET CLE,,Police
10/29/2018,1899-12-31T17:16:00.000,,NO STOPPIN,,Traffic & Parking
08/20/2018,1899-12-31T10:45:00.000,CHU-0000,METER EXP,,Traffic & Parking
08/29/2019,15:00,,HHP/VETS,,Traffic & Parking
10/11/2018,1899-12-31T13:48:00.000,,STORAGE,,Traffic & Parking
08/29/2019,17:12,,RESIDENT P,,Traffic & Parking
08/29/2019,19:10,,HHP/VETS,,Traffic & Parking
12/11/2018,1899-12-31T18:21:00.000,,RESIDENT P,,Traffic & Parking
08/30/2019,11:04,,SIDEWALK,,Traffic & Parking
08/30/2019,14:42,,RESIDENT P,,Traffic & Parking
11/28/2018,,,NO STOPPIN,"CARD MEADWAY
Cambridge, MA",Police
10/15/2018,1899-12-31T10:16:00.000,,WITHIN INT,,Traffic & Parking
10/09/2018,1899-12-31T10:55:00.000,,RESIDENT P,,Traffic & Parking
08/30/2019,19:24,,RESIDENT P,,Traffic & Parking
12/17/2018,1899-12-31T08:53:00.000,HAMP-0027,O/T TIME,"ONE KENDALL S
Cambridge, MA",Traffic & Parking
02/05/2019,1899-12-31T15:33:00.000,REM-0001,METER EXP,,Traffic & Parking
08/31/2019,13:13,,BUS STOP,,Traffic & Parking
10/22/2018,1899-12-31T13:15:00.000,LOT9-0000,METER EXP,,Traffic & Parking
09/13/2018,1899-12-31T15:30:00.000,,RESIDENT P,,Traffic & Parking
09/03/2019,13:03,,CROSSWALK,,Traffic & Parking
09/03/2019,14:10,,BIKE LANE,,Police
09/03/2019,15:11,,O/T TIME,,Traffic & Parking
09/03/2019,,,NO STOPPIN,,Police
11/04/2018,1899-12-31T15:34:00.000,,RESIDENT P,,
04/06/2019,1899-12-31T17:51:00.000,,RESIDENT P,,
11/03/2018,1899-12-31T11:09:00.000,AMES-0127,METER EXP,,Traffic & Parking
09/04/2019,11:17,,STREET CLE,,Police
01/23/2019,1899-12-31T14:03:00.000,,RESIDENT P,,Traffic & Parking
11/23/2018,1899-12-31T14:04:00.000,MRKT-0001,METER EXP,,Traffic & Parking
09/04/2019,18:02,,RESIDENT P,,Traffic & Parking
09/04/2019,18:46,,RESIDENT P,,Traffic & Parking
09/05/2019,08:11,,STORAGE,,Traffic & Parking
11/26/2018,1899-12-31T16:19:00.000,SEL-0002,METER EXP,,Traffic & Parking
01/07/2019,1899-12-31T13:36:00.000,ALB-0002,METER EXP,,Traffic & Parking
09/05/2019,10:05,,SIDEWALK,,Traffic & Parking
12/17/2018,1899-12-31T16:12:00.000,SEL-0002,METER EXP,,Traffic & Parking
12/03/2018,1899-12-31T14:07:00.000,,NO STOPPIN,,Traffic & Parking
10/10/2018,1899-12-31T08:36:00.000,,O/T TIME,,Traffic & Parking
10/23/2018,1899-12-31T09:31:00.000,MAIN-0393,O/T TIME,,Traffic & Parking
11/16/2018,1899-12-31T14:44:00.000,FELT-0008,METER EXP,,Traffic & Parking
09/03/2018,1899-12-31T02:00:00.000,,SIDEWALK,,Police
10/24/2018,1899-12-31T19:11:00.000,INM-0001,METER EXP,,Traffic & Parking
10/02/2018,1899-12-31T12:50:00.000,,O/T TIME,,Traffic & Parking
10/17/2018,1899-12-31T10:25:00.000,,BUS STOP,,Police
10/25/2018,1899-12-31T09:14:00.000,SEC-0213,METER EXP,,Traffic & Parking
09/06/2018,1899-12-31T08:05:00.000,LOT2-009,METER EXP,,Traffic & Parking
12/06/2018,1899-12-31T08:38:00.000,MAIN-0389,O/T TIME,,Traffic & Parking
10/10/2018,1899-12-31T17:30:00.000,NOR-0009,METER EXP,,Traffic & Parking
12/04/2018,1899-12-31T09:26:00.000,BOW-0025,METER EXP,,Traffic & Parking
10/02/2018,1899-12-31T10:15:00.000,,FT INTR,,Traffic & Parking
11/30/2018,1899-12-31T10:38:00.000,ATH-0029,METER EXP,,Traffic & Parking
11/04/2018,1899-12-31T08:39:00.000,,RESIDENT P,,
12/26/2018,1899-12-31T11:39:00.000,HARV-0395,METER EXP,,Traffic & Parking
01/17/2019,1899-12-31T15:10:00.000,,FIRE LANE,,
11/03/2018,1899-12-31T20:08:00.000,,NO PARKING,"SIDNEY
Cambridge, MA",Police
10/05/2018,1899-12-31T09:39:00.000,ATH-0007,O/T TIME,,Traffic & Parking
01/12/2019,1899-12-31T19:31:00.000,PLE-0006,METER EXP,,Traffic & Parking
11/19/2018,1899-12-31T16:51:00.000,AMES-0131,METER EXP,,Traffic & Parking
09/11/2018,1899-12-31T13:31:00.000,CAMB-0115,METER EXP,,Traffic & Parking
03/03/2019,1899-12-31T16:03:00.000,,RESIDENT P,"2 POSTED
Cambridge, MA",
11/08/2018,1899-12-31T19:03:00.000,LOT9-0000,METER EXP,,Traffic & Parking
11/07/2018,1899-12-31T11:10:00.000,,RESIDENT P,,
04/05/2019,,,BIKE LANE,,Police
11/06/2018,1899-12-31T12:28:00.000,ALB-0012,METER EXP,,Traffic & Parking
01/08/2019,1899-12-31T16:25:00.000,,METER EXP,,Traffic & Parking
